,clube,xG_total,xGA_total,xG_saldo
0,Flamengo,46.067359533917525,26.069184706778714,19.99817482713881
1,Palmeiras,46.75626612536807,27.871271642285944,18.884994483082128
2,Atlético-MG,42.33927797487142,25.679363695336065,16.659914279535357
3,Internacional,41.68897785885332,32.42874292772554,9.260234931127783
4,Fluminense,38.754312535371305,31.67607581122381,7.078236724147494
5,São Paulo,37.934079256091465,32.64014562409576,5.293933631995706
6,América-MG,41.28003414783572,38.03547761134928,3.244556536486442
7,Fortaleza,36.28838814640967,33.61947349015806,2.6689146562516157
8,Bragantino,39.01800620067583,37.48768790238952,1.5303182982863106
9,Corinthians,33.18207266006403,32.03242457105324,1.149648089010789
10,Atlético-GO,39.12360689301285,41.709007469558145,-2.5854005765452968
11,Santos,36.38820974712295,40.63556614294155,-4.247356395818599
12,Coritiba,34.543742563224846,39.06783922292209,-4.524096659697243
13,Ceará,33.256560255351474,38.07050798203544,-4.813947726683963
14,Botafogo,33.374685253806675,38.322369953072396,-4.9476846992657215
15,Cuiabá,29.41181020621438,34.85640290672586,-5.444592700511482
16,Athletico-PR,30.674982395579157,41.30609707946125,-10.631114683882096
17,Avaí,31.566999334361,43.50090551373671,-11.933906179375711
18,Juventude,29.936437825675164,46.19592962643882,-16.259491800763655
19,Goiás,29.242697656876103,49.62403269139476,-20.381335034518656
