,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,72.38764705882352,1,79.04529411764706,2,65.72999999999999,1
1,Flamengo,62.04358823529412,2,80.016,1,44.071176470588235,10
2,Internacional,60.442536764705885,3,69.58625,3,51.29882352941176,4
3,Atlético-MG,59.893750000000004,4,62.4275,6,57.36000000000001,2
4,Corinthians,56.43997899159663,5,65.15352941176471,4,47.72642857142856,6
5,Fluminense,55.70970588235294,6,63.92000000000001,5,47.499411764705876,7
6,Fortaleza,52.91461397058823,7,56.38687499999999,10,49.442352941176466,5
7,Athletico-PR,51.33319852941176,8,57.60874999999999,9,45.05764705882353,9
8,Santos,51.11550980392157,9,58.662352941176465,8,43.56866666666667,12
9,São Paulo,49.8003137254902,10,53.79533333333333,13,45.805294117647065,8
10,Coritiba,49.79976470588235,11,61.59352941176471,7,38.00599999999999,16
11,Bragantino,49.5715625,12,56.333125,11,42.809999999999995,13
12,Botafogo,49.501764705882344,13,47.27411764705882,15,51.729411764705866,3
13,América-MG,48.11323529411764,14,53.942352941176466,12,42.28411764705883,15
14,Goiás,44.03058823529412,15,45.3,16,42.76117647058824,14
15,Cuiabá,40.994926470588226,16,48.217499999999994,14,33.772352941176464,18
16,Ceará,40.957499999999996,17,38.006875,20,43.908125,11
17,Atlético-GO,39.42735294117647,18,42.57705882352941,18,36.27764705882353,17
18,Avaí,37.16388235294117,19,41.34176470588235,19,32.986,19
19,Juventude,36.71972549019608,20,42.785333333333334,17,30.654117647058825,20
