,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Cuiabá,Ceará,27.425265399209636,34.48897490807048,38.08575923334764,39.95466387490719,48.251097746460836
1,Santos,Bragantino,43.873517136608776,33.62093483979491,22.505546789565052,52.81870896165813,36.06770400609278
2,Atlético-MG,Flamengo,52.25076880536263,26.17565898594794,21.573517249317533,42.337145442944895,22.34030685538458
3,Corinthians,Goiás,61.40446261144188,23.919133821326685,14.676255893231966,51.27426406456874,18.965606267896867
4,Coritiba,Athletico-PR,56.76126754076382,23.32108759298341,19.917383421266443,38.96481037213074,17.105315611875884
5,Internacional,Botafogo,64.14993521724068,22.032891179666738,13.816820260478169,49.45973762189927,16.140715972563374
6,Fortaleza,América-MG,31.31249061723639,35.590047749369056,33.097461447524545,44.67565649394387,46.08427593534156
7,Atlético-GO,Juventude,60.25274363641769,25.272286630953218,14.474893067978822,54.28472039359231,21.178536789540736
8,Fluminense,Avaí,50.58823815188056,25.474144640060466,23.937538966363782,37.4159701025799,21.145722899434123
9,São Paulo,Palmeiras,15.374708772182782,24.686041071562993,59.93914450305421,20.087471549021927,51.14403091404722
