,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,21.0,Botafogo,Ceará,39.95489291464266,30.611026938679895,31.347924509692575,33.342480924217085,28.52833130277562
1,21.0,Juventude,América-MG,39.77672719322529,31.090077831167246,31.008675263285966,33.51009009572684,30.287427236008952
2,21.0,Atlético-GO,Bragantino,35.24229967097695,27.101747576468114,39.59007988973624,20.89145310633151,24.847120637963954
3,21.0,Avaí,Corinthians,34.12934826639498,29.455305596168625,38.321798030950276,25.995073633178855,26.785911399363712
4,21.0,São Paulo,Flamengo,35.867784303919116,27.186525724476226,38.52250580213998,22.334428745302027,23.077860729551638
5,21.0,Fluminense,Cuiabá,58.42239292995979,24.536431266373427,19.038576773364355,40.37212424556118,17.55863901911365
6,21.0,Palmeiras,Goiás,67.54255325959626,18.758435119440733,15.695112473411271,39.32139043870961,11.612055749864476
7,21.0,Fortaleza,Internacional,36.33823484427672,30.344732729769124,35.39529759858874,28.675915892819493,30.744875700482922
8,21.0,Atlético-MG,Athletico-PR,50.968950366405494,25.962218552279055,24.83937955948976,30.240468011631318,21.49876835433861
9,21.0,Coritiba,Santos,38.97873438183564,29.81558612522348,33.48756121735327,28.91294973604371,28.827022148421207
