,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.011691836230274,0.7362871391148347,1.4231424391433436,1.0870456850700563
2,Botafogo,1.1809808006210418,1.1837441377937488,1.259246179167694,1.6633273053827544
3,Corinthians,1.2668954081451629,1.1039953310203545,0.9924297568759874,1.211347132649958
4,Fluminense,1.7147878623511823,1.0143992229882222,0.8889931835908056,1.202808935903843
5,Palmeiras,1.9689710544503225,0.9117882018194179,1.4576481493221554,1.134870004622908
6,São Paulo,1.4064409919931309,1.055668346831623,1.215739405116402,1.2685277454422699
7,Santos,1.5661945375593207,1.5687730204988095,1.0494206735226945,1.3975636669137796
8,Bragantino,1.5434698077073588,0.9327336613144721,1.215158463747165,1.6271169063806992
9,Atlético-MG,1.6676887966112741,0.8037465749476616,1.3596364396108582,0.998607147498916
10,Internacional,1.6688461404333599,1.0295713587218678,1.3066334964827317,1.1842495277144773
11,Juventude,1.4157401293390424,1.090020493013101,0.6894715905335046,1.9135702699594352
12,Goiás,1.1322982816064129,1.6246160906310876,0.9441749117837662,1.874985005550285
13,Athletico-PR,1.2940786066751664,1.378251318527973,0.9213915387117206,1.584271831420967
14,Coritiba,1.2482556916803993,1.16088524424817,1.2837206306013456,1.7697147909289135
15,Avaí,1.1855707166443559,1.2395953320025193,0.9268780345012677,1.8332961415286777
16,América-MG,1.5958866732922634,1.0578148749339327,1.1964081651578389,1.676982058354024
17,Ceará,1.1334573429332166,1.1850522807494932,1.155222035845488,1.4666680564544083
18,Fortaleza,1.5384612802264097,0.9560067713992346,1.0352862419797737,1.3698270644788693
19,Atlético-GO,1.4726323308247609,1.21665865798956,1.1155072218498654,1.6157827056750595
20,Cuiabá,1.229447221712895,1.016410641842077,0.8753592907715314,1.3787529749920455
