,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1315,Marcelo Lomba,68872,Palmeiras,GOL,10.0,9.5,Atlético-GO,mandante,5.4399999999999995,7.72
1316,Gustavo Scarpa,87999,Palmeiras,MEI,9.82,5.15,Atlético-GO,mandante,5.4399999999999995,7.63
1317,Piquerez,102130,Palmeiras,LAT,8.9,5.3999999999999995,Atlético-GO,mandante,5.4399999999999995,7.17
1318,Natan,107110,Bragantino,ZAG,8.933333333333334,0.6666666666666666,Coritiba,mandante,4.4,6.666666666666667
1319,Raphael Veiga,94509,Palmeiras,MEI,7.659999999999999,2.75,Atlético-GO,mandante,5.4399999999999995,6.549999999999999
1320,Muriqui,38225,Avaí,ATA,9.0,2.1750000000000003,Fortaleza,mandante,4.0,6.5
1321,Moraes,95058,Juventude,LAT,9.05,-0.7,Santos,mandante,3.6,6.325
1322,Iago Maidana,89226,América-MG,ZAG,10.55,1.3250000000000002,Fluminense,mandante,2.1,6.325
1323,Matheuzinho,101727,Flamengo,LAT,11.049999999999999,1.6600000000000001,Cuiabá,mandante,1.3,6.175
1324,Gustavo Gómez,71684,Palmeiras,ZAG,6.875,9.15,Atlético-GO,mandante,5.4399999999999995,6.1575
1325,Abel Ferreira,110506,Palmeiras,TEC,6.775000000000001,6.9975000000000005,Atlético-GO,mandante,5.4399999999999995,6.1075
1326,Léo Ortiz,97867,Bragantino,ZAG,7.8,4.9,Coritiba,mandante,4.4,6.1
1327,Luan,80692,Palmeiras,ZAG,6.75,6.5,Atlético-GO,mandante,5.4399999999999995,6.095
1328,Zé Rafael,82455,Palmeiras,MEI,6.533333333333334,6.2250000000000005,Atlético-GO,mandante,5.4399999999999995,5.986666666666666
1329,Luan Cândido,100848,Bragantino,LAT,7.3999999999999995,3.4000000000000004,Coritiba,mandante,4.4,5.9
1330,Lima,96340,Ceará,MEI,8.15,3.025,Atlético-MG,mandante,3.375,5.7625
1331,Arrascaeta,87863,Flamengo,MEI,10.200000000000001,8.225,Cuiabá,mandante,1.3,5.750000000000001
1332,Dudu,68920,Palmeiras,ATA,5.883333333333333,5.375,Atlético-GO,mandante,5.4399999999999995,5.661666666666666
1333,Lucas Ribeiro,103088,Ceará,ZAG,7.8,2.766666666666666,Atlético-MG,mandante,3.375,5.5875
1334,Rony,91607,Palmeiras,ATA,5.716666666666668,8.575,Atlético-GO,mandante,5.4399999999999995,5.578333333333333
1335,Gabriel Menino,103767,Palmeiras,MEI,5.6,5.5,Atlético-GO,mandante,5.4399999999999995,5.52
1336,Praxedes,107744,Bragantino,MEI,6.266666666666667,2.3333333333333335,Coritiba,mandante,4.4,5.333333333333334
1337,Murilo,97653,Palmeiras,ZAG,5.2,5.225,Atlético-GO,mandante,5.4399999999999995,5.32
1338,Gustavo Garcia,107225,Palmeiras,LAT,5.0,6.1,Atlético-GO,mandante,5.4399999999999995,5.22
1339,Kuscevic,98619,Palmeiras,ZAG,5.0,13.2,Atlético-GO,mandante,5.4399999999999995,5.22
1340,Bissoli,100762,Avaí,ATA,6.380000000000001,3.0,Fortaleza,mandante,4.0,5.19
1341,Weverton,71631,Palmeiras,GOL,4.8,7.333333333333333,Atlético-GO,mandante,5.4399999999999995,5.119999999999999
1342,Vanderlan,107236,Palmeiras,LAT,4.6,0.0,Atlético-GO,mandante,5.4399999999999995,5.02
1343,Marcos Rocha,63013,Palmeiras,LAT,4.58,10.425,Atlético-GO,mandante,5.4399999999999995,5.01
1344,Morato,86227,Avaí,ATA,5.46,2.68,Fortaleza,mandante,4.0,4.73
1345,Cleiton,93882,Bragantino,GOL,5.0,3.8,Coritiba,mandante,4.4,4.7
1346,Renan,109963,Bragantino,ZAG,4.9,3.8499999999999996,Coritiba,mandante,4.4,4.65
1347,Wesley,105811,Palmeiras,ATA,3.6999999999999997,0.10000000000000002,Atlético-GO,mandante,5.4399999999999995,4.569999999999999
1348,Maurício Barbieri,82792,Bragantino,TEC,4.728,3.5940000000000003,Coritiba,mandante,4.4,4.564
1349,Juan Pablo,114497,Goiás,LAT,5.8,0.0,Internacional,mandante,3.283333333333333,4.541666666666666
1350,Everton Ribeiro,51772,Flamengo,MEI,7.75,1.716666666666667,Cuiabá,mandante,1.3,4.525
1351,Apodi,51042,Goiás,MEI,5.7,1.7600000000000002,Internacional,mandante,3.283333333333333,4.491666666666667
1352,Danilo,107231,Palmeiras,MEI,3.44,0.7333333333333333,Atlético-GO,mandante,5.4399999999999995,4.4399999999999995
1353,Paulinho Bóia,100333,América-MG,ATA,6.6000000000000005,2.0999999999999996,Fluminense,mandante,2.1,4.3500000000000005
1354,Óscar Ruíz,71691,Juventude,ATA,5.08,6.15,Santos,mandante,3.6,4.34
1355,Pedro Raul,98225,Goiás,ATA,5.35,7.459999999999999,Internacional,mandante,3.283333333333333,4.316666666666666
1356,Marinho,68952,Flamengo,ATA,7.3,1.5,Cuiabá,mandante,1.3,4.3
1357,Mendoza,90031,Ceará,ATA,5.225,9.65,Atlético-MG,mandante,3.375,4.3
1358,Paulinho Moccelin,82640,Juventude,ATA,4.866666666666666,-0.6499999999999998,Santos,mandante,3.6,4.233333333333333
1359,Gabriel Veron,103764,Palmeiras,ATA,3.0250000000000004,3.95,Atlético-GO,mandante,5.4399999999999995,4.2325
1360,Richard Coelho,86711,Ceará,MEI,5.033333333333334,2.12,Atlético-MG,mandante,3.375,4.2041666666666675
1361,Abner Vinícius,104513,Athletico-PR,LAT,6.36,2.9,Corinthians,mandante,2.0,4.18
1362,Terans,102878,Athletico-PR,MEI,6.36,2.12,Corinthians,mandante,2.0,4.18
1363,Chay,104926,Botafogo,MEI,5.24,1.425,São Paulo,mandante,3.1166666666666667,4.178333333333334
1364,Ytalo,53148,Bragantino,ATA,3.94,3.2249999999999996,Coritiba,mandante,4.4,4.17
1365,Everaldo ,91151,América-MG,ATA,6.066666666666666,4.6,Fluminense,mandante,2.1,4.083333333333333
1366,Aderlan,88423,Bragantino,LAT,3.725,3.3333333333333335,Coritiba,mandante,4.4,4.0625
