,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.197556593101893,0.909487629648622,1.1842060230080298,1.0853699445861351
2,Botafogo,1.067304644486294,1.062648466964155,0.9954919581205218,1.597467239916236
3,Corinthians,0.8496517162624991,1.1070842797313818,0.890033389577342,1.291289675578113
4,Fluminense,1.6166370129559555,1.0631904444604778,0.842152133944925,1.390042418181124
5,Palmeiras,2.054992099733727,0.923618941990854,1.8543679015017314,1.156793106963999
6,São Paulo,1.57464214229467,0.9876859678557393,1.1980093958681526,1.3765087532050013
7,Santos,1.5562465631847462,1.4663634786853827,1.2513839749259243,1.2148058597598048
8,Bragantino,1.4583293751880204,1.0418812474854318,1.1786772269911787,1.2178390161379204
9,Atlético-MG,1.7277953675481106,0.7667269133639955,1.417326107612224,1.0579383449715662
10,Internacional,1.702383975978736,1.2900924760810788,1.0762658011773798,1.0279552307173307
11,Juventude,1.2099366720870004,1.0429447747683265,0.7448889472181808,1.6518635126524497
12,Goiás,0.9243304058069205,1.6907878194572543,1.0343180873500977,1.6270218601176016
13,Athletico-PR,1.2055716958559652,1.3630884193624644,0.915393149908977,1.4628045476976586
14,Coritiba,1.4889872252914425,1.0872631343758599,1.281212263649622,1.7369560782468463
15,Avaí,1.1799740209391711,1.191317236232893,0.8172199533247184,1.954029334717148
16,América-MG,1.391744596904114,0.9463557935228757,1.0723604663788544,1.7530463399132665
17,Ceará,1.0574026576128714,1.174890487151854,1.3160172471218579,1.3910312066183355
18,Fortaleza,1.5207596378811445,0.8781980474563487,1.1247367080874706,1.1507848202897901
19,Atlético-GO,1.6994782223610616,0.9458408769424496,1.0967719512405274,1.7148446011754082
20,Cuiabá,1.0361286515302748,1.1383113061067238,0.9392396731339322,1.5284498694721518
