,clube,xG_total,xGA_total,xG_saldo
0,Flamengo,47.05206444815926,24.60864580351368,22.443418644645575
1,Palmeiras,47.24695743682068,28.319983484123185,18.926973952697494
2,Atlético-MG,44.51531166495632,25.95535198854133,18.55995967641499
3,Internacional,42.18306716593359,33.888619498716196,8.294447667217398
4,Fluminense,39.39003986293869,31.864574762975813,7.525465099962879
5,São Paulo,39.51915295915275,33.19881974590623,6.320333213246521
6,Fortaleza,37.76838597027938,33.530314558126506,4.238071412152877
7,Bragantino,39.790853589025325,37.43485138998743,2.3560021990378957
8,América-MG,41.75352421663432,39.862055764251345,1.8914684523829735
9,Corinthians,34.120012540225794,34.2520918530904,-0.1320793128646045
10,Atlético-GO,38.99340144065651,41.23578954520996,-2.2423881045534486
11,Ceará,33.29544353249217,37.5900502677834,-4.294606735291225
12,Coritiba,35.43797738022649,40.89320746188722,-5.45523008166073
13,Cuiabá,30.298951409598796,35.94639407503216,-5.647442665433363
14,Botafogo,34.233632467600685,39.89042734105787,-5.656794873457187
15,Santos,36.75473508732806,42.76337352685314,-6.008638439525079
16,Athletico-PR,31.046752465596924,42.90853141335186,-11.861778947754935
17,Juventude,32.60994576987247,44.731416496053825,-12.121470726181357
18,Avaí,31.766915884992578,45.41541451755391,-13.648498632561335
19,Goiás,29.03451589587896,52.521727694354325,-23.487211798475364
