,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1820,Alex,101600,Santos,ZAG,2.2,9.5,Flamengo,visitante,3.433333333333333,6.466666666666667
1821,Busanello,97537,Juventude,LAT,1.2,8.6,Atlético-MG,visitante,3.5266666666666664,6.063333333333333
1822,Pablo García,99236,Coritiba,MEI,0.0,0.0,Fortaleza,visitante,5.513333333333334,5.513333333333334
1823,Juan Díaz,109967,Coritiba,MEI,0.5,0.0,Fortaleza,visitante,5.513333333333334,5.513333333333334
1824,Igor Paixão,104530,Coritiba,ATA,7.324999999999999,5.511111111111111,Fortaleza,visitante,5.513333333333334,5.512222222222222
1825,Murilo,97653,Palmeiras,ZAG,5.040000000000001,7.254545454545454,Athletico-PR,visitante,3.35625,5.305397727272727
1826,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0,Fortaleza,visitante,5.513333333333334,5.256666666666667
1827,Luan Cândido,100848,Bragantino,LAT,6.935714285714285,5.433333333333334,Botafogo,visitante,4.9375,5.185416666666667
1828,Marcos Rocha,63013,Palmeiras,LAT,5.175,6.963636363636365,Athletico-PR,visitante,3.35625,5.159943181818182
1829,Gustavo Scarpa,87999,Palmeiras,MEI,5.9624999999999995,6.935714285714285,Athletico-PR,visitante,3.35625,5.145982142857143
1830,Alerrandro,101715,Bragantino,ATA,5.122222222222222,5.314285714285715,Botafogo,visitante,4.9375,5.1258928571428575
1831,Gustavo Garcia,107225,Palmeiras,LAT,2.85,6.85,Athletico-PR,visitante,3.35625,5.103125
1832,Weverson,109426,Bragantino,LAT,1.0,0.0,Botafogo,visitante,4.9375,4.9375
1833,Guilherme Santos,104414,Bragantino,ATA,-0.4,0.0,Botafogo,visitante,4.9375,4.9375
1834,Bruninho,113558,Bragantino,ATA,0.0,0.0,Botafogo,visitante,4.9375,4.9375
1835,Mendoza,90031,Ceará,ATA,4.530769230769231,6.930769230769231,Internacional,visitante,2.8,4.865384615384615
1836,Bruno Gomes,106202,Coritiba,MEI,4.5285714285714285,4.1499999999999995,Fortaleza,visitante,5.513333333333334,4.831666666666667
1837,Kuscevic,98619,Palmeiras,ZAG,5.0,6.2250000000000005,Athletico-PR,visitante,3.35625,4.790625
1838,Fabrício,105171,Coritiba,ATA,5.566666666666666,4.01,Fortaleza,visitante,5.513333333333334,4.761666666666667
1839,Jorge,88065,Palmeiras,LAT,0.7333333333333334,6.0600000000000005,Athletico-PR,visitante,3.35625,4.708125000000001
1840,Popó,116994,Bragantino,ATA,5.1000000000000005,4.15,Botafogo,visitante,4.9375,4.54375
1841,Gustavo Morínigo,88881,Coritiba,TEC,5.1927272727272715,3.4,Fortaleza,visitante,5.513333333333334,4.456666666666667
1842,Matheus Cavichioli,72580,América-MG,GOL,3.9454545454545458,6.833333333333333,Goiás,visitante,2.066666666666667,4.45
1843,Wellington Rato,82766,Atlético-GO,MEI,5.075,5.307142857142857,São Paulo,visitante,3.5714285714285716,4.439285714285714
1844,Marcelo Lomba,68872,Palmeiras,GOL,10.0,5.5,Athletico-PR,visitante,3.35625,4.428125
1845,Abel Ferreira,110506,Palmeiras,TEC,6.5570588235294105,5.4766666666666675,Athletico-PR,visitante,3.35625,4.416458333333334
1846,Renan,109963,Bragantino,ZAG,4.9,3.8499999999999996,Botafogo,visitante,4.9375,4.39375
1847,Artur,95799,Bragantino,ATA,5.607692307692308,3.838461538461539,Botafogo,visitante,4.9375,4.3879807692307695
1848,Guillermo de los Santos,87238,Coritiba,ZAG,4.328571428571428,3.233333333333333,Fortaleza,visitante,5.513333333333334,4.373333333333333
1849,Alef Manga,101254,Coritiba,ATA,5.833333333333334,3.2,Fortaleza,visitante,5.513333333333334,4.356666666666667
1850,Maurício Barbieri,82792,Bragantino,TEC,4.718666666666667,3.7146666666666666,Botafogo,visitante,4.9375,4.326083333333333
1851,Gustavo Gómez,71684,Palmeiras,ZAG,7.513333333333334,5.29,Athletico-PR,visitante,3.35625,4.323125
1852,Adrián Martínez,104778,Coritiba,ATA,1.67,3.1181818181818177,Fortaleza,visitante,5.513333333333334,4.3157575757575755
1853,Gabriel ,70449,Coritiba,GOL,4.75,3.0,Fortaleza,visitante,5.513333333333334,4.256666666666667
1854,Rony,91607,Palmeiras,ATA,5.121428571428572,5.084615384615386,Athletico-PR,visitante,3.35625,4.220432692307693
1855,Bruno Silva,68698,Avaí,MEI,3.033333333333333,4.233333333333333,Cuiabá,visitante,4.180000000000001,4.206666666666667
1856,Matheus Ribeiro,82943,Avaí,LAT,0.8,0.0,Cuiabá,visitante,4.180000000000001,4.180000000000001
1857,Gustavo Santos,112831,Avaí,ATA,0.9,0.0,Cuiabá,visitante,4.180000000000001,4.180000000000001
1858,Lucas Silva,98515,Avaí,ATA,0.36666666666666664,0.0,Cuiabá,visitante,4.180000000000001,4.180000000000001
1859,Kazu,95657,Avaí,MEI,0.0,0.0,Cuiabá,visitante,4.180000000000001,4.180000000000001
1860,Raul,92496,Bragantino,MEI,3.108333333333334,3.3923076923076922,Botafogo,visitante,4.9375,4.164903846153846
1861,Zé Rafael,82455,Palmeiras,MEI,5.18125,4.9,Athletico-PR,visitante,3.35625,4.128125000000001
1862,Boschilia,86841,Coritiba,MEI,1.7833333333333334,2.725,Fortaleza,visitante,5.513333333333334,4.119166666666667
1863,Aderlan,88423,Bragantino,LAT,3.361538461538461,3.2916666666666665,Botafogo,visitante,4.9375,4.114583333333333
1864,Lucas Zanella,120895,Juventude,TEC,3.46,4.68,Atlético-MG,visitante,3.5266666666666664,4.1033333333333335
1865,Guto Ferreira,37245,Coritiba,TEC,5.534,2.6919999999999997,Fortaleza,visitante,5.513333333333334,4.102666666666667
1866,Ytalo,53148,Bragantino,ATA,3.3666666666666667,3.2249999999999996,Botafogo,visitante,4.9375,4.08125
1867,Bissoli,100762,Avaí,ATA,6.300000000000001,3.9500000000000006,Cuiabá,visitante,4.180000000000001,4.065
1868,Clayton,106931,Coritiba,ATA,0.96,2.575,Fortaleza,visitante,5.513333333333334,4.044166666666667
1869,Matheus Alexandre,103347,Coritiba,LAT,3.854545454545455,2.5749999999999997,Fortaleza,visitante,5.513333333333334,4.0441666666666665
1870,Lisca,72588,Avaí,TEC,4.03,3.8600000000000003,Cuiabá,visitante,4.180000000000001,4.0200000000000005
1871,João Ricardo,81881,Ceará,GOL,1.8076923076923077,5.213333333333334,Internacional,visitante,2.8,4.006666666666667
1872,Egídio,42145,Coritiba,LAT,5.887499999999999,2.488888888888889,Fortaleza,visitante,5.513333333333334,4.001111111111111
1873,Willian Farias,63058,Coritiba,MEI,2.7999999999999994,2.4250000000000003,Fortaleza,visitante,5.513333333333334,3.969166666666667
1874,Lucas Evangelista,84674,Bragantino,MEI,3.0,2.9857142857142853,Botafogo,visitante,4.9375,3.961607142857143
1875,Piquerez,102130,Palmeiras,LAT,6.976923076923077,4.540000000000001,Athletico-PR,visitante,3.35625,3.9481250000000006
1876,Miguel,105612,Bragantino,MEI,2.5875,2.9500000000000006,Botafogo,visitante,4.9375,3.9437500000000005
1877,Marcos Leonardo,109497,Santos,ATA,5.906666666666666,4.425,Flamengo,visitante,3.433333333333333,3.9291666666666663
1878,Léo Ortiz,97867,Bragantino,ZAG,3.6999999999999997,2.911111111111111,Botafogo,visitante,4.9375,3.9243055555555557
1879,Cleiton,93882,Bragantino,GOL,2.7,2.857142857142857,Botafogo,visitante,4.9375,3.897321428571429
1880,Natanael,86264,Avaí,LAT,4.7,3.6,Cuiabá,visitante,4.180000000000001,3.8900000000000006
1881,Trindade,105433,Coritiba,MEI,2.4,2.2600000000000002,Fortaleza,visitante,5.513333333333334,3.8866666666666667
1882,Alex Muralha,79066,Coritiba,GOL,4.411111111111111,2.25,Fortaleza,visitante,5.513333333333334,3.881666666666667
1883,Hyoran,85931,Bragantino,MEI,4.288888888888889,2.790909090909091,Botafogo,visitante,4.9375,3.8642045454545455
1884,Léo Gamalho,53865,Coritiba,ATA,5.623076923076923,2.2000000000000006,Fortaleza,visitante,5.513333333333334,3.8566666666666674
1885,Biel,111491,Coritiba,MEI,-0.3,2.1999999999999997,Fortaleza,visitante,5.513333333333334,3.8566666666666665
1886,Nathan,107676,Santos,LAT,-1.4802973661668753e-16,4.266666666666667,Flamengo,visitante,3.433333333333333,3.8499999999999996
1887,Weverton,71631,Palmeiras,GOL,4.5,4.323076923076924,Athletico-PR,visitante,3.35625,3.839663461538462
1888,Rafael Santos,97907,Coritiba,LAT,5.0200000000000005,2.15,Fortaleza,visitante,5.513333333333334,3.831666666666667
1889,Val,98306,Coritiba,MEI,2.6199999999999997,2.1142857142857143,Fortaleza,visitante,5.513333333333334,3.8138095238095238
1890,Dudu,68920,Palmeiras,ATA,5.382352941176471,4.173333333333334,Athletico-PR,visitante,3.35625,3.764791666666667
1891,Luiz Henrique,109282,Fluminense,ATA,7.3428571428571425,5.3999999999999995,Corinthians,visitante,2.125,3.7624999999999997
1892,Neilton,83772,Coritiba,ATA,0.06666666666666672,2.0,Fortaleza,visitante,5.513333333333334,3.756666666666667
1893,Emmanuel Martínez,103388,América-MG,MEI,3.25,5.4,Goiás,visitante,2.066666666666667,3.7333333333333334
1894,Sorriso,111333,Bragantino,ATA,1.9909090909090907,2.4428571428571426,Botafogo,visitante,4.9375,3.6901785714285715
1895,Orlando Ribeiro,120612,Santos,TEC,3.75,3.9233333333333333,Flamengo,visitante,3.433333333333333,3.6783333333333332
1896,Natan,107110,Bragantino,ZAG,4.576923076923077,2.4,Botafogo,visitante,4.9375,3.66875
1897,Arthur Chaves,111412,Avaí,ZAG,1.8888888888888888,3.15,Cuiabá,visitante,4.180000000000001,3.665
1898,Natanael,107554,Coritiba,LAT,4.959999999999999,1.7999999999999998,Fortaleza,visitante,5.513333333333334,3.6566666666666667
1899,Chancellor,93166,Coritiba,ZAG,1.9000000000000004,1.7750000000000001,Fortaleza,visitante,5.513333333333334,3.644166666666667
1900,Kelvin,98251,Atlético-GO,ATA,1.1666666666666665,3.7,São Paulo,visitante,3.5714285714285716,3.635714285714286
1901,Galarza,108528,Coritiba,MEI,2.4749999999999996,1.7333333333333334,Fortaleza,visitante,5.513333333333334,3.6233333333333335
1902,Hernán Pérez,73738,Coritiba,ATA,0.2,1.7,Fortaleza,visitante,5.513333333333334,3.606666666666667
1903,Marcio Silva,111204,Coritiba,ZAG,5.8,1.7,Fortaleza,visitante,5.513333333333334,3.606666666666667
1904,Ronaldo,91101,Atlético-GO,GOL,1.9444444444444444,3.6333333333333337,São Paulo,visitante,3.5714285714285716,3.602380952380953
1905,Gabriel Veron,103764,Palmeiras,ATA,4.6000000000000005,3.8,Athletico-PR,visitante,3.35625,3.578125
1906,Renan,60795,Atlético-GO,GOL,4.428571428571429,3.5833333333333335,São Paulo,visitante,3.5714285714285716,3.5773809523809526
1907,Camutanga,96793,Atlético-GO,ZAG,2.4,0.0,São Paulo,visitante,3.5714285714285716,3.5714285714285716
1908,Leandro Barcia,91242,Atlético-GO,ATA,0.3,0.0,São Paulo,visitante,3.5714285714285716,3.5714285714285716
1909,Ricardinho,111813,Atlético-GO,ATA,0.4333333333333334,0.0,São Paulo,visitante,3.5714285714285716,3.5714285714285716
1910,Gabriel Noga,107107,Atlético-GO,ZAG,-0.2,0.0,São Paulo,visitante,3.5714285714285716,3.5714285714285716
1911,Eduardo Barroca,77774,Avaí,TEC,3.6775,2.938333333333333,Cuiabá,visitante,4.180000000000001,3.559166666666667
1912,Guilherme Biro,107555,Coritiba,LAT,1.0625,1.56,Fortaleza,visitante,5.513333333333334,3.536666666666667
1913,Luan,80692,Palmeiras,ZAG,5.7,3.7125,Athletico-PR,visitante,3.35625,3.534375
1914,Weliton,118433,Juventude,ATA,0.8,0.0,Atlético-MG,visitante,3.5266666666666664,3.5266666666666664
1915,Fabián Bustos,107645,Santos,TEC,4.8412500000000005,3.6119999999999997,Flamengo,visitante,3.433333333333333,3.5226666666666664
1916,Abel Braga,40006,Fluminense,TEC,4.135,4.9,Corinthians,visitante,2.125,3.5125
1917,Cristiano,89668,Fluminense,LAT,11.1,4.9,Corinthians,visitante,2.125,3.5125
1918,João Paulo,85425,Santos,GOL,5.0125,3.5714285714285716,Flamengo,visitante,3.433333333333333,3.5023809523809524
1919,Lucas Barbosa,112886,Santos,MEI,2.1272727272727274,3.5700000000000003,Flamengo,visitante,3.433333333333333,3.501666666666667
1920,Madson,78077,Santos,LAT,5.1923076923076925,3.5416666666666665,Flamengo,visitante,3.433333333333333,3.4875
1921,Jorginho,70323,Atlético-GO,TEC,3.835555555555556,3.37,São Paulo,visitante,3.5714285714285716,3.470714285714286
1922,Eduardo Bauermann,86970,Santos,ZAG,4.485714285714286,3.483333333333333,Flamengo,visitante,3.433333333333333,3.458333333333333
1923,Derick,109830,Santos,ZAG,0.0,0.0,Flamengo,visitante,3.433333333333333,3.433333333333333
1924,Kaiky,111637,Santos,ZAG,1.0,0.0,Flamengo,visitante,3.433333333333333,3.433333333333333
1925,Weslley Patati,118676,Santos,ATA,1.4,0.0,Flamengo,visitante,3.433333333333333,3.433333333333333
1926,Miguelito,115025,Santos,MEI,0.55,0.0,Flamengo,visitante,3.433333333333333,3.433333333333333
1927,José López,113103,Palmeiras,ATA,1.175,3.4799999999999995,Athletico-PR,visitante,3.35625,3.418125
1928,Kevin,91888,Avaí,LAT,3.09375,2.6166666666666667,Cuiabá,visitante,4.180000000000001,3.3983333333333334
1929,Mayke,81150,Palmeiras,LAT,5.735714285714286,3.44,Athletico-PR,visitante,3.35625,3.3981250000000003
1930,Luciano Castán,68942,Coritiba,ZAG,3.55625,1.2769230769230768,Fortaleza,visitante,5.513333333333334,3.3951282051282052
1931,Jan Hurtado,105301,Bragantino,ATA,0.45,1.8428571428571427,Botafogo,visitante,4.9375,3.3901785714285713
1932,Ramon,101597,Bragantino,LAT,-0.2,1.8428571428571427,Botafogo,visitante,4.9375,3.3901785714285713
1933,Warley,104646,Coritiba,LAT,2.5666666666666664,1.2333333333333334,Fortaleza,visitante,5.513333333333334,3.3733333333333335
1934,Baralhas,99440,Atlético-GO,MEI,4.766666666666667,3.142857142857143,São Paulo,visitante,3.5714285714285716,3.357142857142857
1935,Andrés Hurtado,110715,Bragantino,LAT,1.75,1.7750000000000001,Botafogo,visitante,4.9375,3.35625
1936,Giovani,111759,Palmeiras,ATA,0.2,0.0,Athletico-PR,visitante,3.35625,3.35625
1937,Endrick,115959,Palmeiras,ATA,3.266666666666667,0.0,Athletico-PR,visitante,3.35625,3.35625
1938,Pedro Bicalho,103777,Palmeiras,MEI,1.2,0.0,Athletico-PR,visitante,3.35625,3.35625
1939,Lucas Braga,99119,Santos,ATA,3.86,3.276923076923077,Flamengo,visitante,3.433333333333333,3.3551282051282048
1940,Raniele,95556,Avaí,MEI,3.9250000000000003,2.5285714285714285,Cuiabá,visitante,4.180000000000001,3.3542857142857145
1941,Moraes,95058,Juventude,LAT,7.128571428571428,3.177777777777778,Atlético-MG,visitante,3.5266666666666664,3.352222222222222
1942,Bernardo,112368,Coritiba,MEI,1.8,1.1875,Fortaleza,visitante,5.513333333333334,3.350416666666667
1943,Ricardo Bueno,69141,Juventude,ATA,0.9,3.1428571428571432,Atlético-MG,visitante,3.5266666666666664,3.334761904761905
1944,Chico,82407,Juventude,MEI,2.576923076923077,3.1214285714285714,Atlético-MG,visitante,3.5266666666666664,3.3240476190476187
1945,Vladimir,69040,Avaí,GOL,1.8,2.466666666666667,Cuiabá,visitante,4.180000000000001,3.3233333333333337
1946,Helinho,102598,Bragantino,ATA,3.5166666666666675,1.7000000000000002,Botafogo,visitante,4.9375,3.31875
1947,Marquinhos Santos,81031,Ceará,TEC,3.3979999999999997,3.8100000000000005,Internacional,visitante,2.8,3.305
1948,Pegorari,82540,Juventude,GOL,1.4166666666666667,3.0833333333333335,Atlético-MG,visitante,3.5266666666666664,3.3049999999999997
1949,Rafael Vaz,73421,Avaí,ZAG,1.02,2.4250000000000003,Cuiabá,visitante,4.180000000000001,3.3025
1950,Carlos Eduardo,90917,Bragantino,ATA,1.7428571428571427,1.6545454545454545,Botafogo,visitante,4.9375,3.296022727272727
1951,Eric Ramires,103295,Bragantino,MEI,1.6181818181818182,1.6454545454545453,Botafogo,visitante,4.9375,3.2914772727272728
1952,Jhojan Julio,100074,Santos,ATA,1.842857142857143,3.125,Flamengo,visitante,3.433333333333333,3.279166666666667
1953,Bruno Pacheco,90061,Ceará,LAT,3.5545454545454547,3.758333333333333,Internacional,visitante,2.8,3.2791666666666663
1954,Morato,86227,Avaí,ATA,3.7875,2.3666666666666667,Cuiabá,visitante,4.180000000000001,3.2733333333333334
1955,Bressan,72491,Avaí,ZAG,1.2923076923076924,2.3166666666666664,Cuiabá,visitante,4.180000000000001,3.2483333333333335
1956,Praxedes,107744,Bragantino,MEI,4.312499999999999,1.542857142857143,Botafogo,visitante,4.9375,3.2401785714285714
1957,Rômulo,105911,Juventude,MEI,-0.4,2.9333333333333336,Atlético-MG,visitante,3.5266666666666664,3.23
1958,Nogueira,91815,Juventude,ZAG,4.8,2.9,Atlético-MG,visitante,3.5266666666666664,3.213333333333333
1959,Raúl Cáceres,71680,América-MG,LAT,3.692857142857143,4.328571428571428,Goiás,visitante,2.066666666666667,3.197619047619048
1960,Churín,98289,Atlético-GO,ATA,3.723529411764706,2.792857142857143,São Paulo,visitante,3.5714285714285716,3.1821428571428574
1961,Eduardo Baptista,87211,Juventude,TEC,3.0875,2.837142857142857,Atlético-MG,visitante,3.5266666666666664,3.181904761904762
1962,Jorginho,77544,Atlético-GO,MEI,2.0083333333333337,2.790909090909091,São Paulo,visitante,3.5714285714285716,3.181168831168831
1963,Juca Antonello,113350,Ceará,TEC,5.48,3.54,Internacional,visitante,2.8,3.17
1964,Camacho,68770,Santos,MEI,1.52,2.890909090909091,Flamengo,visitante,3.433333333333333,3.162121212121212
1965,Luiz Otávio,72359,Ceará,ZAG,2.642857142857143,3.5200000000000005,Internacional,visitante,2.8,3.16
1966,Eduardo Souza,88406,Atlético-GO,TEC,4.093333333333334,2.74,São Paulo,visitante,3.5714285714285716,3.1557142857142857
1967,Michel,80664,Ceará,LAT,1.0,3.5100000000000002,Internacional,visitante,2.8,3.1550000000000002
1968,Bruno Tubarão,93637,Bragantino,ATA,2.0,1.3666666666666665,Botafogo,visitante,4.9375,3.152083333333333
1969,Renato,39572,Avaí,MEI,2.583333333333333,2.1142857142857143,Cuiabá,visitante,4.180000000000001,3.1471428571428577
1970,Rwan,115404,Santos,ATA,2.8333333333333335,2.86,Flamengo,visitante,3.433333333333333,3.1466666666666665
1971,Rafael Forster,82764,Juventude,ZAG,2.5888888888888886,2.7222222222222223,Atlético-MG,visitante,3.5266666666666664,3.1244444444444444
1972,Nathan,113157,Coritiba,LAT,1.1199999999999999,0.7333333333333334,Fortaleza,visitante,5.513333333333334,3.1233333333333335
1973,Calegari,104276,Fluminense,LAT,2.8333333333333335,4.08,Corinthians,visitante,2.125,3.1025
