,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,35.287127223334544,18.684101191334307,16.603026032000237
1,Flamengo,31.297684700461193,17.574650862415094,13.7230338380461
2,Atlético-MG,30.00388595651744,17.00933003425235,12.99455592226509
3,Fluminense,27.97020215752671,22.93342947941094,5.036772678115771
4,Fortaleza,25.129923221106125,20.935658111876258,4.1942651092298675
5,Internacional,26.897412463999963,24.06693971827017,2.830472745729793
6,Bragantino,27.738400912309878,25.311703300040357,2.426697612269521
7,São Paulo,25.505302739942568,23.852345957915702,1.652956782026866
8,Atlético-GO,27.4557431334762,25.92425197762573,1.5314911558504711
9,Coritiba,25.824371222407926,26.381480306396213,-0.5571090839882871
10,Santos,26.063745273889744,28.289832333025206,-2.2260870591354625
11,América-MG,24.341872905375098,27.078230826436744,-2.7363579210616464
12,Corinthians,19.109275686276302,22.305702001225594,-3.196426314949292
13,Ceará,22.66252091642658,26.045290417341885,-3.3827695009153054
14,Cuiabá,20.02012674561545,24.349745962740137,-4.329619217124687
15,Botafogo,22.336447141258382,27.747296528301924,-5.410849387043541
16,Athletico-PR,22.542287132133286,28.122200138395414,-5.579913006262128
17,Avaí,20.97608292396882,31.083490544352067,-10.107407620383245
18,Juventude,20.0084431305514,30.167668403292424,-10.159225272741025
19,Goiás,21.062505167564744,34.370012659493824,-13.30750749192908
