,clube,ranking_clube,fase
0,Palmeiras,2,73.33
1,Botafogo,5,60.0
2,Athletico-PR,12,60.0
3,São Paulo,3,60.0
4,Corinthians,1,53.33
5,Goiás,15,46.67
6,Avaí,10,46.67
7,Santos,6,46.67
8,Coritiba,8,46.67
9,Fluminense,7,46.67
10,Internacional,11,46.67
11,América-MG,9,46.67
12,Atlético-MG,4,40.0
13,Flamengo,14,33.33
14,Bragantino,13,33.33
15,Juventude,18,33.33
16,Cuiabá,16,33.33
17,Atlético-GO,17,33.33
18,Ceará,19,13.33
19,Fortaleza,20,6.67
