,clube,Goal_diff_geral,xG_diff_geral
3,Fortaleza,-0.4821428571428571,0.3277271007922995
6,Atlético-GO,-0.2410714285714286,0.1093318420022058
8,Bragantino,-0.02678571428571419,0.01119139077758513
9,Coritiba,-0.3214285714285714,0.0015972913214143958
