,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Cuiabá,Corinthians,19.222867869723164,27.680023770515284,53.09708224483764,24.94760317575329,48.983055725092356
1,América-MG,Ceará,54.696336052932935,25.890895835713234,19.412703786681973,45.37974045384958,21.786747117916676
2,Juventude,Athletico-PR,37.707661723727895,30.535619813062347,31.756715830827563,38.43563758538973,34.28386203772314
3,Bragantino,Flamengo,42.53842335935991,33.06525228943592,24.39632301217685,49.72461571739657,35.81019428638333
4,Atlético-GO,Avaí,35.801585757228395,32.98412113358006,31.21429239959841,42.66064254367555,39.234410811760426
5,Fluminense,Atlético-MG,25.881621300797075,35.8907417372481,38.22763668921035,41.70009411822556,51.59634378130155
6,Santos,Internacional,53.27854374865581,28.576412551185935,18.14502645577163,52.33928339779127,26.429214779116162
7,Palmeiras,Botafogo,75.45029083956206,18.010392258259817,6.5384892710131055,66.37373017005801,13.544861417478337
8,Fortaleza,Goiás,25.31450861008619,30.629017430096646,44.05646966908969,31.56358207106554,45.07708096389153
9,Coritiba,São Paulo,52.38734477838628,20.81929951339295,26.79180776980401,22.536215945018633,11.84772385753137
