,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,47.908623692046945,28.099865015200976,19.80875867684597
1,Flamengo,46.1915534298564,27.782775695977826,18.408777733878573
2,Atlético-MG,44.129579558036625,26.435490489139845,17.69408906889678
3,Internacional,41.10179471179951,32.09359514808325,9.00819956371626
4,Fluminense,39.18664072996734,30.379310464746432,8.807330265220905
5,São Paulo,40.41466002663685,32.827694663483825,7.586965363153027
6,Fortaleza,37.18699590315871,34.26109465168943,2.925901251469277
7,Bragantino,39.19157590616588,36.93082081271494,2.260755093450939
8,Corinthians,34.92851331939224,33.84290262168423,1.085610697708006
9,América-MG,41.19186580925125,40.254208802024586,0.9376570072266617
10,Atlético-GO,39.71604687293859,41.380030235449794,-1.6639833625112033
11,Coritiba,35.91522978303778,39.61677753104732,-3.7015477480095385
12,Ceará,34.516275559503136,38.903073109264525,-4.38679754976139
13,Santos,36.35531207141695,41.70815253389348,-5.352840462476536
14,Cuiabá,30.433488075355527,36.57356184016461,-6.140073764809081
15,Botafogo,33.705905822187056,41.031176007658715,-7.325270185471659
16,Athletico-PR,32.74027101574184,43.67191126625703,-10.931640250515187
17,Avaí,31.18620584370787,44.32012507242473,-13.13391922871686
18,Juventude,31.06420377723705,44.57428309373898,-13.510079316501926
19,Goiás,29.3938902036327,51.77178305642572,-22.377892852793018
