,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube
0,83257,Gabriel,262,8.531749770555152,63,21,11,0.4062737985978644,0.5238095238095238,0.13542459953262145,5.7272727272727275,Flamengo
1,89840,Calleri,276,9.218185909769355,66,24,12,0.3840910795737231,0.5,0.13966948348135386,5.5,São Paulo
2,79631,Cano,266,9.48747062516173,78,25,16,0.3794988250064692,0.64,0.12163423878412474,4.875,Fluminense
3,101715,Alerrandro,280,5.129141317685259,40,14,6,0.3663672369775185,0.42857142857142855,0.1282285329421315,6.666666666666667,Bragantino
4,98225,Pedro Raul,290,8.029512548956774,63,22,15,0.3649778431343988,0.6818181818181818,0.127452580142171,4.2,Goiás
5,109497,Marcos Leonardo,277,8.309077371258194,65,24,9,0.3462115571357581,0.375,0.12783195955781837,7.222222222222222,Santos
6,94583,Pedro,262,5.4455302880689995,40,16,10,0.34034564300431247,0.625,0.13613825720172498,4.0,Flamengo
7,91607,Rony,275,6.971021683910726,52,21,9,0.33195341351955837,0.42857142857142855,0.1340581093059755,5.777777777777778,Palmeiras
8,90031,Mendoza,354,7.54407930198456,67,24,9,0.31433663758269,0.375,0.11259819853708299,7.444444444444445,Ceará
9,94509,Raphael Veiga,275,4.01652904339845,39,13,3,0.30896377256911156,0.23076923076923078,0.10298792418970386,13.0,Palmeiras
10,108422,Erison,263,5.723501508294116,47,19,7,0.301236921489164,0.3684210526315789,0.12177662783604502,6.714285714285714,Botafogo
11,39148,Hulk,282,6.9061473127877315,90,23,11,0.3002672744690318,0.4782608695652174,0.07673497014208591,8.181818181818182,Atlético-MG
12,53865,Léo Gamalho,294,3.5934660612953198,27,12,7,0.29945550510794333,0.5833333333333334,0.13309133560353037,3.857142857142857,Coritiba
13,87863,Arrascaeta,262,4.723821261041016,47,16,2,0.2952388288150635,0.125,0.10050683534129821,23.5,Flamengo
14,89898,Róger Guedes,264,6.747612516739068,64,23,8,0.29337445724952466,0.34782608695652173,0.10543144557404793,8.0,Corinthians
15,100762,Bissoli,314,6.97041914888783,51,24,13,0.2904341312036596,0.5416666666666666,0.1366748852723104,3.923076923076923,Avaí
16,87242,Carlos de Pena,285,6.322421535614681,88,22,6,0.2873827970733946,0.2727272727272727,0.07184569926834865,14.666666666666666,Internacional
17,68773,Henrique Almeida,327,4.592171432360868,40,16,4,0.2870107145225543,0.25,0.11480428580902172,10.0,América-MG
18,72583,Pedro Henrique,285,5.164393941874969,41,18,6,0.28691077454860936,0.3333333333333333,0.125960827850609,6.833333333333333,Internacional
19,77544,Jorginho,373,3.984390076780221,31,14,3,0.28459929119858723,0.21428571428571427,0.12852871215420067,10.333333333333334,Atlético-GO
20,101254,Alef Manga,294,6.237081649005007,60,22,5,0.2835037113184094,0.22727272727272727,0.10395136081675012,12.0,Coritiba
21,98219,Alemão,285,4.507884664360498,31,16,7,0.2817427915225311,0.4375,0.14541563433420962,4.428571428571429,Internacional
22,108133,Pitta,286,5.483254376892049,50,20,4,0.2741627188446024,0.2,0.10966508753784097,12.5,Juventude
23,81161,Léo Baptistão ,277,3.8309113871549245,34,14,5,0.27363652765392316,0.35714285714285715,0.11267386432808602,6.8,Santos
24,80287,Luciano,276,5.72223413574272,53,21,8,0.2724873397972724,0.38095238095238093,0.10796668180646643,6.625,São Paulo
25,85931,Hyoran,280,3.804993024398158,38,14,3,0.27178521602843986,0.21428571428571427,0.10013139537889888,12.666666666666666,Bragantino
26,82766,Wellington Rato,373,6.481166567658504,73,24,7,0.270048606985771,0.2916666666666667,0.08878310366655486,10.428571428571429,Atlético-GO
27,63289,Edenílson,285,3.509296754307414,29,13,5,0.26994590417749337,0.38461538461538464,0.1210102329071522,5.8,Internacional
28,95799,Artur,280,5.662899368798954,60,21,4,0.2696618747047121,0.19047619047619047,0.09438165614664924,15.0,Bragantino
29,104530,Igor Paixão,294,4.028914934161024,46,15,4,0.2685943289440683,0.26666666666666666,0.08758510726437009,11.5,Coritiba
