,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Fortaleza,72.70833333333333,1,67.45500000000001,4,64.52499999999999,2
1,Flamengo,68.03666666666668,2,96.78333333333332,1,51.671666666666674,6
2,Internacional,67.74666666666667,3,85.855,2,48.4,8
3,Atlético-MG,62.51000000000001,4,58.654999999999994,10,66.89166666666667,1
4,América-MG,59.81666666666666,5,51.87166666666667,14,50.61833333333333,7
5,Palmeiras,58.836666666666666,6,68.68999999999998,3,56.58166666666667,3
6,Botafogo,53.23500000000001,7,45.27,17,52.72833333333333,5
7,Coritiba,52.04333333333333,8,59.806666666666665,9,38.943333333333335,14
8,Santos,50.61666666666667,9,65.93666666666667,5,39.72666666666667,13
9,Fluminense,49.81666666666667,10,64.01666666666667,6,41.6,12
10,Athletico-PR,49.18333333333334,11,64.0,7,38.69166666666666,15
11,Goiás,46.836666666666666,12,52.61833333333334,13,53.49166666666667,4
12,Ceará,45.395,13,45.21333333333333,18,43.20166666666666,10
13,São Paulo,45.324999999999996,14,50.943333333333335,15,41.85333333333333,11
14,Corinthians,43.745000000000005,15,62.12666666666667,8,34.67333333333333,16
15,Cuiabá,41.925,16,56.81666666666666,12,28.361666666666665,19
16,Bragantino,39.671666666666674,17,58.41833333333333,11,46.324999999999996,9
17,Atlético-GO,37.108333333333334,18,36.21666666666666,20,32.01833333333333,17
18,Juventude,32.01833333333333,19,46.945,16,25.761666666666667,20
19,Avaí,30.200000000000003,20,38.181666666666665,19,31.22,18
