,clube,P,GP,GC,SG,Fase,ranking
0,Santos,6,5,1,4,6,1
1,Internacional,6,3,1,2,6,2
2,Bragantino,4,5,1,4,4,3
3,Palmeiras,4,4,1,3,4,4
4,Atlético-MG,4,3,2,1,4,5
5,Flamengo,3,3,2,1,3,6
6,Fluminense,3,1,1,0,3,7
7,Cuiabá,3,1,1,0,3,8
8,Corinthians,3,3,3,0,3,9
9,América-MG,3,4,4,0,3,10
10,São Paulo,1,2,4,-2,1,11
11,Atlético-GO,1,1,5,-4,1,12
12,Fortaleza,0,1,2,-1,0,13
13,Ceará,0,1,3,-2,0,14
14,Juventude,0,1,5,-4,0,15
