,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,80.25333333333333,1,79.49166666666667,1,53.598333333333336,5
1,Internacional,66.23666666666666,2,74.03666666666668,3,59.09166666666667,2
2,Fortaleza,62.16333333333333,3,61.87333333333333,4,55.379999999999995,4
3,Flamengo,58.18333333333333,4,74.33,2,44.981666666666655,10
4,Atlético-MG,58.089999999999996,5,55.09166666666666,9,52.59833333333333,7
5,Corinthians,55.875,6,61.656666666666666,5,41.81833333333333,12
6,Fluminense,54.99999999999999,7,59.76166666666666,7,53.43666666666667,6
7,São Paulo,54.25333333333334,8,43.94333333333333,14,55.635,3
8,América-MG,50.54666666666666,9,52.72666666666667,10,49.526666666666664,8
9,Santos,49.10833333333333,10,51.725,11,42.72166666666667,11
10,Botafogo,46.14666666666667,11,46.910000000000004,13,63.81833333333333,1
11,Athletico-PR,44.76333333333333,12,55.346666666666664,8,33.98166666666666,14
12,Coritiba,44.49,13,60.26166666666668,6,33.79833333333333,15
13,Goiás,41.145,14,40.01833333333334,16,47.4,9
14,Atlético-GO,40.25333333333334,15,39.27166666666667,18,30.816666666666666,18
15,Cuiabá,36.89,16,48.87166666666667,12,30.924999999999994,16
16,Ceará,34.72833333333333,17,37.4,19,35.438333333333325,13
17,Bragantino,33.711666666666666,18,40.89333333333334,15,30.81833333333333,17
18,Juventude,31.525000000000006,19,39.473333333333336,17,28.37833333333334,20
19,Avaí,26.210000000000008,20,31.459999999999997,20,29.44666666666667,19
