,rodada_id,mandante,visitante,prob_mandante_media,prob_empate_media,prob_visitante_media,prob_sg_mandante_media,prob_sg_visitante_media
0,22.0,Goiás,Avaí,51.82677261071109,26.60833188382354,23.495744113567657,32.862771138635644,14.789438066628223
1,22.0,Corinthians,Palmeiras,28.156926829305608,30.35431062645306,43.14921676423626,25.262958699417247,37.23319794332194
2,22.0,Cuiabá,Juventude,47.74309888716372,31.609009112093975,22.48895685405202,46.877433528281436,25.73509311548421
3,22.0,Botafogo,Atlético-GO,46.440640055396386,28.598333626472083,26.934122577979394,33.81927574943272,20.91473737897271
4,22.0,Coritiba,Atlético-MG,32.6323384744835,27.5377471581796,41.77462056386716,23.137237263397225,23.537199687128727
5,22.0,Flamengo,Athletico-PR,57.501426363201794,22.98090973712546,21.598538198626112,31.4566452606785,15.897686278308674
6,22.0,São Paulo,Bragantino,45.313698688709756,26.5463938223578,30.092951214402103,24.07409820024361,17.63767008989401
7,22.0,Ceará,Fortaleza,39.99696913552302,32.124447642671164,29.74951875877272,37.51662859491169,29.686760945890548
8,22.0,América-MG,Santos,36.41191820366462,31.781838735111034,33.76317457891515,31.732955225988135,34.69683490533916
9,22.0,Internacional,Fluminense,40.9120548190773,27.737655636606622,33.117259900581715,25.613930368000716,20.50938692019044
