,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,75.37715277777778,1,76.09555555555556,2,74.65875,1
1,Atlético-MG,64.49999999999999,2,69.36999999999999,4,59.62999999999999,2
2,Corinthians,60.93319444444445,3,69.70888888888891,3,52.1575,5
3,Flamengo,59.569861111111116,4,82.8275,1,36.31222222222223,17
4,Bragantino,58.506249999999994,5,63.71,7,53.302499999999995,3
5,Fluminense,57.09055555555555,6,65.19999999999999,6,48.981111111111105,8
6,Athletico-PR,55.54944444444444,7,58.93555555555555,11,52.16333333333333,4
7,Internacional,54.95152777777778,8,59.0175,10,50.885555555555555,7
8,Coritiba,53.2826388888889,9,65.24777777777778,5,41.3175,11
9,Santos,51.65007142857143,10,62.592999999999996,8,40.70714285714286,12
10,São Paulo,51.46,11,60.449999999999996,9,42.470000000000006,10
11,Ceará,45.602500000000006,12,39.6225,20,51.5825,6
12,Botafogo,45.153125,13,44.181250000000006,18,46.12500000000001,9
13,Fortaleza,42.60291666666667,14,46.3225,15,38.88333333333334,14
14,Cuiabá,42.321250000000006,15,46.8125,14,37.830000000000005,16
15,Goiás,42.306666666666665,16,45.97555555555556,16,38.63777777777777,15
16,Atlético-GO,41.93555555555555,17,44.95777777777778,17,38.91333333333333,13
17,Avaí,41.44534722222222,18,47.50444444444444,13,35.38625,19
18,América-MG,38.83833333333334,19,50.13444444444445,12,27.54222222222222,20
19,Juventude,38.28930555555556,20,40.86749999999999,19,35.711111111111116,18
