,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Braga,40006,Fluminense,TEC,4.135,4.9
1,Abel Ferreira,110506,Palmeiras,TEC,6.266428571428571,5.649285714285715
2,Abner Vinícius,104513,Athletico-PR,LAT,4.490909090909091,2.3899999999999997
3,Ademir,101314,Atlético-MG,ATA,3.266666666666666,2.4000000000000004
4,Aderlan,88423,Bragantino,LAT,4.118181818181818,3.2916666666666665
5,Adrián Martínez,104778,Coritiba,ATA,1.67,3.2699999999999996
6,Adryelson,91664,Botafogo,ZAG,4.46,3.5333333333333337
7,Adson,111682,Corinthians,MEI,4.883333333333334,1.9600000000000002
8,Airton,106107,Atlético-GO,ATA,3.9153846153846157,2.283333333333333
9,Alan Empereur,88033,Cuiabá,ZAG,1.0555555555555556,1.6800000000000002
10,Alan Kardec,50347,Atlético-MG,ATA,0.9,7.033333333333334
11,Alan Patrick,68685,Internacional,MEI,3.966666666666667,3.5999999999999996
12,Alef Manga,101254,Coritiba,ATA,5.56923076923077,3.7833333333333337
13,Alemão,98219,Internacional,ATA,4.241666666666666,4.115384615384615
14,Alerrandro,101715,Bragantino,ATA,5.122222222222222,5.314285714285715
15,Alesson,97321,Cuiabá,ATA,2.7125,2.3545454545454545
16,Alex Muralha,79066,Coritiba,GOL,4.411111111111111,2.25
17,Alex Santana,85465,Athletico-PR,MEI,2.65,2.9499999999999997
18,Alexandre Jesus,107044,Fluminense,ATA,1.75,-0.25
19,Alisson,81845,São Paulo,MEI,2.38,2.871428571428571
20,Allan,96652,Atlético-MG,MEI,1.869230769230769,1.64
21,Aloísio,73850,América-MG,ATA,3.0333333333333337,3.04
22,Alê,86388,América-MG,MEI,2.3111111111111113,3.53
23,Anderson,102906,Athletico-PR,GOL,4.25,6.5
24,Anderson Leite,87691,Juventude,MEI,1.5,2.4
25,Andreas Pereira,89274,Flamengo,MEI,1.15,4.442857142857143
26,Andrey,93787,Coritiba,MEI,14.533333333333333,5.0
27,André,68690,Cuiabá,ATA,2.5999999999999996,1.7714285714285716
28,André,107498,Fluminense,MEI,4.514285714285714,2.209090909090909
29,André Anderson,106803,São Paulo,MEI,0.6333333333333333,1.5
30,André Luís,92146,Cuiabá,ATA,3.516666666666666,1.4272727272727275
31,Andrés,110517,São Paulo,MEI,0.74,3.6
32,Andrés Hurtado,110715,Bragantino,LAT,1.75,1.7750000000000001
33,Antonio Mohamed,71071,Atlético-MG,TEC,5.7811111111111115,4.9675
34,António Oliveira,111578,Cuiabá,TEC,4.652222222222221,2.3899999999999997
35,Apodi,51042,Goiás,MEI,3.685714285714286,1.0142857142857145
36,Arboleda,91573,São Paulo,ZAG,3.55,1.875
37,Arias,99815,Fluminense,MEI,5.66,2.6
38,Arrascaeta,87863,Flamengo,MEI,8.469999999999999,4.536363636363637
39,Arthur Chaves,111412,Avaí,ZAG,1.8888888888888888,3.15
40,Arthur Henrique,86629,Atlético-GO,LAT,1.3599999999999999,1.825
41,Arthur Sousa,120856,Corinthians,ATA,1.2,0.0
42,Artur,95799,Bragantino,ATA,5.827272727272728,3.866666666666667
43,Atuesta ,96754,Palmeiras,MEI,1.6400000000000001,0.1
44,Auremir,77570,Goiás,MEI,1.322222222222222,0.19999999999999998
45,Auro,88540,Santos,LAT,1.0,-0.26666666666666666
46,Ayrton Lucas,88393,Flamengo,LAT,8.15,2.976923076923077
47,Balbuena,87887,Corinthians,ZAG,5.92,4.333333333333333
48,Baralhas,99440,Atlético-GO,MEI,4.029999999999999,3.1923076923076925
49,Barreto,89224,Botafogo,MEI,3.9,0.9
50,Bento,105208,Athletico-PR,GOL,4.958333333333333,4.1000000000000005
51,Benítez,93550,América-MG,MEI,1.9999999999999998,0.6333333333333332
52,Bernardo,112368,Coritiba,MEI,1.7,0.8142857142857143
53,Bissoli,100762,Avaí,ATA,6.485714285714287,4.390000000000001
54,Boschilia,86841,Coritiba,MEI,1.875,1.55
55,Braian Romero,101997,Internacional,ATA,1.08,1.4500000000000002
56,Breno Lopes,93988,Palmeiras,ATA,0.3428571428571429,1.0875000000000001
57,Bressan,72491,Avaí,ZAG,1.3916666666666666,2.3166666666666664
58,Bruninho,101716,Juventude,MEI,1.5,0.65
59,Bruno Cortez,72079,Avaí,LAT,2.4,1.8090909090909089
60,Bruno Gomes,106202,Coritiba,MEI,3.1666666666666665,4.0
61,Bruno Henrique,90285,Flamengo,ATA,4.975,6.7749999999999995
62,Bruno Melo,84339,Corinthians,LAT,6.2,2.5250000000000004
63,Bruno Méndez,103700,Corinthians,ZAG,4.611111111111111,2.07
64,Bruno Nazário,81776,Juventude,MEI,0.19999999999999996,-0.16666666666666666
65,Bruno Oliveira,103996,Santos,MEI,2.25,1.2
66,Bruno Pacheco,90061,Ceará,LAT,3.7700000000000005,3.6099999999999994
67,Bruno Silva,68698,Avaí,MEI,2.930769230769231,4.4
68,Bruno Tabata,107174,Palmeiras,MEI,-0.06666666666666667,0.775
