,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Juventude,Santos,12.958186635852915,23.443138237080095,63.59851084488578,18.61240964389506,54.68104996210076
1,Bragantino,Coritiba,41.50975047254145,32.30583433505721,26.18441355102117,46.5949541924446,35.141226458874385
2,Ceará,Atlético-MG,38.17041328509006,26.368875237607497,35.460683314471034,28.030874121129774,26.455197559854156
3,Flamengo,Cuiabá,51.06434908361415,29.201275505325224,19.734363102783213,50.622385765052535,27.647819856453076
4,Goiás,Internacional,35.51703569004235,26.76228477403254,37.720657660327106,27.474549280335932,28.78331310762727
5,América-MG,Fluminense,41.22485246812617,29.058512504145483,29.716627882307023,37.73258288851466,30.034504545091966
6,Athletico-PR,Corinthians,22.326868169916626,31.875921960471455,45.797206956954064,32.919519761336254,50.735938518869105
7,Botafogo,São Paulo,24.949005578869276,22.386855121577064,52.663622170862226,15.010316143632629,28.855392276181835
8,Palmeiras,Atlético-GO,74.32684861586331,20.8744934425657,4.798474138602246,78.32237401082303,18.242711250435836
9,Avaí,Fortaleza,48.54694434268506,32.77190099539558,18.68115217267413,57.24311994182158,33.47449555491132
