,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,2.0891904514585704,0.7193194451439248,1.3813299940861437,1.1069944723865368
2,Botafogo,1.141306024826027,1.0428176193073475,1.2440300392290309,1.657567371044705
3,Corinthians,1.2591563529934455,1.1034337241236043,0.9333049092552117,1.2155594605033377
4,Fluminense,1.641943663294762,0.978457424755523,0.9483836110507416,1.1879715638102148
5,Palmeiras,1.9159768488477953,0.9655717094985684,1.4210442979370193,1.1882881873719493
6,São Paulo,1.5060397395048788,1.049113941250077,1.2407599321601808,1.3674679484936347
7,Santos,1.4398465886923801,1.5626919173507074,1.0646324132342555,1.4258459055137624
8,Bragantino,1.5450362293924749,1.003308716818188,1.2786911821029026,1.4648711029064037
9,Atlético-MG,1.6457901844798573,0.752789695341565,1.3785202690235179,1.1243032481268154
10,Internacional,1.6244737210323519,1.1439844601217526,1.3616415139673548,1.1107624599929933
11,Juventude,1.3616943908658026,1.1182398509717097,0.6403430436211962,1.8431952892138674
12,Goiás,1.1760872281911519,1.511273662732967,0.983337518097251,1.7968092331200456
13,Athletico-PR,1.1929864290385004,1.525492602014694,0.8758167046468641,1.5582587693613354
14,Coritiba,1.2765727160893545,1.1126826480564593,1.1592712813329027,1.6801376573834885
15,Avaí,1.1491811935168024,1.3390401391455462,0.9203467256027776,1.7914392655909397
16,América-MG,1.429739282392017,1.0320901277217065,1.137331508052095,1.690444693789008
17,Ceará,1.2047417095732025,1.1091909297669347,1.1796653553687593,1.4807704634170327
18,Fortaleza,1.496597000377872,0.9243881176644642,0.9479153479339381,1.255834461213951
19,Atlético-GO,1.4977432904470993,1.1550618885915052,1.010485821197047,1.5285622628487727
20,Cuiabá,1.2266208794442872,0.9787509287655882,0.956861798064593,1.320535752571175
