,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Flamengo,1.952994157011913,0.7451019095595239,1.3493067065011124,1.0306438709215062,1.6511504317565127,0.8878728902405151,1.207892247452389,0.3186628355796062,0.7632775415159976
1,Palmeiras,1.870464266394229,0.9033680297592389,1.4950343823449999,1.08229030126604,1.6827493243696146,0.9928291655126396,0.9670962366349901,0.41274408107895977,0.689920158856975
2,Atlético-MG,1.6809052934515105,0.737353263897671,1.279397855338049,1.073818633110479,1.4801515743947797,0.905585948504075,0.9435520295538395,0.20557922222756986,0.5745656258907047
3,Internacional,1.6616009777702083,1.0172712243704587,1.331846002737363,1.1579027150870256,1.4967234902537858,1.0875869697287421,0.6443297533997496,0.1739432876503375,0.4091365205250437
4,Fluminense,1.6119115551017138,0.9253379031285923,0.9795063612833834,1.2685043826941453,1.2957089581925487,1.0969211429113688,0.6865736519731215,-0.2889980214107619,0.19878781528117995
5,Fortaleza,1.5958068653346678,0.8898089467109015,0.9475984483743141,1.3298523431069555,1.271702656854491,1.1098306449089286,0.7059979186237663,-0.3822538947326415,0.16187201194556233
6,Bragantino,1.4511078125582177,0.9962224271285718,1.1832786154052966,1.4963064749215507,1.3171932139817573,1.2462644510250613,0.45488538542964596,-0.3130278595162541,0.07092876295669592
7,São Paulo,1.37299450231232,1.1215914888554763,1.1715837557493598,1.285214663571362,1.27228912903084,1.2034030762134191,0.2514030134568437,-0.11363090782200214,0.06888605281742088
8,América-MG,1.6393016664858182,1.0939587611530548,1.2021241095595745,1.7021735292551048,1.4207128880226962,1.39806614520408,0.5453429053327634,-0.5000494196955303,0.02264674281861634
9,Atlético-GO,1.4488001233330174,1.1165951461135954,1.0256977342944344,1.4538897939979796,1.237248928813726,1.2852424700557874,0.332204977219422,-0.4281920597035451,-0.047993541242061344
10,Cuiabá,1.2540340210502678,0.8849032422450734,0.8182250515278999,1.314393751570048,1.0361295362890839,1.0996484969075606,0.3691307788051944,-0.49616870004214797,-0.06351896061847673
11,Corinthians,1.1614786947571036,1.1008236523578716,0.9008638389475041,1.1712062350404118,1.0311712668523039,1.1360149436991418,0.06065504239923203,-0.27034239609290767,-0.10484367684683793
12,Ceará,1.1404723202624645,1.115507718933862,1.1575660236444387,1.4001501775714504,1.1490191719534515,1.2578289482526563,0.024964601328602454,-0.24258415392701171,-0.10880977629920485
13,Santos,1.5205738698831124,1.4994265942212763,0.9776352202163607,1.3330206877593784,1.2491045450497364,1.4162236409903275,0.02114727566183605,-0.3553854675430177,-0.16711909594059104
14,Coritiba,1.2968804743608413,1.086916334992713,1.1945142768564319,1.7903185169321174,1.2456973756086365,1.4386174259624152,0.2099641393681284,-0.5958042400756856,-0.19292005035377868
15,Botafogo,1.1918485546032385,1.1465205036647301,1.2098077258100963,1.6808492984874068,1.2008281402066674,1.4136849010760684,0.045328050938508335,-0.4710415726773105,-0.21285676086940097
16,Juventude,1.3628348396142338,1.1087170715136982,0.7029856535385021,1.8539118862976203,1.032910246576368,1.4813144789056594,0.25411776810053555,-1.1509262327591183,-0.4484042323292914
17,Avaí,1.2155489741694159,1.226691300054476,0.8970610957638386,1.7844246824720638,1.0563050349666272,1.5055579912632697,-0.011142325885060034,-0.8873635867082251,-0.4492529562966425
18,Athletico-PR,1.1971295064309373,1.3277693424962285,0.86745563819614,1.6492304186096232,1.0322925723135388,1.4884998805529257,-0.13063983606529117,-0.7817747804134831,-0.45620730823938693
19,Goiás,1.119789274582512,1.5650502693998747,0.9671830769519112,1.8319840883623175,1.0434861757672116,1.698517178881096,-0.4452609948173627,-0.8648010114104063,-0.6550310031138844
