,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,1.4,0.8,1.0,1.5
2,Botafogo,1.1666666666666667,1.3333333333333333,0.8333333333333334,1.3333333333333333
3,Corinthians,1.4,0.4,1.1428571428571428,1.1428571428571428
4,Fluminense,1.3333333333333333,1.5,0.6666666666666666,0.6666666666666666
5,Palmeiras,2.2857142857142856,0.5714285714285714,1.75,0.25
6,São Paulo,2.2,0.8,0.8571428571428571,1.2857142857142858
7,Santos,1.5,0.6666666666666666,1.0,1.0
8,Bragantino,1.5714285714285714,1.0,0.8,1.0
9,Atlético-MG,1.5,1.0,1.1666666666666667,1.3333333333333333
10,Internacional,1.6,1.0,1.1428571428571428,0.8571428571428571
11,Juventude,0.5714285714285714,1.5714285714285714,1.0,1.8
12,Goiás,1.1666666666666667,1.1666666666666667,1.0,1.5
13,Athletico-PR,1.0,0.8333333333333334,0.8333333333333334,1.3333333333333333
14,Coritiba,1.5,0.8333333333333334,1.1666666666666667,2.0
15,Avaí,1.8333333333333333,1.3333333333333333,0.6666666666666666,1.5
16,América-MG,1.3333333333333333,0.8333333333333334,0.5,1.3333333333333333
17,Ceará,0.8,1.4,1.1428571428571428,0.8571428571428571
18,Fortaleza,0.42857142857142855,0.8571428571428571,1.2,1.8
19,Atlético-GO,1.0,0.6666666666666666,0.8333333333333334,1.8333333333333333
20,Cuiabá,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.6666666666666667
