,clube,xGA_geral
0,Atlético-MG,0.889239496584415
1,Flamengo,0.9189104434847577
2,Palmeiras,0.9954025586530694
3,Fluminense,1.0980897964236784
4,Corinthians,1.1080200370472792
5,Internacional,1.1186174144062968
6,Fortaleza,1.151840177400479
7,São Paulo,1.1657194865748486
8,Cuiabá,1.1962744229692988
9,Bragantino,1.2820744686457481
10,América-MG,1.3017713599252647
11,Ceará,1.3172852070207914
12,Botafogo,1.3251693745082362
13,Santos,1.4026363351402982
14,Coritiba,1.4171035153264744
15,Athletico-PR,1.420652414456085
16,Atlético-GO,1.4316052155433985
17,Avaí,1.5091058146173517
18,Juventude,1.575910495119282
19,Goiás,1.7136618495487934
