,clube,ranking_clube,fase
0,Internacional,2,86.67
1,Goiás,9,73.33
2,Fluminense,3,66.67
3,Palmeiras,1,60.0
4,América-MG,8,60.0
5,Botafogo,10,53.33
6,Athletico-PR,6,46.67
7,Fortaleza,14,46.67
8,Coritiba,16,40.0
9,Ceará,15,40.0
10,Flamengo,4,40.0
11,São Paulo,13,33.33
12,Atlético-MG,7,33.33
13,Corinthians,5,33.33
14,Avaí,17,33.33
15,Santos,11,26.67
16,Cuiabá,18,26.67
17,Bragantino,12,26.67
18,Juventude,20,20.0
19,Atlético-GO,19,6.67
