index,label,Distance,Angle Radians,header
0,0,20.790504638163647,0.3476943156912902,0
1,0,8.950626738294055,0.7446261579724749,0
2,0,6.2245595045199735,0.5723588835385244,1
3,0,12.588318904583398,0.5615797525751561,0
4,0,12.709794118782526,0.2355026384096068,0
5,0,26.01102915409074,0.1580288925892431,0
6,0,21.26224447455061,0.3272531799676088,0
7,1,20.0062959563374,0.3346129897101219,0
8,0,24.71407282233057,0.1453187835645241,0
9,0,35.122395165501935,0.2072127269723146,0
10,0,16.687512356450682,0.416330377479046,0
11,0,27.81283376993523,0.2570707318823655,0
12,0,30.0451727749475,0.206592575107936,0
13,0,38.05498784670564,0.1769171340032981,0
14,0,39.76404854922086,0.1556104562966772,0
15,0,11.739080516656724,0.3751879348922101,0
16,0,29.65683281198477,0.1970720111797802,0
17,0,7.292239989365409,0.7292581579774797,0
18,0,27.625000000000004,0.2556910117716263,0
19,0,24.416840663105017,0.2808690215610733,0
20,0,4.161838536031882,1.402176878566732,0
21,0,32.65805286849896,0.1901612168331362,0
22,0,9.850735384539522,0.7111271081859658,0
23,0,12.42523702371741,0.4282925148593302,1
24,0,49.12836806964452,0.1380137927268877,0
25,1,11.504758169996592,0.4959774091106393,0
26,0,18.906525028393688,0.3358262409770945,0
27,0,31.53380698664157,0.1905944654369139,0
28,0,5.372850329309112,0.7821586170145489,0
29,0,4.9150103213720975,0.7763277758308609,0
30,0,35.45228612574708,0.2049218791001684,0
31,0,31.027812145919988,0.2238892765551879,0
32,0,14.321620048948594,0.1196984439955679,0
33,0,17.063395468888544,0.4109978169082407,1
34,0,29.333118425599555,0.2187552623771467,0
35,1,24.597962135752663,0.2158007690666084,0
36,0,11.911970705441371,0.5223638066152662,0
37,1,11.973236361117834,0.3343990966561272,1
38,0,10.44220147305262,0.6708018860934143,0
39,0,14.201395585302452,0.5036778458574339,0
40,0,42.38278234017474,0.167616906428561,0
41,0,28.821898168970414,0.2096407949936392,0
42,0,21.877362847889195,0.3247032135489848,0
43,0,37.10655493943274,0.1880007257657925,0
44,0,35.68471535429918,0.1986447385733557,0
45,0,27.28974758696058,0.2433668681703051,0
46,1,20.06409027353717,0.326135069473103,0
47,0,5.181312027961164,1.16957035233276,0
48,0,30.414211249339044,0.2178046753547728,0
49,0,26.95421330112112,0.2694634345325141,0
50,0,30.44620260217294,0.2313489326282674,0
51,0,23.55962069485925,0.1875567152437549,0
52,0,35.10123832332835,0.1953496609122744,0
53,0,31.54289243447322,0.2074156085386774,0
54,0,30.583499229424664,0.2381950155806011,0
55,0,35.41705595516081,0.1822137851130969,0
56,0,35.50553766682503,0.1059031630436104,0
57,0,35.302508040928984,0.2006546141498715,0
58,0,20.52276773157444,0.2425113958505914,0
59,0,11.40978926692788,0.2879235130222123,0
60,1,3.423387312988612,1.6730554821937376,0
61,0,36.57446940990695,0.1815258664944974,0
62,0,23.767711849534447,0.2734430578852894,0
63,0,11.691067686455211,0.391682569928492,0
64,0,14.510035170913856,0.3717382817154319,1
65,0,4.698186316194104,1.2872939346667231,0
66,0,13.58429650817078,0.3147804327805422,0
67,0,13.795859849239386,0.4676397152920527,0
68,0,12.88033752046166,0.520534541625578,0
69,0,13.632208765225773,0.3474527591431004,0
70,1,2.749873121133901,1.913856801129588,0
71,0,14.052258105060544,0.4973179229718474,1
72,1,5.796550833254204,1.0762623534806446,0
73,0,18.5477374319073,0.2827995384483712,0
74,0,19.80820707883989,0.0632944575501379,0
75,0,31.175541992155463,0.2294301610257762,0
76,1,5.805300514400598,1.1139534224148475,0
77,0,24.712450809258076,0.2936488422832373,0
78,0,13.390067709865896,0.4804695703468957,0
79,0,39.45553517967493,0.1574270270317572,0
80,0,21.10087019987917,0.3300740912862502,0
81,0,17.314614187524075,0.3593946938326631,0
82,0,30.32616264812849,0.2311366905697869,0
83,1,9.358419908945567,0.2775635962636165,1
84,0,17.121520844628783,0.3671972170389466,0
85,0,11.509900357952716,0.5844675007589036,0
86,0,18.33523481878595,0.387188286785644,0
87,0,23.71008913456699,0.2354024758749025,0
88,0,13.608087752716784,0.3287767193334761,0
89,0,16.793090449006474,0.3498204938860937,1
90,1,36.122930768756575,0.195358737657377,0
91,0,26.815529578259312,0.2544041927873905,0
92,0,16.61382811767526,0.3539276539070721,1
93,0,24.06211573724519,0.2889476749259658,0
94,0,20.135982181706563,0.3587067886671675,0
95,0,12.397455092420984,0.1361084909195727,0
96,0,11.342213991698053,0.6219877037406184,0
97,0,25.165702691462084,0.1431459920744937,0
98,0,14.732192837389729,0.4674873380256675,1
