,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Sport,Bragantino,20.810523363564176,30.558559397616264,48.6309111341773,30.200256732723584,51.006966712300205
1,Athlético-PR,São Paulo,62.08890498115623,26.424991688341365,11.486063241599215,63.40608031875682,23.428462892930206
2,Palmeiras,Fortaleza,37.43715269898565,25.639014151830448,36.9237885168371,25.649139581780318,25.363529101103556
3,Cuiabá,Bahia,35.98382390527419,25.660308577821837,38.35582314446931,24.92536300272519,26.247831338213
4,Santos,Corinthians,39.353189850995115,33.061791489297164,27.5850177089662,46.16885036678658,37.27892430371818
5,América-MG,Fluminense,24.252171391300372,35.252054652268654,40.49577349522257,39.69797059633094,52.66604365328607
6,Juventude,Atlético-MG,13.985882471547129,29.867561946243253,56.14654542372286,28.337284095514548,62.15088066986737
7,Flamengo,Internacional,73.44875824473779,17.551504429627215,8.997988711324048,54.45753455342663,11.417096102664157
8,Ceará,Atlético-GO,44.78964523249604,32.34769433444992,22.862658220977764,50.674801608233565,33.935156556103884
9,Grêmio,Chapecoense,32.24451616747686,38.41090741958644,29.344576360647977,51.05722622360117,48.6585503548387
