,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,0,82876,Sport,MEI,1.6,3.7
1,0,91151,Sport,ATA,1.0,-0.39999999999999997
2,Abel Ferreira,110506,Palmeiras,TEC,4.15,4.085
3,Abel Hernández,74159,Fluminense,ATA,-1.4333333333333336,2.3000000000000003
4,Abner Vinícius,104513,Athlético-PR,LAT,3.3000000000000007,3.233333333333333
5,Ademir,101314,América-MG,ATA,2.75,1.7666666666666666
6,Aderlan,88423,Bragantino,LAT,3.1,11.0
7,Adson,111682,Corinthians,MEI,0.4,0.09999999999999999
8,Alan Ruschel,63110,América-MG,LAT,1.7666666666666668,0.7000000000000001
9,Alerrandro,101715,Bragantino,ATA,-0.1,0.0
10,Alison,73974,Santos,MEI,1.45,0.2333333333333333
11,Allan,96652,Atlético-MG,MEI,0.7666666666666666,2.6
12,Alyson,102330,Juventude,LAT,0.1,2.9
13,Alê,86388,América-MG,MEI,3.8,1.1500000000000001
14,Anderson Conceição,71618,Cuiabá,ZAG,-1.0,0.9
15,Anderson Jesus,90700,América-MG,ZAG,2.35,0.75
16,Anderson Leite,87691,Chapecoense,MEI,0.7,2.55
17,André,68690,Sport,ATA,-1.4,1.56
18,André,107498,Fluminense,MEI,-2.5,1.55
19,André Luís,92146,Atlético-GO,ATA,1.0250000000000001,1.0
20,Anselmo Ramon,69214,Chapecoense,ATA,2.0,1.2600000000000002
21,António Oliveira,111578,Athlético-PR,TEC,4.323333333333333,4.9975
22,Araos,102352,Corinthians,MEI,-1.3,0.37499999999999994
23,Arrascaeta,87863,Flamengo,MEI,4.9,0.0
24,Arthur Gomes,96966,Atlético-GO,ATA,2.266666666666667,0.8
25,Artur,95799,Bragantino,ATA,10.000000000000002,4.2
26,Baralhas,99440,Atlético-GO,MEI,0.26666666666666666,4.233333333333333
27,Benítez,93550,São Paulo,MEI,11.6,-0.5333333333333333
28,Bobadilla,84342,Fluminense,ATA,0.1,1.95
29,Boschilia,86841,Internacional,MEI,-0.4,2.6
30,Brenno,100830,Grêmio,GOL,2.0,0.0
31,Breno Lopes,93988,Palmeiras,ATA,4.1499999999999995,5.3999999999999995
32,Bruninho,101716,Juventude,MEI,0.0,0.4
33,Bruno Alves,73620,São Paulo,ZAG,6.333333333333333,0.78
34,Bruno Cortez,72079,Grêmio,LAT,-1.0,1.7999999999999998
35,Bruno Henrique,90285,Flamengo,ATA,11.3,0.25
36,Bruno Melo,84339,Fortaleza,LAT,2.45,-0.6
37,Bruno Nazário,81776,América-MG,MEI,0.09999999999999998,1.7666666666666666
38,Bruno Pacheco,90061,Ceará,LAT,-0.8666666666666666,1.8000000000000003
39,Bruno Rodrigues,92811,São Paulo,ATA,1.4,0.0
40,Bruno Silva,101422,Chapecoense,ATA,-1.8666666666666665,-0.6
41,Buiú,88544,Ceará,LAT,-1.2,3.25
42,Busanello,97537,Chapecoense,LAT,3.45,8.3
43,Caio Paulista,102318,Fluminense,ATA,1.25,8.200000000000001
