,atleta_id,apelido,ranking
0,39148,Hulk,1
1,87228,Guilherme Arana,2
2,89898,Róger Guedes,3
3,71162,Vina,4
4,100079,Zaracho,5
5,86485,Keno,6
6,95794,Nathan Silva,7
7,38398,Renato Augusto,8
8,42411,Cuca,9
9,85425,João Paulo,10
10,63289,Edenílson,11
11,104250,João Victor,12
12,70316,Diego Costa,13
13,94509,Raphael Veiga,14
14,101708,Felipe Jonatan,15
15,80196,Yago Pikachu,16
16,70323,Jorginho,17
17,78077,Madson,18
18,72294,Everson,19
19,70696,Fábio Carille,20
