,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,3,65.71225,1,55.0625,4,76.362,1
1,1,55.687,2,61.843999999999994,2,49.53,6
2,7,54.722500000000004,3,49.4725,8,59.97250000000001,2
3,2,54.389,4,55.28,3,53.498000000000005,4
4,6,51.9635,5,49.775000000000006,7,54.152,3
5,4,48.932,6,54.03,5,43.833999999999996,9
6,8,48.73625,7,44.1275,9,53.345,5
7,11,45.32325,8,42.894000000000005,12,47.7525,7
8,0,43.877500000000005,9,64.93,1,22.825,18
9,10,40.83825,10,43.6925,11,37.984,11
10,14,38.2735,11,36.372,15,40.175,10
11,12,36.76474999999999,12,42.48199999999999,13,31.0475,14
12,13,35.908750000000005,13,39.470000000000006,14,32.347500000000004,13
13,9,35.3415,14,43.768,10,26.915000000000003,16
14,5,33.836000000000006,15,50.02000000000001,6,17.651999999999997,20
15,19,33.80041666666667,16,22.383333333333336,20,45.2175,8
16,18,31.295749999999998,17,25.6975,19,36.89399999999999,12
17,16,30.947000000000003,18,32.7,17,29.194,15
18,17,28.687083333333334,19,32.1375,18,25.236666666666668,17
19,15,28.00725,20,34.8525,16,21.162,19
