,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
0,,,0.0,0.0,
1,Flamengo,1.5454545454545454,1.1818181818181819,2.0833333333333335,0.9166666666666666
2,Corinthians,1.3636363636363635,1.0909090909090908,0.7692307692307693,0.7692307692307693
3,Bahia,1.3333333333333333,1.4166666666666667,0.7692307692307693,1.3846153846153846
4,Fluminense,1.0769230769230769,0.9230769230769231,0.8333333333333334,1.1666666666666667
5,Palmeiras,1.5384615384615385,1.5384615384615385,1.0909090909090908,1.0
6,São Paulo,0.9166666666666666,0.75,0.75,1.0833333333333333
7,Santos,0.8333333333333334,0.8333333333333334,0.8461538461538461,1.5384615384615385
8,Bragantino,1.2307692307692308,0.9230769230769231,1.5833333333333333,1.0833333333333333
9,Atlético-MG,2.3636363636363638,0.45454545454545453,1.1666666666666667,0.9166666666666666
10,Grêmio,1.25,1.0,0.5,1.3333333333333333
11,Internacional,1.75,1.0833333333333333,1.0,0.75
12,Juventude,1.1666666666666667,0.5833333333333334,0.8333333333333334,1.6666666666666667
13,Sport,0.46153846153846156,0.5384615384615384,0.5384615384615384,1.0769230769230769
14,Athlético-PR,1.4166666666666667,1.1666666666666667,0.8333333333333334,1.5
15,Chapecoense,0.8333333333333334,1.6666666666666667,1.0,1.8333333333333333
16,América-MG,0.9230769230769231,0.6153846153846154,1.25,1.4166666666666667
17,Ceará,1.0769230769230769,0.6923076923076923,0.5833333333333334,1.25
18,Fortaleza,1.25,0.9166666666666666,1.1538461538461537,1.1538461538461537
19,Atlético-GO,0.6923076923076923,0.7692307692307693,0.9166666666666666,1.0833333333333333
20,Cuiabá,0.9230769230769231,1.1538461538461537,0.8461538461538461,0.7692307692307693
