,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,64.1467361111111,1,59.03222222222222,2,69.26124999999999,1
1,0,56.50994318181819,2,60.51625,1,52.50363636363637,3
2,8,54.563874999999996,3,44.028999999999996,9,65.09875,2
3,2,50.297,4,56.565,3,44.029,8
4,4,49.70045454545454,5,48.100909090909084,5,51.3,4
5,12,45.26068181818182,6,39.685,13,50.83636363636364,6
6,6,42.32116666666667,7,46.873333333333335,7,37.769,10
7,16,41.856,8,32.727,17,50.98500000000001,5
8,14,41.55111111111111,9,38.75222222222222,15,44.35,7
9,7,39.87869318181819,10,46.533636363636376,8,33.22375,15
10,9,39.73433333333334,11,43.80666666666667,10,35.662,11
11,3,39.66605555555556,12,49.211000000000006,4,30.12111111111111,18
12,10,38.87277777777778,13,43.67333333333333,11,34.07222222222222,12
13,19,37.011375,14,30.04875,20,43.974000000000004,9
14,11,36.90914772727273,15,43.133750000000006,12,30.684545454545457,17
15,5,36.61414285714286,16,47.154,6,26.074285714285715,19
16,13,36.453500000000005,17,39.261,14,33.646,13
17,17,32.715666666666664,18,32.19333333333333,18,33.238,14
18,18,32.18328282828283,19,31.491111111111113,19,32.87545454545454,16
19,15,31.04926136363636,20,37.63727272727272,16,24.461250000000003,20
