,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1660,Sorriso,111333,Juventude,ATA,17.3,10.9,Bahia,mandante,4.615384615384615,10.957692307692309
1661,Lucas Kal,95662,América-MG,ZAG,8.633333333333331,2.6,Fortaleza,mandante,4.0,6.3166666666666655
1662,Matheus Peixoto,87098,Juventude,ATA,7.7142857142857135,5.319999999999999,Bahia,mandante,4.615384615384615,6.164835164835164
1663,Ricardo Bueno,69141,Juventude,ATA,7.6,8.625,Bahia,mandante,4.615384615384615,6.107692307692307
1664,Bruno Henrique,90285,Flamengo,ATA,9.17,3.9333333333333336,Atlético-MG,mandante,2.7142857142857144,5.942142857142857
1665,Róger Guedes,89898,Corinthians,ATA,8.500000000000002,3.3800000000000003,Chapecoense,mandante,2.7142857142857144,5.607142857142858
1666,Terans,102878,Athlético-PR,MEI,6.970000000000001,4.5,Santos,mandante,4.035714285714286,5.502857142857144
1667,Luiz Otávio,72359,Ceará,ZAG,6.459999999999999,2.4166666666666665,Fluminense,mandante,4.269230769230769,5.364615384615384
1668,Villasanti,97145,Grêmio,MEI,6.040000000000001,4.8,Palmeiras,mandante,4.25,5.1450000000000005
1669,Arboleda,91573,São Paulo,ZAG,5.840000000000001,5.5249999999999995,Internacional,mandante,4.107142857142857,4.973571428571429
1670,Guilherme Guedes,100741,Grêmio,LAT,5.6499999999999995,0.14999999999999997,Palmeiras,mandante,4.25,4.949999999999999
1671,Calleri,89840,São Paulo,ATA,5.779999999999999,3.0,Internacional,mandante,4.107142857142857,4.943571428571428
1672,Gabriel Chapecó,112616,Grêmio,GOL,5.611111111111111,3.8,Palmeiras,mandante,4.25,4.930555555555555
1673,Borja,86120,Grêmio,ATA,5.459999999999999,1.8333333333333333,Palmeiras,mandante,4.25,4.8549999999999995
1674,Douglas Friedrich,78584,Juventude,GOL,5.0,0.9,Bahia,mandante,4.615384615384615,4.8076923076923075
1675,Alisson,81845,Grêmio,MEI,5.28,1.65,Palmeiras,mandante,4.25,4.765000000000001
1676,Saulo Mineiro,98274,Ceará,ATA,5.24,0.6,Fluminense,mandante,4.269230769230769,4.754615384615384
1677,Richard,78851,Ceará,GOL,5.166666666666667,3.0,Fluminense,mandante,4.269230769230769,4.717948717948718
1678,Andreas Pereira,89274,Flamengo,MEI,6.65,3.4,Atlético-MG,mandante,2.7142857142857144,4.682142857142857
1679,Gabriel Lacerda,108176,Ceará,ZAG,5.075,2.4499999999999997,Fluminense,mandante,4.269230769230769,4.672115384615385
1680,Arrascaeta,87863,Flamengo,MEI,6.616666666666667,5.699999999999998,Atlético-MG,mandante,2.7142857142857144,4.665476190476191
1681,Ademir,101314,América-MG,ATA,5.288888888888889,4.177777777777778,Fortaleza,mandante,4.0,4.644444444444444
1682,Rafinha,38144,Grêmio,LAT,4.991666666666667,-0.2166666666666667,Palmeiras,mandante,4.25,4.620833333333334
1683,Nico Castillo,73669,Juventude,ATA,0.0,-0.1,Bahia,mandante,4.615384615384615,4.615384615384615
1684,Edwin Mosquera,108355,Juventude,MEI,0.0,0.0,Bahia,mandante,4.615384615384615,4.615384615384615
1685,Guilherme Castilho,101798,Juventude,MEI,4.533333333333333,1.418181818181818,Bahia,mandante,4.615384615384615,4.574358974358974
1686,Diogo Giacomini,93317,América-MG,TEC,5.04,0.0,Fortaleza,mandante,4.0,4.52
1687,Matheus Cavichioli,72580,América-MG,GOL,4.875,2.35,Fortaleza,mandante,4.0,4.4375
1688,Rigoni,96684,São Paulo,ATA,4.7124999999999995,2.309090909090909,Internacional,mandante,4.107142857142857,4.409821428571428
1689,Vitinho,101960,Athlético-PR,ATA,4.766666666666667,2.0200000000000005,Santos,mandante,4.035714285714286,4.401190476190476
1690,Fernando Sobral,84428,Ceará,MEI,4.516666666666667,3.007692307692307,Fluminense,mandante,4.269230769230769,4.392948717948718
1691,Tiago Volpi,72018,São Paulo,GOL,4.653846153846154,2.1818181818181817,Internacional,mandante,4.107142857142857,4.3804945054945055
1692,Cauan de Almeida,107870,América-MG,TEC,4.75,0.0,Fortaleza,mandante,4.0,4.375
1693,Luiz Felipe Scolari,43618,Grêmio,TEC,4.446250000000001,2.702,Palmeiras,mandante,4.25,4.3481250000000005
1694,Giuliano,51548,Corinthians,MEI,5.959999999999999,2.557142857142857,Chapecoense,mandante,2.7142857142857144,4.337142857142856
1695,Reinaldo,78850,São Paulo,LAT,4.554545454545456,1.2666666666666666,Internacional,mandante,4.107142857142857,4.330844155844156
1696,Pedro Rocha,90302,Athlético-PR,ATA,4.58,1.3833333333333335,Santos,mandante,4.035714285714286,4.307857142857143
1697,Marlon ,86864,América-MG,LAT,4.614285714285714,4.7,Fortaleza,mandante,4.0,4.307142857142857
1698,Juninho Valoura,71937,América-MG,MEI,4.5625,2.5875,Fortaleza,mandante,4.0,4.28125
1699,Khellven ,105175,Athlético-PR,LAT,4.511111111111112,1.957142857142857,Santos,mandante,4.035714285714286,4.273412698412699
1700,Gabriel Santos,114473,Ceará,ATA,0.0,0.0,Fluminense,mandante,4.269230769230769,4.269230769230769
1701,Guto Ferreira,37245,Ceará,TEC,4.24,3.7589999999999995,Fluminense,mandante,4.269230769230769,4.254615384615384
1702,Jori,97453,América-MG,GOL,4.5,2.0,Fortaleza,mandante,4.0,4.25
1703,Paulo Autuori,36943,Athlético-PR,TEC,4.42,1.9,Santos,mandante,4.035714285714286,4.227857142857143
1704,Ruan,100842,Grêmio,ZAG,4.185714285714286,2.0999999999999996,Palmeiras,mandante,4.25,4.217857142857143
1705,Rick,104459,Ceará,ATA,4.144444444444444,2.844444444444444,Fluminense,mandante,4.269230769230769,4.206837606837606
1706,Kannemann,87342,Grêmio,ZAG,4.128571428571429,-0.7666666666666666,Palmeiras,mandante,4.25,4.189285714285715
1707,Lima,96340,Ceará,MEI,4.074999999999999,6.045454545454547,Fluminense,mandante,4.269230769230769,4.172115384615385
1708,Tiago Nunes,98057,Ceará,TEC,4.061428571428571,2.712857142857143,Fluminense,mandante,4.269230769230769,4.165329670329671
1709,Cléber,104125,Ceará,ATA,4.022222222222222,0.709090909090909,Fluminense,mandante,4.269230769230769,4.145726495726496
1710,Rodrigo Muniz,107112,Flamengo,ATA,5.566666666666666,3.4,Atlético-MG,mandante,2.7142857142857144,4.140476190476191
1711,Igor Vinícius,95466,São Paulo,LAT,4.166666666666667,1.457142857142857,Internacional,mandante,4.107142857142857,4.136904761904762
1712,Kelvyn,102464,Ceará,LAT,3.966666666666667,2.9499999999999997,Fluminense,mandante,4.269230769230769,4.1179487179487175
1713,Luciano,80287,São Paulo,ATA,4.128571428571429,2.1125,Internacional,mandante,4.107142857142857,4.117857142857143
1714,Didi,78237,Juventude,ZAG,3.542857142857143,0.45,Bahia,mandante,4.615384615384615,4.079120879120879
1715,Jorginho,77544,Ceará,MEI,3.8624999999999994,1.4875,Fluminense,mandante,4.269230769230769,4.0658653846153845
1716,Ferreira,101290,Grêmio,ATA,3.88,4.271428571428571,Palmeiras,mandante,4.25,4.0649999999999995
1717,Nikão,69705,Athlético-PR,MEI,4.04,4.742857142857142,Santos,mandante,4.035714285714286,4.037857142857143
1718,Marquinhos Santos,81031,Juventude,TEC,3.4123076923076923,2.5721428571428575,Bahia,mandante,4.615384615384615,4.013846153846154
1719,Adson,111682,Corinthians,MEI,5.2749999999999995,2.3666666666666663,Chapecoense,mandante,2.7142857142857144,3.994642857142857
1720,Vagner Mancini,39850,América-MG,TEC,3.9716666666666662,3.42125,Fortaleza,mandante,4.0,3.985833333333333
1721,Patric,60969,América-MG,LAT,3.9555555555555557,3.1500000000000004,Fortaleza,mandante,4.0,3.977777777777778
1722,Rogério Ceni,97341,Flamengo,TEC,5.23,3.7125,Atlético-MG,mandante,2.7142857142857144,3.9721428571428574
1723,João Paulo,71602,América-MG,LAT,3.9375,2.3166666666666664,Fortaleza,mandante,4.0,3.96875
1724,Dawhan,97780,Juventude,MEI,3.3166666666666664,1.4666666666666668,Bahia,mandante,4.615384615384615,3.9660256410256407
1725,Paulo Henrique,93716,Juventude,LAT,3.2833333333333328,0.6399999999999999,Bahia,mandante,4.615384615384615,3.949358974358974
1726,Marcelo Carné,69054,Juventude,GOL,3.272727272727273,1.4375,Bahia,mandante,4.615384615384615,3.944055944055944
1727,Renato Gaúcho,41929,Flamengo,TEC,5.115714285714286,5.377777777777776,Atlético-MG,mandante,2.7142857142857144,3.915
1728,Paulinho Bóia,100333,Juventude,ATA,3.1333333333333333,2.26,Bahia,mandante,4.615384615384615,3.874358974358974
1729,Pedro Geromel,80853,Grêmio,ZAG,3.483333333333334,1.6714285714285715,Palmeiras,mandante,4.25,3.866666666666667
1730,Fabinho,80393,Ceará,MEI,3.4333333333333336,3.3,Fluminense,mandante,4.269230769230769,3.8512820512820514
1731,António Oliveira,111578,Athlético-PR,TEC,3.6399999999999997,3.005,Santos,mandante,4.035714285714286,3.8378571428571426
1732,Hernán Crespo,103912,São Paulo,TEC,3.5654545454545454,2.5936363636363633,Internacional,mandante,4.107142857142857,3.836298701298701
1733,Sander,86391,Sport,LAT,5.2375,2.5999999999999996,Atlético-GO,mandante,2.4166666666666665,3.8270833333333334
1734,William Matheus,62130,Juventude,LAT,3.0384615384615383,1.7777777777777777,Bahia,mandante,4.615384615384615,3.8269230769230766
1735,Eduardo Bauermann,86970,América-MG,ZAG,3.6333333333333333,2.216666666666667,Fortaleza,mandante,4.0,3.8166666666666664
1736,William Oliveira,94297,Ceará,MEI,3.2999999999999994,0.0666666666666667,Fluminense,mandante,4.269230769230769,3.7846153846153845
1737,Diego,101728,São Paulo,ZAG,3.44,4.7,Internacional,mandante,4.107142857142857,3.7735714285714286
1738,Renato Kayzer,92696,Athlético-PR,ATA,3.4818181818181824,0.5272727272727272,Santos,mandante,4.035714285714286,3.758766233766234
1739,Gerson,89256,Flamengo,MEI,4.800000000000001,0.0,Atlético-MG,mandante,2.7142857142857144,3.7571428571428576
1740,Anderson Jesus,90700,América-MG,ZAG,3.4625000000000004,0.6,Fortaleza,mandante,4.0,3.73125
1741,Matheus Henrique,100742,Grêmio,MEI,3.2,1.65,Palmeiras,mandante,4.25,3.725
