,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,São Paulo,Fortaleza,15.995682077440316,27.23721821586927,56.76706742209225,24.191950464541083,54.29591186629501
1,Ceará,Athlético-PR,24.259878836363523,27.098759790461347,48.641330507813876,24.394750616434372,40.26365663654069
2,Corinthians,Atlético-MG,25.757444260983398,40.161453033262475,34.081102672188486,49.172724711944696,56.243667265714784
3,Fluminense,Grêmio,58.24414229753163,32.576355914758295,9.179498118553678,75.34618566174292,32.05041226652418
4,Chapecoense,Cuiabá,36.72602993612076,32.620078353855924,30.653890812794582,42.61600642730325,38.116224384983624
5,Atlético-GO,Palmeiras,32.21516660841511,27.85008753763551,39.93473336945845,28.437348082011223,33.307420513504454
6,Bahia,Flamengo,38.28715651032937,28.34601788352689,33.366816883303095,33.33039172240617,30.171001183980454
7,Internacional,Juventude,38.057476432211594,31.14844146478531,30.794080111156973,40.25087085124962,35.07678435962136
8,Bragantino,Santos,68.25788120968554,17.4610250978601,14.276052002231793,35.45142985212023,8.686696694527797
9,América-MG,Sport,36.993946654079956,36.95106087747925,26.05499231161497,52.62891074201151,43.72051978981774
