,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Bragantino,Sport,52.17303864875418,29.0484436150509,18.77850411535379,51.9730289993993,27.279521096325748
1,Atlético-MG,Juventude,67.37584069817608,22.83515653284552,9.788841654714815,62.78381328436553,18.676635014288262
2,Fortaleza,Palmeiras,41.38745764227323,24.218838241040505,34.39358105968985,24.16603333745404,20.610184709369967
3,Chapecoense,Grêmio,32.14438872250859,29.086390348885473,38.76921497557367,31.242744489564274,35.63657779605906
4,Atlético-GO,Ceará,29.70180850035687,39.65856123534764,30.63963023550489,51.26385169825469,52.052588933063895
5,Internacional,Flamengo,27.5386996829662,26.45976962222204,46.00149230513997,23.733248548493183,35.02140343723987
6,Corinthians,Santos,47.23939747249052,32.17462699756947,20.58597265249873,53.594681566650095,32.9502436052375
7,Fluminense,América-MG,38.43241212686831,32.5351866468818,29.032400142237947,43.97997318143176,36.99930865401303
8,Bahia,Cuiabá,36.44618990229884,33.22589569495017,30.32791373758102,43.77540892173549,39.17266177804428
9,São Paulo,Athlético-PR,35.30881711507283,32.535117319090205,32.15606470905505,41.22578078982497,38.89977929151788
