,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1725,Róger Guedes,89898,Corinthians,ATA,8.08888888888889,3.4750000000000005,Grêmio,mandante,5.966666666666667,7.027777777777779
1726,Matheus Donelli,107179,Corinthians,GOL,7.0,0.0,Grêmio,mandante,5.966666666666667,6.483333333333333
1727,Hulk,39148,Atlético-MG,ATA,9.613333333333333,5.511764705882353,Bragantino,mandante,3.033333333333333,6.323333333333333
1728,Bruno Henrique,90285,Flamengo,ATA,8.328571428571427,5.5875,Santos,mandante,3.9166666666666665,6.122619047619047
1729,Felipe Augusto,111408,Corinthians,ATA,0.0,-0.25,Grêmio,mandante,5.966666666666667,5.966666666666667
1730,Léo Natel,98952,Corinthians,ATA,0.0,0.5499999999999999,Grêmio,mandante,5.966666666666667,5.966666666666667
1731,Lucas Ramos,106000,Internacional,MEI,8.3,0.8,Atlético-GO,mandante,3.3,5.800000000000001
1732,Giuliano,51548,Corinthians,MEI,5.449999999999999,2.1888888888888887,Grêmio,mandante,5.966666666666667,5.708333333333333
1733,Rodallega,74034,Bahia,ATA,7.014285714285713,0.25555555555555554,Fluminense,mandante,4.34375,5.679017857142856
1734,Douglas Borel,104634,Bahia,LAT,7.0,0.0,Fluminense,mandante,4.34375,5.671875
1735,Rodinei,73992,Flamengo,LAT,6.859999999999999,2.322222222222222,Santos,mandante,3.9166666666666665,5.388333333333333
1736,Mateus Claus,90590,Bahia,GOL,6.0,3.3333333333333335,Fluminense,mandante,4.34375,5.171875
1737,Jô,38138,Corinthians,ATA,4.359999999999999,2.835714285714286,Grêmio,mandante,5.966666666666667,5.163333333333333
1738,Tiepo,98412,Chapecoense,GOL,5.5,-1.5,Sport,mandante,4.823529411764706,5.161764705882353
1739,Renato Augusto,38398,Corinthians,MEI,4.3,2.0625,Grêmio,mandante,5.966666666666667,5.133333333333333
1740,Cássio,42234,Corinthians,GOL,4.15625,3.7941176470588234,Grêmio,mandante,5.966666666666667,5.061458333333333
1741,Matheus Bahia,97899,Bahia,LAT,5.766666666666667,3.8545454545454545,Fluminense,mandante,4.34375,5.055208333333333
1742,João Victor,104250,Corinthians,ZAG,4.1375,3.4764705882352938,Grêmio,mandante,5.966666666666667,5.052083333333334
1743,Sylvinho,106047,Corinthians,TEC,4.12764705882353,3.1961111111111102,Grêmio,mandante,5.966666666666667,5.047156862745098
1744,Adson,111682,Corinthians,MEI,4.1,2.3666666666666663,Grêmio,mandante,5.966666666666667,5.033333333333333
1745,Lucas Piton,105584,Corinthians,LAT,3.8,2.8000000000000003,Grêmio,mandante,5.966666666666667,4.883333333333333
1746,Terans,102878,Athlético-PR,MEI,6.166666666666667,4.730769230769231,Palmeiras,mandante,3.588235294117647,4.877450980392157
1747,Arrascaeta,87863,Flamengo,MEI,5.828571428571429,4.899999999999999,Santos,mandante,3.9166666666666665,4.872619047619048
1748,Fagner,42500,Corinthians,LAT,3.711764705882353,3.835714285714286,Grêmio,mandante,5.966666666666667,4.83921568627451
1749,Renato Gaúcho,41929,Flamengo,TEC,5.759,5.732499999999999,Santos,mandante,3.9166666666666665,4.837833333333333
1750,Guilherme Arana,87228,Atlético-MG,LAT,6.6000000000000005,4.390909090909091,Bragantino,mandante,3.033333333333333,4.816666666666666
1751,Cantillo,85315,Corinthians,MEI,3.6300000000000003,1.4333333333333336,Grêmio,mandante,5.966666666666667,4.798333333333334
1752,Edenílson,63289,Internacional,MEI,6.276923076923077,2.8823529411764706,Atlético-GO,mandante,3.3,4.788461538461538
1753,Calleri,89840,São Paulo,ATA,6.466666666666666,1.1333333333333333,Juventude,mandante,3.1,4.783333333333333
1754,Gabriel,78605,Corinthians,MEI,3.5785714285714287,3.446666666666666,Grêmio,mandante,5.966666666666667,4.772619047619048
1755,Rodrigo Muniz,107112,Flamengo,ATA,5.566666666666666,3.4,Santos,mandante,3.9166666666666665,4.741666666666666
1756,David Luiz,52827,Flamengo,ZAG,5.5,2.25,Santos,mandante,3.9166666666666665,4.708333333333333
1757,Gustavo Henrique,107963,Bahia,ZAG,5.0,3.3,Fluminense,mandante,4.34375,4.671875
1758,Juninho,92182,Bahia,ZAG,4.983333333333333,3.5,Fluminense,mandante,4.34375,4.663541666666667
1759,Matheuzinho,101727,Flamengo,LAT,5.3999999999999995,3.6571428571428575,Santos,mandante,3.9166666666666665,4.658333333333333
1760,Arboleda,91573,São Paulo,ZAG,6.142857142857144,5.3,Juventude,mandante,3.1,4.621428571428572
1761,Andreas Pereira,89274,Flamengo,MEI,5.242857142857143,3.8,Santos,mandante,3.9166666666666665,4.579761904761905
1762,Saulo Mineiro,98274,Ceará,ATA,5.24,0.6,América-MG,mandante,3.911764705882353,4.575882352941177
1763,Du Queiroz,113687,Corinthians,MEI,3.1666666666666665,0.42500000000000016,Grêmio,mandante,5.966666666666667,4.566666666666666
1764,Rogério Ceni,97341,Flamengo,TEC,5.213333333333335,3.351428571428571,Santos,mandante,3.9166666666666665,4.565
1765,Danilo Fernandes,69051,Bahia,GOL,4.75,3.8333333333333335,Fluminense,mandante,4.34375,4.546875
1766,Richard,78851,Ceará,GOL,5.166666666666667,2.5384615384615383,América-MG,mandante,3.911764705882353,4.53921568627451
1767,Gustavo Nescau,112327,Cuiabá,ATA,0.0,0.0,Fortaleza,mandante,4.5,4.5
1768,Alan Empereur,88033,Cuiabá,ZAG,4.459999999999999,2.3714285714285714,Fortaleza,mandante,4.5,4.4799999999999995
1769,Renan Guedes,104127,Bahia,LAT,4.575,1.775,Fluminense,mandante,4.34375,4.459375
1770,Hugo Souza,101574,Flamengo,GOL,5.0,8.0,Santos,mandante,3.9166666666666665,4.458333333333333
1771,Gil,68923,Corinthians,ZAG,2.9411764705882355,2.6999999999999997,Grêmio,mandante,5.966666666666667,4.453921568627451
1772,Ignácio,103523,Chapecoense,ZAG,4.018181818181818,3.3249999999999997,Sport,mandante,4.823529411764706,4.420855614973261
1773,Gerson,89256,Flamengo,MEI,4.800000000000001,0.0,Santos,mandante,3.9166666666666665,4.358333333333333
1774,Yuri Alberto,100652,Internacional,ATA,5.3928571428571415,3.9812499999999997,Atlético-GO,mandante,3.3,4.346428571428571
1775,Elton,38588,Cuiabá,ATA,4.1923076923076925,1.6818181818181819,Fortaleza,mandante,4.5,4.346153846153847
1776,Fábio Santos,38229,Corinthians,LAT,2.6933333333333334,4.226666666666667,Grêmio,mandante,5.966666666666667,4.33
1777,Vina,71162,Ceará,MEI,4.737499999999999,2.9000000000000004,América-MG,mandante,3.911764705882353,4.324632352941176
1778,Thaciano,87470,Bahia,MEI,4.283333333333333,2.1399999999999997,Fluminense,mandante,4.34375,4.313541666666667
1779,Luiz Otávio,72359,Ceará,ZAG,4.699999999999999,2.8499999999999996,América-MG,mandante,3.911764705882353,4.305882352941176
1780,João Paulo,111281,Chapecoense,GOL,3.7857142857142856,1.2777777777777777,Sport,mandante,4.823529411764706,4.304621848739496
1781,Juninho Capixaba,94968,Bahia,LAT,4.24,4.3999999999999995,Fluminense,mandante,4.34375,4.291875
