,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Cuiabá,Chapecoense,54.98870818231849,26.650924197262167,18.36032405834586,48.70760281253255,23.139886355519902
1,Grêmio,Fluminense,27.588592038184494,33.22624370208436,39.185163388268684,37.60254328736982,46.39416392222922
2,Athlético-PR,Ceará,39.6123506235335,32.22786284667175,28.159785134086736,44.38746912487934,35.91945794817646
3,Santos,Bragantino,23.288338274791492,26.37961933862808,50.33199483226828,22.85954537267462,40.18730896661474
4,Atlético-MG,Corinthians,56.85569629675417,28.26209086012742,14.882192685567869,58.15205037810642,25.867429145457066
5,Palmeiras,Atlético-GO,43.76075214453713,31.379453542009816,24.859791296507076,46.77276825224702,32.84163690305147
6,Fortaleza,São Paulo,50.41654550462835,29.611749331526248,19.97169514837988,50.87787563915056,28.395108026696043
7,Sport,América-MG,27.863093377664892,40.08764217272584,32.04926442313939,50.58196056060012,54.125076230798285
8,Juventude,Internacional,28.046664781589005,29.039259737382444,42.91406726278162,29.332438704190565,39.365505888606876
9,Flamengo,Bahia,66.5260064431167,20.081479205056432,13.391572389750287,45.89368945318073,13.166177697550937
