,clube,ranking_clube,fase
0,Bragantino,1,86.67
1,Palmeiras,3,80.0
2,Athlético-PR,2,66.67
3,Juventude,8,66.67
4,Flamengo,6,60.0
5,Santos,7,53.33
6,Atlético-MG,5,46.67
7,Bahia,9,46.67
8,Fortaleza,4,40.0
9,América-MG,16,40.0
10,Ceará,12,40.0
11,Corinthians,11,40.0
12,Internacional,14,33.33
13,Fluminense,13,33.33
14,Sport,15,33.33
15,São Paulo,17,26.67
16,Atlético-GO,10,26.67
17,Cuiabá,18,20.0
18,Chapecoense,19,20.0
19,Grêmio,20,13.33
