,atleta_id,apelido,ranking
0,39148,Hulk,1
1,94916,Nacho Fernández,2
2,95794,Nathan Silva,3
3,107750,Vanderson,4
4,42411,Cuca,5
5,103099,Éderson,6
6,94583,Pedro,7
7,94509,Raphael Veiga,8
8,101319,Guga,9
9,89274,Andreas Pereira,10
10,52253,Réver,11
11,101798,Guilherme Castilho,12
12,72294,Everson,13
13,103700,Bruno Méndez,14
14,100652,Yuri Alberto,15
15,102878,Terans,16
16,109282,Luiz Henrique,17
17,96725,Saravia,18
18,91573,Arboleda,19
19,38750,Filipe Luís,20
