,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Corinthians,Fortaleza,35.102175610582066,30.433402353353273,34.46441951040008,36.181288247993464,35.7393509549309
1,Internacional,Grêmio,59.0794561827305,24.60338193999218,16.317047052617788,48.90208089740312,19.807281579567494
2,Fluminense,Sport,38.744600613462374,40.46459082029173,20.790808501650915,62.108964713985685,46.59916921108256
3,Santos,Palmeiras,27.325920329267845,27.519653462180855,45.154405469249404,25.91707591032797,37.34990679409244
4,Atlético-MG,América-MG,63.12974800052966,23.819987357785877,13.050126023929026,55.152617872424194,19.175898534391056
5,Bragantino,Athlético-PR,57.23007410621026,22.48602376602754,20.28347195999971,36.283255280428165,15.533695195951353
6,Bahia,São Paulo,38.10204757220412,32.97890131268175,28.919050251347166,44.72684795194466,37.83372408762552
7,Ceará,Cuiabá,33.88349567908687,37.668805372204545,28.44769886761163,51.06084743880931,46.608547053065294
8,Chapecoense,Flamengo,10.39502519440403,17.00908602884336,72.59271936537486,9.840319634362995,47.19743664902891
9,Atlético-GO,Juventude,42.07158014120214,34.912332708522484,23.01608652061804,53.752444954557454,38.53129187248967
