,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,0,65.57097916666666,1,65.70062499999999,1,65.44133333333333,1
1,1,58.1659375,2,64.44500000000001,2,51.886874999999996,2
2,2,50.220735294117645,3,52.21647058823528,3,48.225,4
3,12,48.42575,4,45.477500000000006,13,51.373999999999995,3
4,10,45.14349264705883,5,48.478750000000005,11,41.80823529411765,6
5,4,45.097352941176474,6,50.652352941176474,5,39.542352941176475,8
6,5,44.673125,7,50.025000000000006,6,39.32125,10
7,7,44.51336397058823,8,49.50235294117646,8,39.524375,9
8,6,44.30919117647059,9,49.5825,7,39.03588235294117,11
9,3,42.79998039215687,10,51.18466666666667,4,34.41529411764706,15
10,8,41.861999999999995,11,48.56,9,35.163999999999994,14
11,11,41.820562499999994,12,46.508,12,37.13312499999999,13
12,17,41.27825,13,38.5425,18,44.014,5
13,18,39.38174208144796,14,37.32230769230769,19,41.44117647058823,7
14,16,39.00383333333333,15,39.375,17,38.63266666666667,12
15,9,38.11833333333333,16,48.534,10,27.702666666666666,20
16,14,37.8675,17,43.724374999999995,15,32.010625000000005,16
17,13,37.314708333333336,18,43.81066666666667,14,30.81875,17
18,15,35.33296078431373,19,42.20058823529411,16,28.465333333333334,19
19,19,29.203363970588235,20,28.67235294117647,20,29.734375,18
