,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,0,82876,Sport,MEI,1.6,1.35
1,Abel Ferreira,110506,Palmeiras,TEC,3.9058333333333333,4.308999999999999
2,Abel Hernández,74159,Fluminense,ATA,-0.9,1.2000000000000002
3,Abner Vinícius,104513,Athlético-PR,LAT,2.9142857142857146,1.2833333333333334
4,Ademir,101314,América-MG,ATA,4.128571428571429,2.6999999999999997
5,Aderlan,88423,Bragantino,LAT,3.6624999999999996,7.8
6,Adson,111682,Corinthians,MEI,7.066666666666666,3.157142857142857
7,Airton,106107,Ceará,ATA,0.0,0.2
8,Alan Empereur,88033,Cuiabá,ZAG,0.7,3.9000000000000004
9,Alan Ruschel,63110,América-MG,LAT,2.685714285714286,0.22857142857142865
10,Alan Santos,70132,Chapecoense,MEI,1.5666666666666667,0.7
11,Alerrandro,101715,Bragantino,ATA,1.3,4.06
12,Alison,73974,Santos,MEI,1.45,0.25
13,Alisson,81845,Grêmio,MEI,3.6750000000000003,1.0799999999999998
14,Allan,96652,Atlético-MG,MEI,1.025,1.9400000000000002
15,Alyson,102330,Juventude,LAT,-0.16666666666666666,2.2666666666666666
16,Alê,86388,América-MG,MEI,3.9,1.5125
17,Anderson Conceição,71618,Cuiabá,ZAG,-1.7333333333333334,2.2
18,Anderson Jesus,90700,América-MG,ZAG,3.8571428571428577,0.8
19,Anderson Leite,87691,Chapecoense,MEI,3.2624999999999997,3.3285714285714287
20,Andreas Pereira,89274,Flamengo,MEI,4.8,3.8333333333333326
21,André,68690,Sport,ATA,1.9500000000000002,0.9
22,André,107498,Fluminense,MEI,2.3666666666666667,4.459999999999999
23,André Luís,92146,Atlético-GO,ATA,1.4999999999999998,2.9428571428571426
24,Anselmo Ramon,69214,Chapecoense,ATA,1.31,3.127272727272727
25,António Oliveira,111578,Athlético-PR,TEC,3.6399999999999997,3.005
26,Araos,102352,Corinthians,MEI,-0.15,0.3499999999999999
27,Arboleda,91573,São Paulo,ZAG,5.925000000000001,6.766666666666666
28,Arias,99815,Fluminense,MEI,1.3,3.2
29,Arnaldo,78497,Atlético-GO,LAT,2.933333333333333,5.0888888888888895
30,Arrascaeta,87863,Flamengo,MEI,6.616666666666667,5.699999999999998
31,Arthur Gomes,96966,Atlético-GO,ATA,3.7166666666666663,1.7399999999999998
32,Arthur Henrique,86629,Atlético-GO,LAT,2.15,0.5
33,Artur,95799,Bragantino,ATA,5.960000000000001,4.4375
34,Auremir,77570,Cuiabá,MEI,2.1833333333333336,1.02
35,Baralhas,99440,Atlético-GO,MEI,2.966666666666667,4.029999999999999
36,Bento,105208,Athlético-PR,GOL,1.875,1.0
37,Benítez,93550,São Paulo,MEI,4.55,0.2571428571428571
38,Berrío ,85300,América-MG,ATA,0.65,0.0
39,Bissoli,100762,Athlético-PR,ATA,2.15,4.300000000000001
40,Bobadilla,84342,Fluminense,ATA,1.0799999999999998,4.64
41,Borja,86120,Grêmio,ATA,5.459999999999999,2.75
42,Borrero,106843,Atlético-MG,MEI,0.9333333333333332,3.46
43,Boschilia,86841,Internacional,MEI,0.6200000000000001,2.2199999999999998
44,Brenno,100830,Grêmio,GOL,2.5,2.3333333333333335
45,Breno Lopes,93988,Palmeiras,ATA,2.5714285714285716,4.883333333333334
46,Bruninho,101716,Juventude,MEI,1.38,0.875
47,Bruninho,113558,Bragantino,ATA,-0.2,0.0
48,Bruno Alves,73620,São Paulo,ZAG,2.871428571428571,1.78
49,Bruno Cortez,72079,Grêmio,LAT,3.04,2.15
50,Bruno Henrique,90285,Flamengo,ATA,9.17,4.5
51,Bruno Marques,105111,Santos,ATA,-1.2,-1.1
52,Bruno Melo,84339,Fortaleza,LAT,3.66,-2.066666666666667
53,Bruno Méndez,103700,Internacional,ZAG,4.466666666666667,5.171428571428572
