,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Chapecoense,Atlético-GO,25.88278347728938,34.96223699727938,39.154979090429705,39.99979863147461,50.473748972941
1,Bahia,Grêmio,43.31392252620112,30.94232246915417,25.743751500309397,45.060487359550486,32.32443639065457
2,Bragantino,América-MG,49.27051729518281,25.975201212252852,24.754224138702742,37.369315425937295,22.23084378458998
3,São Paulo,Sport,33.77873156056093,43.70261302904747,22.518655399745757,62.69261608448845,52.736722675272475
4,Corinthians,Athlético-PR,44.3027583564019,29.791048203577063,25.90618704186608,43.024740236374434,30.121438305424437
5,Atlético-MG,Fluminense,59.56592962724301,27.403605713835915,13.030436445012558,61.00485247123621,24.668706159120646
6,Internacional,Santos,54.37090699096467,27.245694854030766,18.38336562511712,49.71700074551152,24.167294852885338
7,Flamengo,Ceará,62.38721185768548,23.175840692377868,14.436737942934801,50.34430907656361,17.81517441578561
8,Cuiabá,Palmeiras,35.43072305440137,30.15497679865992,34.41429719731689,35.75203705692235,35.05424136473402
9,Fortaleza,Juventude,47.35135054589594,28.091543364465547,24.55708847706713,41.730593497651824,26.403503329970263
