,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,4.6175,4.133333333333334
1,Abel Hernández,74159,Fluminense,ATA,7.8,-0.0666666666666667
2,Abner Vinícius,104513,Athlético-PR,LAT,6.2,2.8000000000000003
3,Ademir,101314,América-MG,ATA,10.299999999999999,7.35
4,Aderlan,88423,Bragantino,LAT,1.8999999999999997,3.6333333333333333
5,Adson,111682,Corinthians,MEI,-0.35,-0.3
6,Airton,106107,Ceará,ATA,2.1,-0.1
7,Alan Empereur,88033,Cuiabá,ZAG,2.6333333333333333,1.2
8,Alan Ruschel,63110,América-MG,LAT,0.0,0.0
9,Alan Santos,70132,Chapecoense,MEI,0.2,-0.5
10,Alberto Valentim,84863,Athlético-PR,TEC,2.3366666666666664,4.246666666666667
11,Alerrandro,101715,Bragantino,ATA,0.35,2.8499999999999996
12,Alisson,81845,Grêmio,MEI,5.424999999999999,2.6
13,Allan,96652,Atlético-MG,MEI,2.05,3.366666666666667
14,Alê,86388,América-MG,MEI,3.0,5.0
15,Anderson Jesus,90700,América-MG,ZAG,0.35,-0.4
16,Anderson Leite,87691,Chapecoense,MEI,5.0,1.6666666666666667
17,Andreas Pereira,89274,Flamengo,MEI,7.275,2.9666666666666663
18,André,107498,Fluminense,MEI,2.533333333333333,2.0999999999999996
19,André Luís,92146,Atlético-GO,ATA,0.4666666666666666,1.725
20,Anselmo Ramon,69214,Chapecoense,ATA,0.8500000000000001,-3.0
21,Arboleda,91573,São Paulo,ZAG,6.6,3.4499999999999997
22,Arias,99815,Fluminense,MEI,2.733333333333333,1.2
23,Arnaldo,78497,Atlético-GO,LAT,3.75,2.4749999999999996
24,Arrascaeta,87863,Flamengo,MEI,6.0,0.0
25,Artur,95799,Bragantino,ATA,8.133333333333333,16.4
26,Auremir,77570,Cuiabá,MEI,0.5666666666666668,3.2000000000000006
27,Baralhas,99440,Atlético-GO,MEI,1.2,5.175000000000001
28,Benítez,93550,São Paulo,MEI,-0.2,2.2
29,Bissoli,100762,Athlético-PR,ATA,1.0333333333333334,0.7333333333333334
30,Bobadilla,84342,Fluminense,ATA,-0.44999999999999996,0.8999999999999999
31,Borja,86120,Grêmio,ATA,5.9,0.0
32,Borrero,106843,Atlético-MG,MEI,1.7,6.55
33,Boschilia,86841,Internacional,MEI,1.35,-0.7
34,Brenno,100830,Grêmio,GOL,-1.3333333333333333,4.166666666666667
35,Breno Lopes,93988,Palmeiras,ATA,-0.7000000000000001,7.7
36,Bruninho,101716,Juventude,MEI,1.0,-0.3
37,Bruno Alves,73620,São Paulo,ZAG,4.5,0.0
38,Bruno Cortez,72079,Grêmio,LAT,2.25,0.0
39,Bruno Henrique,90285,Flamengo,ATA,7.2,1.1
40,Bruno Melo,84339,Fortaleza,LAT,3.575,4.3500000000000005
41,Bruno Méndez,103700,Internacional,ZAG,1.7,3.6666666666666665
42,Bruno Nazário,81776,América-MG,MEI,-0.2,0.3
43,Bruno Pacheco,90061,Ceará,LAT,3.233333333333333,2.4333333333333336
44,Bruno Silva,101422,Chapecoense,ATA,1.4,4.6
45,Bruno Viana,92291,Flamengo,ZAG,3.1,6.0
46,Busanello,97537,Chapecoense,LAT,1.4333333333333333,1.8666666666666665
47,Cabrera,108473,Cuiabá,MEI,2.2,0.0
48,Caio Paulista,102318,Fluminense,ATA,2.066666666666667,1.0333333333333332
49,Caio Vidal,107745,Internacional,ATA,5.3,1.9500000000000002
50,Calebe,109461,Atlético-MG,MEI,1.7,2.35
51,Calegari,104276,Fluminense,LAT,3.4,0.0
52,Calleri,89840,São Paulo,ATA,9.733333333333333,3.0
53,Camacho,68770,Santos,MEI,1.3,0.4666666666666666
54,Camilo,104519,Cuiabá,MEI,2.6500000000000004,1.6000000000000003
55,Campaz,105102,Grêmio,MEI,2.6333333333333333,-0.45
56,Cantillo,85315,Corinthians,MEI,2.9,3.6500000000000004
57,Capixaba,94894,Juventude,ATA,0.1666666666666667,2.175
58,Carlos Eduardo,90917,Athlético-PR,ATA,2.9,2.6
59,Carlos Sánchez,81677,Santos,MEI,1.5,3.3000000000000003
60,Chico,82407,Juventude,MEI,-0.05000000000000002,3.75
61,Chico,99253,Sport,ZAG,5.900000000000001,1.5666666666666667
62,Christian,104502,Athlético-PR,MEI,1.5333333333333332,2.3666666666666667
63,Churín,98289,Grêmio,ATA,-0.05,-0.2
64,Clayson,83817,Cuiabá,ATA,1.9666666666666668,1.4333333333333333
65,Cleiton,93882,Bragantino,GOL,5.5,4.5
66,Cléber,104125,Ceará,ATA,4.5,2.5
67,Conti,100943,Bahia,ZAG,5.65,4.6
68,Cuca,42411,Atlético-MG,TEC,4.4125,3.396666666666667
69,Cuello,98909,Bragantino,ATA,3.225,7.0
70,Cássio,42234,Corinthians,GOL,10.0,0.0
71,Daniel,93791,Bahia,MEI,-0.85,1.6333333333333335
72,Daniel,96468,Internacional,GOL,-1.0,6.25
73,Daniel Guedes ,88225,Fortaleza,LAT,5.7,0.0
74,Danilo,107231,Palmeiras,MEI,3.25,1.4
75,Danilo Barbosa,86777,Palmeiras,MEI,1.3999999999999997,2.2666666666666666
76,Danilo Barcelos,84382,Fluminense,LAT,4.866666666666666,1.55
77,Danilo Boza,101431,Santos,ZAG,0.0,4.633333333333333
78,Danilo Fernandes,69051,Bahia,GOL,8.25,9.0
79,David,90309,Fortaleza,ATA,2.225,3.9666666666666663
80,David Braz,50317,Fluminense,ZAG,-3.9,2.533333333333333
81,Dawhan,97780,Juventude,MEI,5.8,2.0666666666666664
82,Denner,102038,Chapecoense,MEI,2.3000000000000003,1.2
83,Depietri,114138,Fortaleza,ATA,0.0,0.0
84,Derlan,98945,Chapecoense,ZAG,-0.7,0.0
85,Deyverson,92708,Palmeiras,ATA,1.4666666666666668,1.1
86,Diego,101728,São Paulo,ZAG,4.9,0.0
87,Diego Aguirre,73766,Internacional,TEC,4.626666666666667,2.22
88,Diego Alves,38509,Flamengo,GOL,4.5,0.0
89,Diego Costa,70316,Atlético-MG,ATA,3.733333333333333,3.2
90,Diego Souza,68911,Grêmio,ATA,3.925,1.0333333333333332
91,Diego Tardelli,38231,Santos,ATA,0.34999999999999987,1.625
92,Diogo Giacomini,93317,América-MG,TEC,5.04,0.0
93,Dodô,68727,Atlético-MG,LAT,2.0,2.0
94,Douglas Borel,104634,Bahia,LAT,7.0,0.0
95,Douglas Costa,62020,Grêmio,ATA,4.325,-0.5500000000000003
96,Douglas Friedrich,78584,Juventude,GOL,3.5,1.125
97,Du Queiroz,113687,Corinthians,MEI,4.1,-0.45000000000000007
98,Dudu,68920,Palmeiras,ATA,4.425,3.5999999999999996
99,Dudu,97133,Atlético-GO,LAT,1.4,5.5
100,Edenílson,63289,Internacional,MEI,0.3,-1.5666666666666664
101,Eder,91521,São Paulo,ATA,0.45,0.4
102,Edimar,62024,Bragantino,LAT,3.0,0.0
103,Edinho,80193,Fortaleza,ATA,0.44999999999999996,0.0
104,Eduardo Bauermann,86970,América-MG,ZAG,2.6999999999999997,4.275
105,Eduardo Sasha,70360,Atlético-MG,ATA,0.6,4.75
106,Eduardo Souza,88406,Atlético-GO,TEC,3.856666666666667,3.1325
107,Elias,107795,Grêmio,ATA,0.6000000000000001,0.0
108,Elton,38588,Cuiabá,ATA,4.2,0.5
109,Emiliano Martínez,108683,Bragantino,MEI,0.5499999999999999,2.5
110,Eric Ramires,103295,Bragantino,MEI,-0.8750000000000001,2.6999999999999997
111,Erick,97810,Ceará,ATA,4.7,3.65
112,Erick,98022,Athlético-PR,LAT,3.633333333333333,7.1
113,Everaldo ,91151,Sport,ATA,2.95,3.4
114,Everson,72294,Atlético-MG,GOL,4.0,1.3333333333333333
115,Everton,50301,Grêmio,MEI,-0.2,-0.7
116,Everton Felipe,86519,Sport,MEI,-0.45000000000000007,0.15000000000000002
117,Everton Ribeiro,51772,Flamengo,MEI,3.9333333333333336,1.5
118,Ewerthon,106082,Sport,LAT,6.55,1.2666666666666668
119,Fabinho,80393,Ceará,MEI,-0.09999999999999998,7.55
120,Fabrício,105171,América-MG,ATA,3.8666666666666667,2.6666666666666665
121,Fabrício Bruno,90768,Bragantino,ZAG,3.775,-1.35
122,Fagner,42500,Corinthians,LAT,6.4,0.8
123,Felipe,91733,Fortaleza,MEI,-1.9666666666666666,1.1333333333333333
124,Felipe Alves,72372,Fortaleza,GOL,3.6666666666666665,4.0
125,Felipe Azevedo,60825,América-MG,ATA,2.733333333333333,-0.4333333333333333
126,Felipe Jonatan,101708,Santos,LAT,2.2,6.333333333333333
127,Felipe Marques,101054,Cuiabá,ATA,1.8666666666666665,0.46666666666666673
128,Felipe Melo,38545,Palmeiras,MEI,2.7000000000000006,-0.8000000000000002
129,Fernando Miguel,71571,Atlético-GO,GOL,4.5,5.25
130,Fernando Pacheco,98740,Juventude,ATA,-3.2,-0.3
131,Fernando Sobral,84428,Ceará,MEI,5.933333333333334,0.8666666666666667
132,Ferreira,101290,Grêmio,ATA,2.033333333333333,2.766666666666667
133,Filipe Luís,38750,Flamengo,LAT,5.233333333333333,5.5
134,Fred,38162,Fluminense,ATA,1.35,-1.2
135,Fábio Carille,70696,Santos,TEC,3.37,3.9875
136,Fábio Santos,38229,Corinthians,LAT,4.45,4.933333333333334
137,Gabriel,78605,Corinthians,MEI,1.1,0.3
138,Gabriel,83257,Flamengo,ATA,2.2333333333333334,0.0
139,Gabriel,98976,São Paulo,MEI,-0.1,0.0
140,Gabriel Chapecó,112616,Grêmio,GOL,2.0,0.0
141,Gabriel Dias,88368,Ceará,LAT,0.2,5.1
142,Gabriel Lacerda,108176,Ceará,ZAG,5.0,3.1999999999999997
143,Gabriel Menino,103767,Palmeiras,MEI,0.3,1.1
144,Gabriel Novaes,109639,Bragantino,ATA,1.4666666666666668,-0.95
145,Gabriel Pereira,109588,Corinthians,MEI,2.5999999999999996,4.275
146,Gabriel Pirani,110607,Santos,MEI,-0.1,1.2
147,Gabriel Santos,114473,Ceará,ATA,0.5,0.0
148,Gabriel Sara,100763,São Paulo,MEI,4.975,3.9
149,Gabriel Teixeira,110760,Fluminense,MEI,0.4,0.0
150,Gabriel Veron,103764,Palmeiras,ATA,-2.1,2.0
151,Geuvânio,73896,Chapecoense,ATA,3.8000000000000003,6.1
152,Gil,68923,Corinthians,ZAG,8.6,1.6333333333333335
153,Gilberto,61188,Bahia,ATA,4.8,4.7
154,Giuliano,51548,Corinthians,MEI,0.5,3.6333333333333333
155,Guga,101319,Atlético-MG,LAT,1.8999999999999997,-0.03333333333333325
156,Guilherme Arana,87228,Atlético-MG,LAT,6.1,4.25
157,Guilherme Castilho,101798,Juventude,MEI,3.3666666666666667,3.3000000000000003
158,Guilherme Guedes,100741,Grêmio,LAT,2.1,-0.9
159,Gustavo Apis,110947,Fluminense,MEI,0.0,1.7
160,Gustavo Florentín,97094,Sport,TEC,5.8375,3.19
161,Gustavo Gómez,71684,Palmeiras,ZAG,3.0666666666666664,1.3
162,Gustavo Henrique,78248,Flamengo,ZAG,5.550000000000001,-0.8
163,Gustavo Maia,108712,Internacional,ATA,5.5,0.55
164,Gustavo Mosquito,97450,Corinthians,ATA,2.25,1.2666666666666666
165,Gustavo Oliveira,110633,Sport,MEI,4.125,4.8999999999999995
166,Gustavo Scarpa,87999,Palmeiras,MEI,4.35,5.3500000000000005
167,Guto Ferreira,37245,Bahia,TEC,5.74,5.123333333333333
