,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,1,61.27225274725275,1,61.871428571428574,2,60.67307692307692,1
1,0,56.41711904761904,2,62.91357142857142,1,49.92066666666666,4
2,4,51.56183333333334,3,50.058666666666674,5,53.065,3
3,13,49.773692307692315,4,43.702000000000005,14,55.845384615384624,2
4,2,47.91464285714285,5,54.20428571428572,3,41.62499999999999,7
5,3,47.48754761904762,6,50.59642857142858,4,44.37866666666666,6
6,6,44.10699999999999,7,47.59399999999999,7,40.62,10
7,5,43.71233333333333,8,49.69466666666666,6,37.730000000000004,13
8,9,43.466476190476186,9,45.83428571428571,10,41.09866666666667,9
9,11,42.245714285714286,10,44.98357142857143,12,39.50785714285714,12
10,17,41.72282967032967,11,37.846428571428575,18,45.599230769230765,5
11,8,41.19392857142857,12,46.38,9,36.00785714285714,14
12,16,40.67928571428572,13,41.665000000000006,17,39.69357142857143,11
13,10,40.10589743589743,14,45.658461538461545,11,34.55333333333333,15
14,18,37.988749999999996,15,34.85083333333333,19,41.126666666666665,8
15,7,37.38714285714286,16,46.43357142857143,8,28.340714285714288,18
16,15,36.959809523809525,17,41.80428571428571,16,32.11533333333334,16
17,12,34.91480769230769,18,44.855000000000004,13,24.974615384615383,20
18,14,34.276051282051284,19,42.16133333333334,15,26.39076923076923,19
19,19,30.625666666666667,20,30.516666666666666,20,30.734666666666666,17
