,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
15,"{'A': 1, 'CA': 1, 'DS': 1, 'FC': 2, 'FF': 9, 'FS': 7, 'G': 1, 'I': 1, 'PI': 42}",71162,12,354,4,7,1.3,11.21,0.08,1.55,11,vina,Vina,Vina,Vinícius Goes Barbosa de Souza,https://s.glbimg.com/es/sde/f/2021/06/02/03a9bd95b9964e9fa07bbf7412a7a03c_FORMATO.png,Provável
16,"{'A': 3, 'CA': 1, 'DS': 16, 'FC': 10, 'FD': 5, 'FF': 10, 'FS': 13, 'FT': 1, 'G': 1, 'I': 1, 'PI': 81}",102598,12,280,5,7,1.5,13.54,0.26,4.69,10,helinho,Helinho,Helinho,Hélio Júnio Nunes de Castro,https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png,Provável
17,"{'CA': 1, 'DE': 38, 'FS': 2, 'GS': 12, 'SG': 3}",93882,12,280,1,7,2.0,8.45,-0.11,3.64,11,cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png,Provável
18,"{'CA': 2, 'DS': 19, 'FC': 19, 'FD': 1, 'FF': 2, 'FS': 19, 'PI': 35}",38909,12,262,4,7,1.6,5.69,0.15,2.05,7,diego,Diego,Diego,Diego Ribas da Cunha,https://s.glbimg.com/es/sde/f/2021/05/01/6584e15d2928d6fbac297573a2a35b98_FORMATO.png,Provável
19,"{'DS': 35, 'FC': 12, 'FD': 4, 'FF': 1, 'FS': 17, 'PI': 133, 'SG': 4}",42500,12,264,2,7,2.1,11.68,0.07,4.15,12,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png,Provável
20,"{'A': 1, 'DS': 3, 'FC': 3, 'FF': 2, 'FS': 8, 'PI': 34}",51772,12,262,4,7,5.7,7.58,0.65,2.9,3,everton-ribeiro,Everton Ribeiro,E. Ribeiro,Everton Augusto de Barros Ribeiro,https://s.glbimg.com/es/sde/f/2021/06/04/05d8938c961ac64ee72c2da88ed77f88_FORMATO.png,Provável
21,"{'DE': 18, 'FS': 1, 'GS': 6, 'SG': 5}",78851,12,354,1,7,6.0,7.34,1.29,4.69,8,richard,Richard,Richard,Richard de Oliveira da Costa,https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png,Provável
22,"{'CA': 1, 'DS': 22, 'FC': 6, 'FD': 2, 'FF': 4, 'FS': 5, 'PI': 22, 'SG': 3}",73800,12,262,3,7,0.0,12.06,0.0,5.41,7,rodrigo-caio,Rodrigo Caio,R. Caio,Rodrigo Caio Coquette Russo,https://s.glbimg.com/es/sde/f/2021/05/01/361e833ec8151b521da956148bee92e5_FORMATO.png,Provável
23,"{'DS': 23, 'FC': 17, 'FD': 1, 'FF': 7, 'FS': 16, 'PI': 23}",82455,12,275,4,6,5.3,5.72,0.15,3.01,9,ze-rafael,Zé Rafael ,Z. Rafael,José Rafael Vivian,https://s.glbimg.com/es/sde/f/2021/04/30/2a199d6235557f8b6ca773b7fd92b2bd_FORMATO.png,Nulo
24,"{'CA': 1, 'DS': 12, 'FC': 11, 'FD': 5, 'FF': 10, 'FS': 15, 'PI': 46}",90031,12,354,5,3,0.0,6.85,0.0,2.67,8,mendoza,Mendoza,Mendoza,John Stiven Mendoza Valencia,https://s.glbimg.com/es/sde/f/2021/03/11/adf62456aacb951931d4be8a2e6595ca_FORMATO.png,Suspenso
25,"{'DS': 3, 'FC': 9, 'FD': 2, 'FF': 4, 'FS': 7, 'G': 2, 'I': 4, 'PI': 22}",94286,12,315,5,7,-0.1,5.18,-1.09,1.76,11,perotti,Perotti,Perotti,Pedro Henrique Perotti,https://s.glbimg.com/es/sde/f/2021/03/23/17acb053b61edf1d764249f524bbc93e_FORMATO.png,Provável
26,"{'A': 1, 'CA': 1, 'DS': 23, 'FC': 15, 'FS': 8, 'PI': 109, 'SG': 5}",97133,12,373,2,7,2.0,11.28,0.56,3.33,11,dudu,Dudu,Dudu,Luís Eduardo Marques dos Santos,https://s.glbimg.com/es/sde/f/2021/05/02/50a832ba3c7d7359fc0d3676881a664d_FORMATO.png,Provável
27,"{'CA': 1, 'DS': 1, 'FC': 7, 'FD': 4, 'FF': 5, 'FS': 9, 'PI': 61}",86759,12,264,4,6,2.5,2.12,0.47,0.38,7,luan,Luan,Luan,Luan Guilherme de Jesus Vieira,https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png,Nulo
28,"{'CA': 1, 'DS': 10, 'FC': 8, 'FD': 9, 'FF': 10, 'FS': 16, 'I': 1, 'PI': 54, 'PP': 1}",93108,12,264,4,7,0.9,5.42,-0.17,1.9,11,mateus-vital,Mateus Vital,M. Vital,Mateus da Silva Vital Assumpção,https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png,Provável
29,"{'A': 3, 'DS': 21, 'FC': 18, 'FD': 2, 'FF': 4, 'FS': 26, 'G': 2, 'PI': 82}",71937,12,327,4,7,4.2,9.3,0.58,5.93,9,juninho-valoura,Juninho Valoura,J. Valoura,Paulo Roberto Valoura Júnior,https://s.glbimg.com/es/sde/f/2021/06/04/bb9cdcd56ed46128268cac5bb14b941c_FORMATO.png,Provável
30,"{'CA': 2, 'DS': 8, 'FC': 9, 'FD': 1, 'FF': 3, 'FS': 7, 'I': 1, 'PI': 35}",81776,12,327,4,6,0.0,3.44,0.0,0.32,8,bruno-nazario,Bruno Nazário,B. Nazário,Bruno dos Santos Nazário,https://s.glbimg.com/es/sde/f/2021/06/04/100b1cb716e1a10a9fab2940745cfa5e_FORMATO.png,Nulo
31,"{'CA': 1, 'DE': 41, 'DS': 1, 'GS': 10, 'SG': 4}",42234,12,264,1,7,4.0,11.95,0.39,4.16,12,cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png,Provável
32,{},99878,12,327,5,6,0.0,4.0,0.0,0.0,0,leo-passos,Léo Passos,L. Passos,Leonardo da Silva Passos,https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png,Nulo
33,"{'DS': 29, 'FC': 13, 'FF': 4, 'FS': 6, 'G': 1, 'PI': 58}",82381,12,327,4,7,1.5,5.61,-0.43,2.82,11,juninho,Juninho,Juninho,Adilson dos Anjos Oliveira,https://s.glbimg.com/es/sde/f/2021/06/04/c35f04fcd28f7a59dc606a15d28b10c8_FORMATO.png,Provável
34,{},72359,12,354,3,6,0.0,7.0,0.0,0.0,0,luiz-otavio,Luiz Otávio,L. Otávio,Luiz Otávio Anacleto Leandro,https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png,Nulo
35,"{'CA': 2, 'DS': 22, 'FC': 11, 'FD': 1, 'FF': 1, 'FS': 7, 'PI': 113, 'SG': 1}",50645,12,327,2,7,1.1,3.38,-0.07,1.17,10,eduardo,Eduardo,Eduardo,Carlos Eduardo Santos Oliveira,https://s.glbimg.com/es/sde/f/2021/06/04/fae6b4ad0681f06837155acdee995c83_FORMATO.png,Provável
36,"{'CV': 1, 'DS': 11, 'FC': 6, 'FS': 5, 'PC': 1, 'PI': 9}",79334,12,327,3,7,6.7,2.5,0.83,0.9,4,ricardo-silva,Ricardo Silva,R. Silva,Ricardo César Dantas da Silva,https://s.glbimg.com/es/sde/f/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,Provável
37,"{'FC': 4, 'FS': 2, 'I': 1, 'PI': 4}",97080,12,354,5,6,0.4,1.11,0.22,-0.38,5,yony-gonzalez,Yony González,Y. González,Jony Alexander González Copete,https://s.glbimg.com/es/sde/f/2021/03/11/1fdc76b6718e0047cc575c51cd3e182c_FORMATO.png,Nulo
38,{},101201,12,354,5,5,0.0,3.0,0.0,0.0,0,victor-jacare,Victor Jacaré,V. Jacaré,Francisco Vítor Silva Costa,https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png,Contundido
39,"{'A': 1, 'CA': 1, 'DS': 16, 'FC': 6, 'FD': 2, 'FS': 3, 'PI': 36, 'SG': 2}",86970,12,327,3,2,0.9,3.24,-0.1,2.39,11,eduardo-bauermann,Eduardo Bauermann,E. Bauermann,Eduardo Gabriel dos Santos Bauermann,https://s.glbimg.com/es/sde/f/2021/06/04/5330493982418596b1d0c0c44cff10eb_FORMATO.png,Dúvida
40,"{'A': 2, 'CA': 1, 'DS': 19, 'FC': 17, 'FD': 11, 'FF': 10, 'FS': 17, 'FT': 1, 'G': 3, 'I': 1, 'PI': 65}",94509,12,275,4,7,0.2,13.08,-1.06,5.67,12,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2021/04/30/c4c1b91cbd4ff74465329b542ccd0c6d_FORMATO.png,Provável
41,"{'DS': 1, 'FD': 2, 'FS': 4, 'PI': 6}",71691,12,265,4,6,0.0,3.78,0.0,0.48,10,oscar-ruiz,Óscar Ruíz,Ã. Ruíz,Óscar Ramón Ruiz Roa,https://s.glbimg.com/es/sde/f/2021/04/19/e850cf4d6cfc215e774c04bf144994e4_FORMATO.png,Nulo
42,"{'DS': 7, 'FC': 10, 'FD': 1, 'FF': 3, 'FS': 15, 'G': 1, 'PI': 75, 'SG': 4}",38229,12,264,2,7,-0.6,10.18,-0.84,3.36,10,fabio-santos,Fábio Santos,F. Santos,Fábio Santos Romeu,https://s.glbimg.com/es/sde/f/2021/04/20/96a1d9072d2146d25f1741af24739dda_FORMATO.png,Provável
43,"{'DS': 2, 'FC': 4, 'FF': 3, 'FS': 2, 'I': 1, 'PI': 18}",82276,12,327,5,6,0.4,2.65,-0.23,0.18,6,marcelo-toscano,Marcelo Toscano,M. Toscano,Marcelo Aparecido Toscano,https://s.glbimg.com/es/sde/f/2021/06/04/7a82108b77c8b85df37292b41d42048e_FORMATO.png,Nulo
44,"{'DS': 2, 'FF': 1, 'PI': 2}",82564,12,315,3,6,0.0,4.17,0.0,1.3,2,laercio,Laércio,Laércio,Laércio Soldá,https://s.glbimg.com/es/sde/f/2021/06/04/258396cfb81349c8a107e9d5b3f074cd_FORMATO.png,Nulo
45,"{'DE': 21, 'FS': 1, 'GS': 9, 'SG': 2}",51413,12,1371,1,5,0.0,5.18,0.0,2.81,8,walter,Walter,Walter,Walter Leandro Capeloza Artune,https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png,Contundido
46,"{'DS': 3, 'FC': 3, 'FD': 3, 'FF': 4, 'FS': 19, 'I': 1, 'PI': 25, 'PP': 1}",101314,12,327,5,6,0.0,6.01,0.0,2.16,5,ademir,Ademir,Ademir,Ademir da Silva Santos Júnior,https://s.glbimg.com/es/sde/f/2021/06/04/efcfc5345f6f86f495de23422e316d01_FORMATO.jpeg,Nulo
47,"{'A': 1, 'CA': 2, 'DS': 13, 'FC': 10, 'FD': 2, 'FF': 3, 'FS': 1, 'FT': 1, 'I': 1, 'PI': 32, 'SG': 4}",68923,12,264,3,7,2.0,6.52,0.77,2.8,12,gil,Gil,Gil,Carlos Gilberto do Nascimento Silva,https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png,Provável
48,{},82609,12,327,5,6,0.0,1.0,0.0,0.0,0,lohan,Lohan ,Lohan ,Lohan dos Santos Freire,https://s.glbimg.com/es/sde/f/2021/06/04/faeb7409b5eacca1289af06e67aba1fa_FORMATO.png,Nulo
49,"{'CA': 2, 'DS': 7, 'FC': 7, 'FF': 1, 'FS': 3, 'I': 2, 'PI': 43, 'SG': 2}",63172,12,1371,3,7,-2.7,4.0,-0.81,0.72,9,paulao,Paulão,Paulão,Paulo Marcos de Jesus Ribeiro,https://s.glbimg.com/es/sde/f/2021/05/28/bd45d7403ae979169ca442b18400e2fa_FORMATO.png,Provável
50,"{'A': 1, 'DS': 13, 'FC': 11, 'FD': 2, 'FF': 10, 'FS': 13, 'I': 8, 'PI': 42, 'PS': 1}",90264,12,327,5,6,0.0,6.24,0.0,2.22,10,rodolfo,Rodolfo,Rodolfo,Rodolfo José da Silva Bardella,https://s.glbimg.com/es/sde/f/2021/06/04/7a6c7a20ebefb1d7e3fc2038c8e83e0c_FORMATO.png,Nulo
51,"{'A': 2, 'DS': 7, 'FC': 4, 'FD': 1, 'FS': 3, 'PI': 22, 'SG': 2}",69345,12,262,2,7,11.7,11.85,1.41,6.37,4,isla,Isla,Isla,Mauricio Aníbal Isla Isla,https://s.glbimg.com/es/sde/f/2021/05/01/0f714292e3b8da4992a408c35794cb18_FORMATO.png,Provável
52,"{'CA': 2, 'DS': 4, 'FC': 4, 'FD': 2, 'FS': 4, 'G': 1, 'I': 7, 'PI': 3}",106704,12,327,5,7,1.0,1.76,0.04,1.1,6,carlos-alberto,Carlos Alberto,C. Alberto,Carlos Alberto Gomes da Silva Filho,https://s.glbimg.com/es/sde/f/2021/06/04/363520c570c6baea82ed36547ca233cf_FORMATO.png,Provável
53,"{'A': 1, 'CA': 3, 'DS': 11, 'FC': 11, 'FD': 5, 'FF': 3, 'FS': 33, 'I': 5, 'PI': 64}",83817,12,1371,5,7,0.3,5.94,-0.67,2.27,9,clayson,Clayson,Clayson,Clayson Henrique da Silva Vieira,https://s.glbimg.com/es/sde/f/2021/06/04/683002254efbbe78962d1ae99165f0b2_FORMATO.png,Provável
54,"{'CA': 1, 'DS': 1, 'FC': 3, 'FS': 4, 'PI': 12}",103515,12,327,4,6,0.0,1.51,0.0,-0.34,5,ramon,Ramon,Ramon,Ramon Rodrigo de Carvalho,https://s.glbimg.com/es/sde/f/2021/06/04/a312faa8b278b9a67f3539def2fe6ac2_FORMATO.png,Nulo
55,"{'FD': 2, 'FS': 1, 'G': 3, 'I': 1, 'PI': 6}",83257,12,262,5,7,25.8,22.01,0.01,25.8,1,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s.glbimg.com/es/sde/f/2021/05/01/a1cd90e3261b3c17b68fe4bc2fa82ef0_FORMATO.png,Provável
56,"{'FS': 1, 'G': 2, 'PI': 22}",38315,12,293,4,6,0.0,6.01,-0.64,2.38,6,jadson,Jadson,Jadson,Jadson Rodrigues da Silva,https://s.glbimg.com/es/sde/f/2020/10/09/a19dcb4146524e5dd0aae98743c0b8f3_FORMATO.png,Nulo
57,"{'DE': 29, 'FS': 2, 'GS': 9, 'SG': 3}",38509,12,262,1,7,8.5,14.47,1.28,4.0,9,diego-alves,Diego Alves,D. Alves,Diego Alves Carreira,https://s.glbimg.com/es/sde/f/2021/05/01/f3e9b15ef84f4d038e6cfd79171fab69_FORMATO.png,Provável
58,{},80079,12,327,1,6,0.0,1.0,0.0,0.0,0,airton,Airton,Airton,Airton Moraes Michellon,https://s.glbimg.com/es/sde/f/2021/06/04/81208059e023912c79130d05f5ec68f0_FORMATO.png,Nulo
59,{},104095,12,327,2,6,0.0,1.0,0.0,0.0,0,vitor-hugo,Vitor Hugo,V. Hugo,Vitor Hugo de Andrade Oliveira,https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png,Nulo
60,"{'A': 1, 'CA': 1, 'DS': 9, 'FC': 3, 'FF': 2, 'FS': 4, 'PI': 17, 'SG': 2}",98974,12,275,2,6,6.7,9.31,0.81,5.6,4,vina,Viña,Viña,Matías Nicolás Viña Susperreguy,https://s.glbimg.com/es/sde/f/2021/04/30/43d7b4281926b4040d62f2f2494760dc_FORMATO.png,Nulo
61,"{'A': 1, 'CA': 2, 'DS': 12, 'FC': 15, 'FD': 10, 'FF': 5, 'FS': 22, 'FT': 1, 'G': 3, 'I': 3, 'PI': 57}",90285,12,262,5,7,0.0,17.84,0.0,6.54,8,bruno-henrique,Bruno Henrique,B. Henrique,Bruno Henrique Pinto,https://s.glbimg.com/es/sde/f/2021/05/01/98039adcc6dd9b053c4057c1655e7aeb_FORMATO.png,Provável
62,{},110506,12,275,6,7,6.24,12.23,0.36,4.89,12,abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,https://s.glbimg.com/es/sde/f/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Provável
63,{'PI': 3},42491,12,293,2,6,-0.3,3.75,-1.25,-0.3,1,marcio-azevedo,Márcio Azevedo,M. Azevedo,Márcio Gonzaga de Azevedo,https://s.glbimg.com/es/sde/f/2021/05/02/c354345cb22c5612cfc7ca6c6954f1fd_FORMATO.png,Nulo
64,"{'CA': 1, 'DS': 9, 'FC': 5, 'FD': 2, 'FF': 4, 'FS': 11, 'I': 1, 'PI': 21}",86388,12,327,4,6,0.0,4.37,0.0,1.85,7,ale,Alê,Alê,Alexandre Egea,https://s.glbimg.com/es/sde/f/2021/06/04/fb4e69d36e6a93b5e9f5c927e3d29f8c_FORMATO.png,Nulo
65,"{'CA': 1, 'DS': 1, 'FC': 4, 'FD': 3, 'FF': 1, 'G': 1, 'PI': 23}",105889,12,327,4,6,0.0,1.59,0.0,1.42,5,geovane,Geovane,Geovane,Geovane Nascimento Silva,https://s.glbimg.com/es/sde/f/2021/06/04/f0832ef61ce3bdfc162d5e28e35892a0_FORMATO.png,Nulo
66,{},111650,12,327,4,6,0.0,1.0,0.0,0.0,0,lucas-gabriel,Lucas Gabriel,L. Gabriel,Lucas Gabriel de Araujo Cunha,https://s.glbimg.com/es/sde/f/2021/06/04/1bba16d04cedb2fae340ffac6d347e4e_FORMATO.png,Nulo
67,"{'A': 6, 'CA': 1, 'DS': 11, 'FC': 8, 'FD': 11, 'FF': 16, 'FS': 15, 'FT': 1, 'G': 3, 'I': 2, 'PI': 115}",87999,12,275,4,7,7.1,15.18,-0.04,6.93,12,gustavo-scarpa,Gustavo Scarpa,G. Scarpa,Gustavo Henrique Furtado Scarpa,https://s.glbimg.com/es/sde/f/2021/04/30/e594285e6781941b0f08b58d66d6669e_FORMATO.png,Provável
68,"{'DS': 6, 'FC': 7, 'FS': 3, 'G': 1, 'PI': 13, 'SG': 2}",71684,12,275,3,7,5.9,11.4,0.08,5.17,4,gustavo-gomez,Gustavo Gómez,G. Gómez,Gustavo Raúl Gómez Portillo,https://s.glbimg.com/es/sde/f/2021/04/30/6f48baaa83f44d6a1be5ee2b4f24d2d9_FORMATO.png,Provável
69,"{'DE': 6, 'FS': 1, 'GS': 3}",105208,12,293,1,7,3.0,2.88,0.51,1.75,2,bento,Bento,Bento,Bento Matheus Krepski,https://s.glbimg.com/es/sde/f/2020/01/21/ab6dea8e1671b6a86c1c7321be69d347_FORMATO.png,Provável
70,"{'A': 1, 'CA': 2, 'DS': 6, 'FC': 5, 'FD': 4, 'FF': 5, 'FS': 8, 'FT': 1, 'G': 3, 'PI': 25}",69705,12,293,4,7,0.2,8.74,-1.73,5.97,7,nikao,Nikão,Nikão,Maycon Vinícius Ferreira da Cruz,https://s.glbimg.com/es/sde/f/2021/05/02/b8d275707afc60101f0ad5eda7383e46_FORMATO.png,Provável
71,"{'CA': 5, 'DS': 16, 'FC': 22, 'FD': 11, 'FF': 11, 'FS': 46, 'FT': 1, 'G': 4, 'I': 3, 'PI': 48, 'PP': 1, 'PS': 1}",68952,12,277,5,7,4.4,18.58,-0.4,6.58,10,marinho,Marinho,Marinho,Mário Sérgio Santos Costa,https://s.glbimg.com/es/sde/f/2021/05/04/ed157c234599d01c370049565c5fa3a8_FORMATO.png,Provável
72,"{'CA': 1, 'DS': 22, 'FC': 7, 'FD': 2, 'FF': 5, 'FS': 6, 'PI': 94, 'SG': 4}",101708,12,277,2,7,-3.1,8.39,-1.65,3.65,10,felipe-jonatan,Felipe Jonatan,F. Jonatan,Felipe Jonatan Rocha Andrade,https://s.glbimg.com/es/sde/f/2021/05/04/4798cebd9fdb63bb8aafec616e2b9786_FORMATO.png,Provável
73,{},101681,12,327,1,6,0.0,1.0,0.0,0.0,0,leo-lang,Léo Lang,L. Lang,Leonardo Lang Lopes,https://s.glbimg.com/es/sde/f/2021/06/04/f77600b1c11dfe99c8df6168681f05d7_FORMATO.png,Nulo
74,"{'A': 1, 'CA': 4, 'DS': 15, 'FC': 14, 'FD': 5, 'FF': 6, 'FS': 17, 'PI': 131, 'SG': 3}",78850,12,276,2,7,2.8,10.33,-1.3,2.62,10,reinaldo,Reinaldo,Reinaldo,Reinaldo Manoel da Silva,https://s.glbimg.com/es/sde/f/2021/05/01/c9612f3f19ae82c35496efdd0780b6fd_FORMATO.png,Provável
75,"{'DS': 2, 'FC': 2, 'FF': 1, 'FS': 2, 'PI': 9}",108201,12,327,4,6,1.6,1.53,0.13,0.38,5,gustavo,Gustavo,Gustavo,Gustavo César Mendonça Gravino,https://s.glbimg.com/es/sde/f/2021/06/04/78ed638ea6613055fda2acd535f9e4f0_FORMATO.png,Nulo
76,"{'A': 1, 'DS': 7, 'FC': 6, 'FD': 5, 'FF': 4, 'FS': 21, 'G': 1, 'I': 1, 'PI': 59}",96966,12,373,5,6,4.2,5.78,0.51,3.37,9,arthur-gomes,Arthur Gomes,A. Gomes,Arthur Gomes Lourenço,https://s.glbimg.com/es/sde/f/2021/04/20/1ea7011a81f4cde6c3b73ea44d8d3d54_FORMATO.png,Nulo
77,{},111578,12,293,6,7,0.26,9.55,-0.66,4.09,10,antonio-oliveira,António Oliveira,A. Oliveira,António José Cardoso de Oliveira,https://s.glbimg.com/es/sde/f/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,Provável
78,"{'DE': 26, 'FS': 2, 'GS': 7, 'SG': 3}",69012,12,293,1,6,0.0,13.81,0.0,4.38,8,santos,Santos,Santos,Aderbar Melo dos Santos Neto,https://s.glbimg.com/es/sde/f/2021/05/02/0da784064b44e8f3c1d73240bbf20b57_FORMATO.png,Nulo
