,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1235,Ytalo,53148,Bragantino,ATA,10.85,2.2600000000000002,Cuiabá,mandante,6.25,8.55
1236,Gustavo Scarpa,87999,Palmeiras,MEI,9.5,5.42,Grêmio,mandante,7.166666666666667,8.333333333333334
1237,Jean Mota,78548,Santos,MEI,8.28,1.85,Athlético-PR,mandante,0.0,8.28
1238,Artur,95799,Bragantino,ATA,10.000000000000002,5.46,Cuiabá,mandante,6.25,8.125
1239,Wesley,105811,Palmeiras,ATA,8.5,-0.75,Grêmio,mandante,7.166666666666667,7.833333333333334
1240,Cazares,81682,Fluminense,MEI,9.55,-0.3,Ceará,mandante,6.0,7.775
1241,Yago Pikachu,80196,Fortaleza,MEI,9.625,4.040000000000001,América-MG,mandante,5.875,7.75
1242,João Paulo,85425,Santos,GOL,7.5,-0.3333333333333333,Athlético-PR,mandante,0.0,7.5
1243,Marinho,68952,Santos,ATA,7.425,6.0,Athlético-PR,mandante,0.0,7.425
1244,Lucas Ramos,106000,Internacional,MEI,8.3,0.8,São Paulo,mandante,6.2,7.25
1245,Edenílson,63289,Internacional,MEI,8.05,5.14,São Paulo,mandante,6.2,7.125
1246,Lucas Crispim,88597,Fortaleza,MEI,7.5,2.35,América-MG,mandante,5.875,6.6875
1247,Willian,42116,Palmeiras,ATA,6.066666666666666,1.2333333333333334,Grêmio,mandante,7.166666666666667,6.616666666666667
1248,Raphael Veiga,94509,Palmeiras,MEI,5.975,3.8,Grêmio,mandante,7.166666666666667,6.570833333333333
1249,Natanael,86264,Atlético-GO,LAT,8.275,3.8666666666666667,Sport,mandante,4.7,6.487500000000001
1250,Hulk,39148,Atlético-MG,ATA,8.7,7.18,Flamengo,mandante,4.0,6.35
1251,Mateus Claus,90590,Bahia,GOL,9.0,0.0,Juventude,mandante,3.625,6.3125
1252,Realpe,106299,Bragantino,ZAG,0.0,5.0,Cuiabá,mandante,6.25,6.25
1253,Éderson,103099,Fortaleza,MEI,6.574999999999999,6.3,América-MG,mandante,5.875,6.225
1254,Felipe Jonatan,101708,Santos,LAT,6.200000000000001,2.15,Athlético-PR,mandante,0.0,6.200000000000001
1255,Manoel,69014,Fluminense,ZAG,6.300000000000001,0.0,Ceará,mandante,6.0,6.15
1256,Danilo Barbosa,86777,Palmeiras,MEI,5.0,3.1333333333333333,Grêmio,mandante,7.166666666666667,6.083333333333334
1257,Egídio,42145,Fluminense,LAT,6.1499999999999995,1.6249999999999998,Ceará,mandante,6.0,6.074999999999999
1258,Wellington Paulista,38279,Fortaleza,ATA,6.199999999999999,-0.7333333333333333,América-MG,mandante,5.875,6.0375
1259,Calegari,104276,Fluminense,LAT,5.866666666666667,1.5999999999999996,Ceará,mandante,6.0,5.933333333333334
1260,Nacho Fernández,94916,Atlético-MG,MEI,7.866666666666667,4.95,Flamengo,mandante,4.0,5.933333333333334
1261,Samuel Xavier,73384,Fluminense,LAT,5.7,3.125,Ceará,mandante,6.0,5.85
1262,Luan Cândido,100848,Bragantino,LAT,5.35,7.9,Cuiabá,mandante,6.25,5.8
1263,Edimar,62024,Bragantino,LAT,5.1,0.8666666666666666,Cuiabá,mandante,6.25,5.675
1264,Luiz Adriano,72772,Palmeiras,ATA,4.1499999999999995,0.85,Grêmio,mandante,7.166666666666667,5.658333333333333
1265,Abel Ferreira,110506,Palmeiras,TEC,4.15,4.512,Grêmio,mandante,7.166666666666667,5.658333333333333
1266,Breno Lopes,93988,Palmeiras,ATA,4.1499999999999995,4.575,Grêmio,mandante,7.166666666666667,5.658333333333333
1267,Marcos Felipe ,85004,Fluminense,GOL,5.25,4.3,Ceará,mandante,6.0,5.625
1268,Robson,84817,Fortaleza,ATA,5.15,2.3,América-MG,mandante,5.875,5.5125
1269,Zaracho,100079,Atlético-MG,MEI,6.933333333333334,2.6750000000000003,Flamengo,mandante,4.0,5.466666666666667
1270,Maurício Barbieri,82792,Bragantino,TEC,4.5875,6.362,Cuiabá,mandante,6.25,5.41875
1271,Fernando Diniz,72391,Santos,TEC,5.41,1.9,Athlético-PR,mandante,0.0,5.41
1272,Cuello,98909,Bragantino,ATA,4.466666666666667,1.075,Cuiabá,mandante,6.25,5.358333333333333
1273,Kaio Jorge,103445,Santos,ATA,5.300000000000001,1.3,Athlético-PR,mandante,0.0,5.300000000000001
1274,Jailson,72290,Palmeiras,GOL,3.375,4.833333333333333,Grêmio,mandante,7.166666666666667,5.270833333333334
1275,Helinho,102598,Bragantino,ATA,4.233333333333333,7.574999999999999,Cuiabá,mandante,6.25,5.241666666666667
1276,Carlinhos,63194,Fortaleza,LAT,4.6,6.1,América-MG,mandante,5.875,5.2375
1277,Oliveira,94514,Atlético-GO,ZAG,5.7,2.8000000000000003,Sport,mandante,4.7,5.2
1278,Juan Vojvoda,104754,Fortaleza,TEC,4.505,3.654,América-MG,mandante,5.875,5.1899999999999995
1279,Madson,78077,Santos,LAT,5.12,-0.5750000000000001,Athlético-PR,mandante,0.0,5.12
1280,Titi,50353,Fortaleza,ZAG,4.25,2.92,América-MG,mandante,5.875,5.0625
1281,Dudu,97133,Atlético-GO,LAT,5.3999999999999995,4.125,Sport,mandante,4.7,5.05
1282,João Paulo,111281,Chapecoense,GOL,6.333333333333333,2.0,Corinthians,mandante,3.75,5.041666666666666
