,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Grêmio,América-MG,26.335542422672265,40.86191591099905,32.80254164442759,50.79113023023296,56.322832408263444
1,Palmeiras,Fluminense,52.50509437859874,25.371958059282463,22.122862612300764,39.844369675375575,20.84479290390478
2,Atlético-MG,Bahia,55.62181837293625,21.24916855632105,23.12797025154855,28.41082541076722,12.898835039745146
3,Fortaleza,Bragantino,47.076666681560106,21.380902990377923,31.541394475244815,19.550090028900293,13.260390232659352
4,Flamengo,São Paulo,58.69343301448754,31.039020843286984,10.267539736574246,71.56256203706086,30.014287556884028
5,Santos,Atlético-GO,37.657257317109284,32.69189123232656,29.650850511160233,43.6249876957003,37.6675328499052
6,Athlético-PR,Internacional,66.80804851666677,21.000979355393945,12.19047218843657,51.72369843537217,15.061413885324013
7,Sport,Ceará,21.209288947640903,37.27249559411912,41.51821519883592,41.70451093602131,58.62749493347231
8,Juventude,Chapecoense,37.81275923503063,30.758675512804256,31.428562882387183,39.076530421968286,34.588204460235644
9,Cuiabá,Corinthians,29.210749193779428,39.62290580078557,31.166344975641874,50.798953925694775,52.44317615101393
