,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
11,"{'DS': 10, 'FC': 12, 'FF': 1, 'FS': 5, 'I': 1, 'PI': 74, 'SG': 3}",38939,19,276,2,6,0.0,8.71,0.0,2.4,6,daniel-alves,Daniel Alves,D. Alves,Daniel Alves da Silva,https://s.glbimg.com/es/sde/f/2021/05/01/29ed2b8c1cb3f590f5fd1179df107021_FORMATO.png,Nulo
12,"{'CA': 1, 'DS': 19, 'FC': 11, 'FD': 3, 'FF': 5, 'FS': 17, 'I': 1, 'PI': 39}",86388,19,327,4,7,0.0,4.67,0.0,2.32,10,ale,Alê,Alê,Alexandre Egea,https://s.glbimg.com/es/sde/f/2021/06/04/fb4e69d36e6a93b5e9f5c927e3d29f8c_FORMATO.png,Provável
13,"{'DS': 29, 'FC': 9, 'FS': 18, 'PI': 84, 'SG': 3}",101319,19,282,2,6,0.0,8.43,0.0,4.01,10,guga,Guga,Guga,Cláudio Rodrigues Gomes,https://s.glbimg.com/es/sde/f/2021/05/02/55272cc689e229f13d6488aa7b33406f_FORMATO.png,Nulo
14,{},78584,19,286,1,6,0.0,6.0,0.0,0.0,0,douglas-friedrich,Douglas Friedrich,D. Friedrich,Douglas Alan Schuck Friedrich,https://s.glbimg.com/es/sde/f/2021/07/01/4d71bac1913eb8c0a90d47f3cdcde3c8_FORMATO.png,Nulo
15,"{'DE': 34, 'DP': 1, 'FS': 1, 'GS': 13, 'SG': 7}",78851,19,354,1,7,0.0,8.17,0.0,4.53,14,richard,Richard,Richard,Richard de Oliveira da Costa,https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png,Provável
16,"{'A': 2, 'CA': 4, 'DS': 18, 'FC': 17, 'FD': 2, 'FF': 4, 'FS': 25, 'FT': 1, 'PI': 106}",93791,19,265,4,7,1.2,5.79,0.15,1.47,15,daniel,Daniel,Daniel,Daniel Sampaio Simões,https://s.glbimg.com/es/sde/f/2021/04/19/9cdd3af7ba7c5a7a1b88a0de3c80d596_FORMATO.png,Provável
17,"{'DS': 1, 'FC': 1, 'FF': 2, 'FS': 3, 'PI': 6}",109463,19,282,5,6,0.0,2.58,0.0,1.0,3,savio,Sávio,Sávio,Sávio Moreira de Oliveira,https://s.glbimg.com/es/sde/f/2021/05/02/37517962eafc7aa02f1017d4a4865fa0_FORMATO.png,Nulo
18,"{'DS': 1, 'FC': 2, 'PI': 3}",104655,19,282,5,6,0.0,1.24,0.0,-0.15,2,echapora,Echaporã,Echaporã,Luis Otávio de Oliveira,https://s.glbimg.com/es/sde/f/2021/05/02/81889c246133dd044171aab5ee309d14_FORMATO.png,Nulo
19,"{'CA': 2, 'DS': 19, 'FC': 11, 'FD': 1, 'FF': 1, 'FS': 6, 'PI': 46, 'SG': 2}",100943,19,265,3,7,-0.7,5.94,-0.01,1.53,13,conti,Conti,Conti,Germán Andrés Conti,https://s.glbimg.com/es/sde/f/2021/04/19/e01ccefd67414ddaa3053396eb8972b9_FORMATO.png,Provável
20,"{'A': 1, 'CA': 1, 'DS': 6, 'FC': 3, 'FD': 1, 'FF': 2, 'FS': 5, 'G': 1, 'I': 2, 'PI': 13}",106843,19,282,4,6,0.0,2.05,0.0,2.64,7,borrero,Borrero,Borrero,Dylan Felipe Borrero Caicedo,https://s.glbimg.com/es/sde/f/2021/05/02/37dcf7f58f2e695bfae7d4e010e0bbfc_FORMATO.png,Nulo
21,"{'DS': 7, 'FC': 6, 'FF': 1, 'FS': 4, 'PI': 10}",109461,19,282,4,6,0.0,1.95,0.0,0.65,9,calebe,Calebe,Calebe,Calebe Gonçalves Ferreira da Silva,https://s.glbimg.com/es/sde/f/2021/05/02/613a829b5ab9c72bb99f5b578f017a8e_FORMATO.png,Nulo
22,"{'DS': 3, 'FC': 1, 'FD': 2, 'FS': 5, 'I': 1, 'PI': 11}",71691,19,265,4,6,0.0,3.63,0.0,0.39,15,oscar-ruiz,Óscar Ruíz,Ã. Ruíz,Óscar Ramón Ruiz Roa,https://s.glbimg.com/es/sde/f/2021/04/19/e850cf4d6cfc215e774c04bf144994e4_FORMATO.png,Nulo
23,"{'DS': 12, 'FC': 9, 'FD': 2, 'FF': 4, 'FS': 4, 'FT': 1, 'G': 1, 'I': 1, 'PI': 80, 'PS': 1, 'SG': 2}",86863,19,265,3,7,0.0,4.25,-0.96,2.2,13,luiz-otavio,Luiz Otávio ,L. Otávio,Luiz Otávio da Silva Santos,https://s.glbimg.com/es/sde/f/2021/03/26/0e2a57894c04137ce7e329cbe588f1c2_FORMATO.png,Provável
24,{},89273,19,264,2,6,0.0,4.0,0.0,0.0,0,joao-pedro,João Pedro ,J. Pedro,João Pedro Maturano dos Santos,https://s.glbimg.com/es/sde/f/2021/08/31/a9141fc368ce7909bf4e9d31f0709d8f_FORMATO.png,Nulo
25,"{'DE': 24, 'FS': 4, 'GS': 9, 'SG': 3}",71631,19,275,1,7,0.0,15.01,0.0,4.0,8,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/30/33d63334ddcba3f0e0150bb2c5aadd75_FORMATO.png,Provável
26,"{'FC': 1, 'FS': 1, 'PI': 3}",80189,19,265,3,6,0.0,4.41,0.0,-0.3,1,lucas-fonseca,Lucas Fonseca,L. Fonseca,Lucas Fonseca da Silva,https://s.glbimg.com/es/sde/f/2021/04/19/00bf8cea25166406f5b6e02be5044d10_FORMATO.png,Nulo
27,"{'CA': 1, 'DS': 55, 'FC': 18, 'FD': 5, 'FF': 2, 'FS': 25, 'PI': 190, 'SG': 6}",42500,19,264,2,7,1.3,11.7,-0.92,4.17,18,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2021/08/06/1dbfc9287c7d5ed6dcd220b9228fc055_FORMATO.png,Provável
28,"{'FC': 4, 'FS': 2, 'I': 1, 'PI': 4}",97080,19,354,5,6,0.0,1.11,0.0,-0.38,5,yony-gonzalez,Yony González,Y. González,Jony Alexander González Copete,https://s.glbimg.com/es/sde/f/2021/03/11/1fdc76b6718e0047cc575c51cd3e182c_FORMATO.png,Nulo
29,{},101201,19,354,5,5,0.0,3.0,0.0,0.0,0,victor-jacare,Victor Jacaré,V. Jacaré,Francisco Vítor Silva Costa,https://s.glbimg.com/es/sde/f/2020/08/25/682aea868615c09c3571352b835cc394_FORMATO.png,Contundido
30,"{'A': 2, 'CA': 1, 'DS': 48, 'FC': 15, 'FD': 1, 'FF': 2, 'FS': 10, 'I': 1, 'PI': 101, 'SG': 6}",38750,19,262,2,5,0.0,9.4,0.0,4.74,16,filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,https://s.glbimg.com/es/sde/f/2021/05/01/d86e6ac0aeabadf61f4625bb2f705863_FORMATO.png,Contundido
31,"{'CA': 1, 'DS': 14, 'FC': 13, 'FD': 6, 'FF': 11, 'FS': 19, 'PI': 67}",90031,19,354,5,6,0.0,6.37,0.0,2.02,12,mendoza,Mendoza,Mendoza,John Stiven Mendoza Valencia,https://s.glbimg.com/es/sde/f/2021/03/11/adf62456aacb951931d4be8a2e6595ca_FORMATO.png,Nulo
32,"{'CA': 2, 'DE': 72, 'DS': 1, 'FC': 1, 'GS': 16, 'SG': 7}",42234,19,264,1,7,5.0,12.71,0.09,4.6,19,cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2021/08/06/64a4b5010ed3f52c5b53ba9262475b28_FORMATO.png,Provável
33,"{'CA': 2, 'DS': 13, 'FC': 11, 'FD': 2, 'FF': 3, 'FS': 7, 'FT': 1, 'PI': 39}",82634,19,265,4,6,0.0,1.78,0.0,1.09,10,matheus-galdezani,Matheus Galdezani,M. Galdezani,Matheus Galdezani,https://s.glbimg.com/es/sde/f/2021/04/17/f3687cc2ecac53f4cab13bcd8670033d_FORMATO.png,Nulo
34,"{'CA': 2, 'CV': 1, 'DS': 18, 'FC': 6, 'FD': 2, 'FF': 4, 'FS': 8, 'G': 1, 'PI': 65, 'SG': 4}",38394,19,293,3,7,10.1,10.42,2.25,2.65,14,thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Provável
35,"{'CA': 3, 'DS': 16, 'FC': 14, 'FF': 3, 'FS': 3, 'G': 1, 'PI': 24}",85586,19,265,4,6,0.0,3.01,0.0,0.96,13,jonas,Jonas,Jonas,Jonas Gomes de Sousa,https://s.glbimg.com/es/sde/f/2021/03/12/38e5af805be37b2d4f1e2d63f09bd084_FORMATO.png,Nulo
36,"{'DE': 7, 'GS': 3, 'SG': 1}",90590,19,265,1,7,0.0,8.05,0.0,4.5,2,mateus-claus,Mateus Claus,M. Claus,Mateus Eduardo Claus,https://s.glbimg.com/es/sde/f/2021/04/19/e1aed10bb6ce5982e13ad4114a3a013a_FORMATO.png,Provável
37,"{'A': 2, 'CA': 1, 'DS': 11, 'FC': 16, 'FD': 1, 'FF': 4, 'FS': 26, 'G': 1, 'PI': 144, 'SG': 7}",38229,19,264,2,7,1.8,10.54,-0.68,3.35,17,fabio-santos,Fábio Santos,F. Santos,Fábio Santos Romeu,https://s.glbimg.com/es/sde/f/2021/08/06/cc510671e18768fd48ef8d0f7c4714db_FORMATO.png,Provável
38,"{'A': 1, 'CA': 1, 'DS': 7, 'FC': 16, 'FD': 5, 'FF': 7, 'FS': 7, 'G': 1, 'I': 4, 'PI': 34}",93653,19,265,5,6,5.6,3.0,0.99,1.1,18,maycon-douglas,Maycon Douglas,M. Douglas,Maycon Douglas Oliveira Silva,https://s.glbimg.com/es/sde/f/2021/04/23/7cf2866e2796a04b7d954e0252c5a384_FORMATO.png,Nulo
39,"{'A': 1, 'DS': 14, 'FC': 12, 'FD': 5, 'FF': 10, 'FS': 14, 'G': 1, 'I': 8, 'PI': 56, 'PS': 1}",90264,19,327,5,6,0.0,6.56,0.0,2.39,14,rodolfo,Rodolfo,Rodolfo,Rodolfo José da Silva Bardella,https://s.glbimg.com/es/sde/f/2021/06/04/7a6c7a20ebefb1d7e3fc2038c8e83e0c_FORMATO.png,Nulo
40,"{'A': 1, 'DS': 13, 'FC': 6, 'FF': 1, 'FS': 12, 'PC': 1, 'PI': 85, 'SG': 3}",87225,19,293,3,7,4.3,7.84,0.44,1.94,14,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Provável
41,"{'A': 1, 'CA': 3, 'DS': 17, 'FC': 11, 'FD': 2, 'FF': 3, 'FS': 2, 'FT': 1, 'I': 1, 'PI': 49, 'SG': 7}",68923,19,264,3,3,-2.6,5.97,-1.35,2.58,19,gil,Gil,Gil,Carlos Gilberto do Nascimento Silva,https://s.glbimg.com/es/sde/f/2021/08/06/4139875768caeb6b0b660c71a65008f5_FORMATO.png,Suspenso
42,"{'CA': 1, 'DS': 5, 'FC': 18, 'FD': 4, 'FF': 1, 'FS': 11, 'G': 1, 'I': 2, 'PI': 25}",92696,19,293,5,6,-0.6,5.07,-0.31,0.63,15,renato-kayzer,Renato Kayzer,R. Kayzer,Renato Kayzer de Souza,https://s.glbimg.com/es/sde/f/2021/05/02/6f855c82dac6b57f92d9201fff45aef8_FORMATO.png,Nulo
43,"{'CA': 4, 'DS': 9, 'FC': 10, 'FD': 1, 'FF': 2, 'FS': 5, 'I': 2, 'PI': 77, 'SG': 6}",63172,19,1371,3,7,-1.0,4.48,-1.27,1.5,15,paulao,Paulão,Paulão,Paulo Marcos de Jesus Ribeiro,https://s.glbimg.com/es/sde/f/2021/05/28/bd45d7403ae979169ca442b18400e2fa_FORMATO.png,Provável
44,"{'DE': 44, 'FS': 2, 'GS': 11, 'SG': 6}",51413,19,1371,1,7,3.0,6.91,-1.1,4.57,14,walter,Walter,Walter,Walter Leandro Capeloza Artune,https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png,Provável
45,"{'CA': 5, 'DS': 12, 'FC': 31, 'FD': 3, 'FF': 6, 'FS': 27, 'FT': 1, 'G': 4, 'I': 10, 'PI': 67}",80076,19,373,5,7,0.0,7.98,0.0,1.86,17,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,https://s.glbimg.com/es/sde/f/2021/04/20/c2fbbd910eaadd1b3c8bebd0f5fc57bb_FORMATO.png,Provável
46,{},39850,19,327,6,7,0.0,7.5,0.0,3.56,13,vagner-mancini,Vagner Mancini,V. Mancini,Vagner Carmo Mancini,https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png,Provável
47,{},70323,19,1371,6,7,3.97,4.22,0.11,3.49,10,jorginho,Jorginho,Jorginho,Jorge Amorim de Oliveira Campos,https://s.glbimg.com/es/sde/f/2021/04/27/ed89bb6662d329721f0b34029b57a978_FORMATO.png,Provável
48,"{'A': 4, 'CA': 5, 'DS': 12, 'FC': 24, 'FD': 7, 'FF': 7, 'FS': 42, 'G': 2, 'I': 8, 'PI': 109}",83817,19,1371,5,7,5.9,7.26,1.53,3.06,15,clayson,Clayson,Clayson,Clayson Henrique da Silva Vieira,https://s.glbimg.com/es/sde/f/2021/06/04/683002254efbbe78962d1ae99165f0b2_FORMATO.png,Provável
49,"{'A': 3, 'CA': 1, 'DS': 17, 'FC': 9, 'FD': 1, 'FS': 6, 'I': 2, 'PI': 51, 'SG': 4}",69345,19,262,2,7,0.0,11.03,0.0,5.45,8,isla,Isla,Isla,Mauricio Aníbal Isla Isla,https://s.glbimg.com/es/sde/f/2021/05/01/0f714292e3b8da4992a408c35794cb18_FORMATO.png,Provável
50,"{'CA': 1, 'DS': 2, 'FC': 8, 'FD': 4, 'FF': 6, 'FS': 13, 'PI': 73}",86759,19,264,4,6,1.3,1.94,-0.01,0.48,10,luan,Luan,Luan,Luan Guilherme de Jesus Vieira,https://s.glbimg.com/es/sde/f/2021/08/06/328c913e6c5fb79d1eb23f608c77e539_FORMATO.png,Nulo
51,"{'A': 1, 'DS': 10, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 6, 'G': 1, 'PI': 104, 'SG': 4}",71602,19,327,2,6,0.0,6.5,0.0,2.97,12,joao-paulo,João Paulo,J. Paulo,João Paulo Gomes da Costa,https://s.glbimg.com/es/sde/f/2021/06/04/71c98de1e3ed4f97ef1a68c10b697126_FORMATO.png,Nulo
52,"{'A': 1, 'CV': 1, 'FC': 4, 'FD': 9, 'FF': 5, 'FS': 3, 'G': 6, 'I': 2, 'PI': 36}",83257,19,262,5,7,0.0,22.25,0.0,9.62,6,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s.glbimg.com/es/sde/f/2021/05/01/a1cd90e3261b3c17b68fe4bc2fa82ef0_FORMATO.png,Provável
53,"{'DE': 45, 'FS': 2, 'GS': 16, 'SG': 5}",38509,19,262,1,7,0.0,14.19,0.0,3.68,15,diego-alves,Diego Alves,D. Alves,Diego Alves Carreira,https://s.glbimg.com/es/sde/f/2021/05/01/f3e9b15ef84f4d038e6cfd79171fab69_FORMATO.png,Provável
54,"{'A': 1, 'CA': 3, 'DS': 19, 'FC': 23, 'FD': 13, 'FF': 6, 'FS': 33, 'FT': 2, 'G': 8, 'I': 3, 'PI': 77}",90285,19,262,5,6,0.0,19.7,0.0,8.68,12,bruno-henrique,Bruno Henrique,B. Henrique,Bruno Henrique Pinto,https://s.glbimg.com/es/sde/f/2021/05/01/98039adcc6dd9b053c4057c1655e7aeb_FORMATO.png,Nulo
55,"{'A': 5, 'CA': 2, 'DS': 8, 'FC': 25, 'FD': 12, 'FF': 21, 'FS': 44, 'FT': 4, 'G': 7, 'I': 8, 'PC': 1, 'PI': 76, 'PS': 2}",39148,19,282,5,7,0.0,21.26,0.0,7.48,17,hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.glbimg.com/es/sde/f/2021/04/23/d9ed7fa34aa12e4ce8768c9c2a2b4560_FORMATO.png,Provável
56,{},42411,19,282,6,7,0.0,11.93,0.0,4.53,18,cuca,Cuca,Cuca,Alexi Stival,https://s.glbimg.com/es/sde/f/2021/04/27/0ea32497ac7f6b6b22649eecca984fec_FORMATO.png,Provável
57,"{'CA': 2, 'DE': 54, 'DP': 1, 'DS': 1, 'FS': 2, 'GS': 14, 'SG': 8}",71571,19,373,1,7,0.0,18.16,0.0,5.31,16,fernando-miguel,Fernando Miguel,F. Miguel,Fernando Miguel Kaufmann,https://s.glbimg.com/es/sde/f/2021/04/20/88ab80496dcd025f8e23875c60ede171_FORMATO.png,Provável
58,"{'A': 1, 'DS': 15, 'FC': 7, 'FD': 2, 'FF': 2, 'FS': 16, 'G': 2, 'PI': 78}",51772,19,262,4,7,0.0,8.52,0.0,4.07,9,everton-ribeiro,Everton Ribeiro,E. Ribeiro,Everton Augusto de Barros Ribeiro,https://s.glbimg.com/es/sde/f/2021/06/04/05d8938c961ac64ee72c2da88ed77f88_FORMATO.png,Provável
59,"{'A': 3, 'CA': 3, 'DS': 23, 'FC': 16, 'FD': 8, 'FF': 8, 'FS': 20, 'FT': 2, 'PC': 1, 'PI': 128, 'SG': 6}",86264,19,373,2,7,0.0,13.64,0.0,5.16,14,natanael,Natanael,Natanael,Natanael Batista Pimenta,https://s.glbimg.com/es/sde/f/2021/05/01/8d7a42fcd53a8f290188c60783071a94_FORMATO.png,Provável
60,"{'DE': 42, 'DS': 2, 'FS': 1, 'GS': 13, 'SG': 8}",72294,19,282,1,7,0.0,11.01,0.0,3.98,18,everson,Everson,Everson,Everson Felipe Marques Pires,https://s.glbimg.com/es/sde/f/2021/05/02/2eff4cdfd58d4f859979ef83bbe1ad06_FORMATO.png,Provável
61,"{'CA': 1, 'DS': 12, 'FC': 10, 'FD': 1, 'FF': 2, 'FS': 10, 'FT': 1, 'I': 1, 'PC': 1, 'PI': 46, 'PS': 1, 'SG': 6}",73465,19,266,3,7,2.2,9.65,-0.78,2.72,15,luccas-claro,Luccas Claro,L. Claro,Luccas Claro dos Santos,https://s.glbimg.com/es/sde/f/2021/08/19/8c50341650843ddc5390dc6070c687ef_FORMATO.png,Provável
62,"{'A': 1, 'CV': 1, 'DS': 2, 'FC': 5, 'FD': 3, 'FF': 4, 'FS': 3, 'FT': 1, 'G': 1, 'I': 2, 'PI': 14}",69102,19,282,5,7,0.0,6.31,0.0,3.28,5,vargas,Vargas,Vargas,Eduardo Jesús Vargas Rojas,https://s.glbimg.com/es/sde/f/2021/04/23/d29b68b56d66316606b2224987ab6846_FORMATO.png,Provável
63,"{'DE': 52, 'FS': 3, 'GS': 17, 'SG': 6}",85004,19,266,1,7,1.0,13.25,-1.35,4.16,16,marcos-felipe,Marcos Felipe ,M. Felipe,Marcos Felipe de Freitas Monteiro,https://s.glbimg.com/es/sde/f/2021/08/19/35c8568b7efec2aed4607723d255050e_FORMATO.png,Provável
64,"{'CA': 3, 'DS': 23, 'FC': 13, 'FD': 1, 'FF': 2, 'FS': 4, 'G': 1, 'I': 1, 'PI': 65}",93790,19,373,4,6,0.0,3.62,0.0,1.36,12,marlon-freitas,Marlon Freitas,M. Freitas,Marlon Rodrigues Freitas,https://s.glbimg.com/es/sde/f/2021/05/01/441dbd3fa5dc62d8f397990770aa1344_FORMATO.png,Nulo
65,"{'A': 1, 'CA': 2, 'DS': 22, 'FC': 8, 'FD': 2, 'FF': 5, 'FS': 5, 'PI': 22, 'SG': 3}",73800,19,262,3,6,0.0,11.36,0.0,5.08,8,rodrigo-caio,Rodrigo Caio,R. Caio,Rodrigo Caio Coquette Russo,https://s.glbimg.com/es/sde/f/2021/05/01/361e833ec8151b521da956148bee92e5_FORMATO.png,Nulo
66,"{'DS': 7, 'FC': 11, 'FD': 5, 'FF': 1, 'FS': 10, 'G': 1, 'PI': 112, 'PP': 1}",38913,19,266,4,6,0.8,2.67,0.07,0.41,15,nene,Nenê,Nenê,Anderson Luiz de Carvalho,https://s.glbimg.com/es/sde/f/2021/08/19/0d5d1af8fee0325f681a664e2762d9ef_FORMATO.png,Nulo
67,"{'CA': 2, 'DS': 2, 'FC': 22, 'FD': 7, 'FF': 7, 'FS': 15, 'G': 2, 'I': 11, 'PI': 44}",38162,19,266,5,7,0.0,6.04,0.0,1.33,11,fred,Fred,Fred,Frederico Chaves Guedes,https://s.glbimg.com/es/sde/f/2021/08/19/c945ae80ae611c6862eef1fc338ddba6_FORMATO.png,Provável
68,"{'A': 3, 'CA': 2, 'DS': 3, 'FC': 5, 'FD': 5, 'FF': 5, 'FS': 4, 'G': 1, 'I': 1, 'PI': 18}",70360,19,282,5,6,0.0,5.93,0.0,2.65,11,eduardo-sasha,Eduardo Sasha,E. Sasha,Eduardo Colcenti Antunes,https://s.glbimg.com/es/sde/f/2021/04/23/c4219f6ceb958aef5f871e8ecf08b6a5_FORMATO.png,Nulo
69,"{'A': 3, 'CA': 4, 'DS': 23, 'FC': 20, 'FD': 5, 'FF': 15, 'FS': 16, 'G': 2, 'PI': 97}",78435,19,262,5,6,0.0,7.52,0.0,3.73,14,vitinho,Vitinho,Vitinho,Victor Vinícius Coelho dos Santos,https://s.glbimg.com/es/sde/f/2021/05/01/4fafe8587e4964a63ebac8db0a7335c5_FORMATO.png,Nulo
70,"{'A': 2, 'CA': 2, 'DS': 31, 'FC': 14, 'FD': 2, 'FF': 7, 'FS': 12, 'G': 1, 'I': 3, 'PI': 228, 'SG': 8}",82628,19,356,2,7,2.4,8.25,-0.56,3.57,19,tinga,Tinga,Tinga,Guilherme de Jesus da Silva,https://s.glbimg.com/es/sde/f/2021/05/05/55684c2f5239196e41f100ff8aec49fc_FORMATO.png,Provável
71,"{'CA': 5, 'DS': 23, 'FC': 32, 'FD': 3, 'FF': 3, 'FS': 29, 'PI': 64}",38909,19,262,4,5,0.0,5.24,0.0,0.93,12,diego,Diego,Diego,Diego Ribas da Cunha,https://s.glbimg.com/es/sde/f/2021/05/01/6584e15d2928d6fbac297573a2a35b98_FORMATO.png,Contundido
72,"{'A': 2, 'CA': 4, 'DS': 19, 'FC': 23, 'FD': 5, 'FF': 13, 'FS': 16, 'G': 4, 'I': 10, 'PI': 66}",90309,19,356,5,7,0.4,8.4,-0.03,3.19,17,david,David,David,David Correa da Fonseca,https://s.glbimg.com/es/sde/f/2021/05/05/7f9ce8d7ba7bcdaa8211fa7a9a8fef0a_FORMATO.png,Provável
73,"{'CA': 3, 'DS': 8, 'FC': 10, 'FD': 1, 'FF': 1, 'FS': 8, 'PI': 31, 'SG': 4}",89493,19,282,3,2,0.0,4.57,0.0,2.84,7,igor-rabello,Igor Rabello,I. Rabello,Igor Rabello da Costa,https://s.glbimg.com/es/sde/f/2021/05/02/a3c5d8522641cc6e0c6c72d9dbcc14fd_FORMATO.png,Dúvida
74,"{'CA': 3, 'DS': 26, 'FC': 14, 'FD': 1, 'FF': 1, 'FS': 9, 'FT': 1, 'PI': 49, 'SG': 3}",80853,19,284,3,7,0.0,6.96,0.0,2.51,13,pedro-geromel,Pedro Geromel,P. Geromel,Pedro Tonon Geromel,https://s.glbimg.com/es/sde/f/2021/04/29/2911dfa228866bcf4526969aee375081_FORMATO.png,Provável
