,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'CA': 4, 'DS': 10, 'FC': 31, 'FD': 3, 'FF': 6, 'FS': 27, 'FT': 1, 'G': 4, 'I': 9, 'PI': 65}",80076,17,373,5,7,2.1,8.56,-1.14,2.02,16,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,https://s.glbimg.com/es/sde/f/2021/04/20/c2fbbd910eaadd1b3c8bebd0f5fc57bb_FORMATO.png,Provável
1,"{'A': 1, 'DS': 11, 'FC': 4, 'FF': 1, 'FS': 11, 'PC': 1, 'PI': 74, 'SG': 2}",87225,17,293,3,7,1.1,7.48,-0.02,1.82,12,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Provável
2,"{'A': 1, 'DS': 9, 'FC': 6, 'FD': 1, 'FF': 3, 'FS': 6, 'G': 1, 'PI': 102, 'SG': 3}",71602,17,327,2,7,-1.8,5.32,-1.02,2.76,11,joao-paulo,João Paulo,J. Paulo,João Paulo Gomes da Costa,https://s.glbimg.com/es/sde/f/2021/06/04/71c98de1e3ed4f97ef1a68c10b697126_FORMATO.png,Provável
3,{},37245,17,354,6,7,3.71,9.53,0.15,3.62,17,guto-ferreira,Guto Ferreira,G. Ferreira,Augusto Sérgio Ferreira,https://s.glbimg.com/es/sde/f/2021/04/27/7b5d614f3eafc2e2e12922930cd3590e_FORMATO.png,Provável
4,"{'CA': 1, 'DS': 5, 'FC': 17, 'FD': 4, 'FF': 1, 'FS': 10, 'G': 1, 'I': 2, 'PI': 23}",92696,17,293,5,6,0.2,5.42,-0.24,0.74,13,renato-kayzer,Renato Kayzer,R. Kayzer,Renato Kayzer de Souza,https://s.glbimg.com/es/sde/f/2021/05/02/6f855c82dac6b57f92d9201fff45aef8_FORMATO.png,Nulo
5,"{'DS': 50, 'FC': 15, 'FD': 5, 'FF': 2, 'FS': 23, 'PI': 178, 'SG': 6}",42500,17,264,2,2,4.7,12.62,0.44,4.34,17,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2021/08/06/1dbfc9287c7d5ed6dcd220b9228fc055_FORMATO.png,Dúvida
6,"{'A': 2, 'CA': 1, 'DS': 45, 'FC': 15, 'FD': 1, 'FF': 2, 'FS': 10, 'I': 1, 'PI': 97, 'SG': 5}",38750,17,262,2,7,12.1,9.88,1.19,4.55,15,filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,https://s.glbimg.com/es/sde/f/2021/05/01/d86e6ac0aeabadf61f4625bb2f705863_FORMATO.png,Provável
7,"{'DE': 21, 'FS': 3, 'GS': 8, 'SG': 3}",71631,17,275,1,7,0.0,14.78,-0.16,4.22,7,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/30/33d63334ddcba3f0e0150bb2c5aadd75_FORMATO.png,Provável
8,"{'CA': 2, 'CV': 1, 'DS': 13, 'FC': 6, 'FD': 2, 'FF': 4, 'FS': 7, 'G': 1, 'PI': 61, 'SG': 3}",38394,17,293,3,3,-5.3,8.17,-0.8,2.08,13,thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Suspenso
9,"{'A': 1, 'CA': 1, 'DS': 26, 'FC': 11, 'FD': 3, 'FF': 5, 'FS': 12, 'I': 1, 'PC': 1, 'PI': 130, 'SG': 2}",68808,17,265,2,7,-0.9,7.28,-0.94,2.72,12,nino-paraiba,Nino Paraíba,N. Paraíba,Severino do Ramo Clementino da Silva,https://s.glbimg.com/es/sde/f/2021/04/19/ca9f764ab6737639cb0b1773cb5cbc1c_FORMATO.png,Provável
10,"{'A': 2, 'CA': 1, 'DS': 9, 'FC': 13, 'FD': 1, 'FF': 3, 'FS': 23, 'G': 1, 'PI': 134, 'SG': 6}",38229,17,264,2,7,9.6,11.87,1.24,3.35,15,fabio-santos,Fábio Santos,F. Santos,Fábio Santos Romeu,https://s.glbimg.com/es/sde/f/2021/08/06/cc510671e18768fd48ef8d0f7c4714db_FORMATO.png,Provável
11,"{'CA': 1, 'DE': 65, 'DS': 1, 'GS': 15, 'SG': 6}",42234,17,264,1,7,9.0,13.48,1.02,4.64,17,cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.glbimg.com/es/sde/f/2021/08/06/64a4b5010ed3f52c5b53ba9262475b28_FORMATO.png,Provável
12,{},39850,17,327,6,7,0.34,6.17,-0.46,3.21,12,vagner-mancini,Vagner Mancini,V. Mancini,Vagner Carmo Mancini,https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png,Provável
13,"{'A': 1, 'CA': 2, 'DS': 17, 'FC': 10, 'FD': 2, 'FF': 3, 'FS': 2, 'FT': 1, 'I': 1, 'PI': 45, 'SG': 6}",68923,17,264,3,7,4.8,7.24,0.76,2.76,17,gil,Gil,Gil,Carlos Gilberto do Nascimento Silva,https://s.glbimg.com/es/sde/f/2021/08/06/4139875768caeb6b0b660c71a65008f5_FORMATO.png,Provável
14,"{'A': 3, 'CA': 4, 'DS': 12, 'FC': 21, 'FD': 7, 'FF': 6, 'FS': 38, 'G': 2, 'I': 7, 'PI': 89}",83817,17,1371,5,7,16.1,9.0,1.78,3.4,13,clayson,Clayson,Clayson,Clayson Henrique da Silva Vieira,https://s.glbimg.com/es/sde/f/2021/06/04/683002254efbbe78962d1ae99165f0b2_FORMATO.png,Provável
15,"{'A': 3, 'DS': 15, 'FC': 8, 'FD': 1, 'FS': 5, 'I': 1, 'PI': 46, 'SG': 3}",69345,17,262,2,7,0.0,11.92,0.0,5.66,7,isla,Isla,Isla,Mauricio Aníbal Isla Isla,https://s.glbimg.com/es/sde/f/2021/05/01/0f714292e3b8da4992a408c35794cb18_FORMATO.png,Provável
16,"{'DS': 2, 'FF': 1, 'PI': 3}",82564,17,315,3,6,-0.1,3.35,-0.82,0.83,3,laercio,Laércio,Laércio,Laércio Soldá,https://s.glbimg.com/es/sde/f/2021/06/04/258396cfb81349c8a107e9d5b3f074cd_FORMATO.png,Nulo
17,"{'A': 1, 'CV': 1, 'FC': 2, 'FD': 7, 'FF': 4, 'FS': 2, 'G': 3, 'I': 2, 'PI': 33}",83257,17,262,5,7,2.0,17.82,0.82,6.26,5,gabriel,Gabriel,Gabriel,Gabriel Barbosa Almeida,https://s.glbimg.com/es/sde/f/2021/05/01/a1cd90e3261b3c17b68fe4bc2fa82ef0_FORMATO.png,Provável
18,"{'DE': 43, 'FS': 2, 'GS': 16, 'SG': 4}",38509,17,262,1,7,3.0,13.52,-0.74,3.44,14,diego-alves,Diego Alves,D. Alves,Diego Alves Carreira,https://s.glbimg.com/es/sde/f/2021/05/01/f3e9b15ef84f4d038e6cfd79171fab69_FORMATO.png,Provável
19,"{'DS': 5, 'FC': 13, 'FD': 3, 'FF': 5, 'FS': 11, 'FT': 1, 'G': 2, 'I': 5, 'PI': 26}",94286,17,315,5,6,-0.1,5.21,-0.16,1.7,15,perotti,Perotti,Perotti,Pedro Henrique Perotti,https://s.glbimg.com/es/sde/f/2021/03/23/17acb053b61edf1d764249f524bbc93e_FORMATO.png,Nulo
20,"{'DS': 5, 'FC': 2, 'FD': 2, 'PI': 12, 'SG': 1}",72359,17,354,3,7,1.9,6.07,0.22,3.4,3,luiz-otavio,Luiz Otávio,L. Otávio,Luiz Otávio Anacleto Leandro,https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png,Provável
21,"{'A': 1, 'CA': 3, 'DS': 19, 'FC': 23, 'FD': 13, 'FF': 6, 'FS': 33, 'FT': 2, 'G': 8, 'I': 3, 'PI': 77}",90285,17,262,5,2,0.0,19.7,0.0,8.68,12,bruno-henrique,Bruno Henrique,B. Henrique,Bruno Henrique Pinto,https://s.glbimg.com/es/sde/f/2021/05/01/98039adcc6dd9b053c4057c1655e7aeb_FORMATO.png,Dúvida
22,"{'CA': 1, 'DE': 46, 'FS': 2, 'GS': 13, 'SG': 5}",93882,17,280,1,7,9.0,9.96,0.76,4.07,14,cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png,Provável
23,"{'A': 4, 'CA': 6, 'DS': 13, 'FC': 14, 'FD': 6, 'FF': 4, 'FS': 41, 'FT': 2, 'G': 1, 'I': 5, 'PI': 200}",81798,17,265,5,7,1.7,10.11,-0.12,2.43,15,rossi,Rossi,Rossi,Rosicley Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/19/7d895a5c5d4a6d56fb3ce7566c6b0fd6_FORMATO.png,Provável
