,clube,ranking_clube,fase
0,Atlético-MG,1,80.0
1,América-MG,9,80.0
2,Palmeiras,3,80.0
3,Flamengo,2,73.33
4,Santos,12,66.67
5,Corinthians,5,66.67
6,Ceará,10,66.67
7,Bahia,16,53.33
8,Juventude,17,53.33
9,Internacional,7,46.67
10,Athlético-PR,11,46.67
11,Bragantino,4,40.0
12,Fluminense,8,40.0
13,Atlético-GO,14,26.67
14,Cuiabá,13,26.67
15,São Paulo,15,26.67
16,Fortaleza,6,26.67
17,Sport,18,20.0
18,Grêmio,19,20.0
19,Chapecoense,20,13.33
