,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'CA': 1, 'DS': 20, 'FC': 13, 'FD': 2, 'FF': 2, 'FS': 11, 'PI': 50, 'SG': 3}",90700,20,327,3,6,0.0,5.0,0.0,2.58,12,anderson-jesus,Anderson Jesus,A. Jesus,Anderson de Jesus Santos,https://s.glbimg.com/es/sde/f/2021/06/04/a25fb76810f21e3c7c622fee9eb28d5f_FORMATO.png,Nulo
1,"{'CA': 1, 'DS': 57, 'FC': 19, 'FD': 6, 'FF': 2, 'FS': 25, 'PI': 193, 'SG': 6}",42500,20,264,2,7,2.4,12.05,0.35,4.08,19,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2021/08/06/1dbfc9287c7d5ed6dcd220b9228fc055_FORMATO.png,Provável
2,{},103912,20,276,6,7,1.77,9.54,0.1,2.99,19,hernan-crespo,Hernán Crespo,H. Crespo,Hernán Jorge Crespo,https://s.glbimg.com/es/sde/f/2021/04/27/39f37d3c66285f42403fbbf4313aa5b1_FORMATO.png,Provável
3,{},98057,20,354,6,7,3.28,5.74,-0.08,2.55,8,tiago-nunes,Tiago Nunes,T. Nunes,Tiago Retzlaff Nunes,https://s.glbimg.com/es/sde/f/2021/04/27/70e7cf2c054ba954f48fe011e8e8284e_FORMATO.png,Provável
4,"{'CA': 1, 'DS': 15, 'FC': 14, 'FF': 3, 'FS': 7, 'G': 1, 'I': 3, 'PI': 35, 'SG': 4}",71684,20,275,3,7,-0.7,10.2,-0.5,3.18,11,gustavo-gomez,Gustavo Gómez,G. Gómez,Gustavo Raúl Gómez Portillo,https://s.glbimg.com/es/sde/f/2021/04/30/6f48baaa83f44d6a1be5ee2b4f24d2d9_FORMATO.png,Provável
5,{},81031,20,286,6,7,1.82,6.45,0.01,2.68,19,marquinhos-santos,Marquinhos Santos,M. Santos,Marcos Vinícius dos Santos Gonçalves,https://s.glbimg.com/es/sde/f/2021/04/27/c6a602f75c94ff12016d132e9eb3d8b5_FORMATO.png,Provável
6,"{'CA': 2, 'DE': 33, 'DP': 1, 'FS': 2, 'GS': 14, 'SG': 5}",72372,20,356,1,7,0.0,7.66,-0.19,3.69,13,felipe-alves,Felipe Alves,F. Alves,Felipe Alves Raymundo,https://s.glbimg.com/es/sde/f/2021/05/05/7f2817bd88a2722833e451d34ef533fa_FORMATO.png,Provável
7,{},70323,20,1371,6,7,1.01,3.86,-0.36,3.26,11,jorginho,Jorginho,Jorginho,Jorge Amorim de Oliveira Campos,https://s.glbimg.com/es/sde/f/2021/04/27/ed89bb6662d329721f0b34029b57a978_FORMATO.png,Provável
8,"{'A': 1, 'CA': 2, 'DS': 1, 'FC': 10, 'FD': 7, 'FF': 7, 'FS': 15, 'G': 3, 'I': 4, 'PI': 45, 'PP': 1}",68911,20,284,5,2,8.4,12.75,1.37,2.46,13,diego-souza,Diego Souza,D. Souza,Diego Souza de Andrade,https://s.glbimg.com/es/sde/f/2021/04/29/a861c36a70f6c8c2ca8e65c0d0347c59_FORMATO.png,Dúvida
9,"{'A': 3, 'CA': 1, 'DS': 26, 'FC': 23, 'FD': 14, 'FF': 19, 'FS': 26, 'FT': 1, 'G': 3, 'I': 1, 'PI': 110}",94509,20,275,4,7,2.1,13.15,-1.32,4.88,18,raphael-veiga,Raphael Veiga,R. Veiga,Raphael Cavalcante Veiga,https://s.glbimg.com/es/sde/f/2021/04/30/c4c1b91cbd4ff74465329b542ccd0c6d_FORMATO.png,Provável
10,"{'CA': 2, 'CV': 1, 'DS': 40, 'FC': 35, 'FD': 1, 'FF': 12, 'FS': 23, 'PI': 43}",82455,20,275,4,3,-4.9,4.07,-0.8,1.98,16,ze-rafael,Zé Rafael ,Z. Rafael,José Rafael Vivian,https://s.glbimg.com/es/sde/f/2021/04/30/2a199d6235557f8b6ca773b7fd92b2bd_FORMATO.png,Suspenso
11,"{'CA': 3, 'DS': 26, 'FC': 14, 'FD': 1, 'FF': 1, 'FS': 9, 'FT': 1, 'PI': 49, 'SG': 3}",80853,20,284,3,5,0.0,6.96,0.0,2.51,13,pedro-geromel,Pedro Geromel,P. Geromel,Pedro Tonon Geromel,https://s.glbimg.com/es/sde/f/2021/04/29/2911dfa228866bcf4526969aee375081_FORMATO.png,Contundido
12,"{'DE': 25, 'FS': 4, 'GS': 12, 'SG': 3}",71631,20,275,1,7,-2.0,14.01,-1.0,3.33,9,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/30/33d63334ddcba3f0e0150bb2c5aadd75_FORMATO.png,Provável
13,"{'CA': 3, 'CV': 1, 'DS': 40, 'FC': 23, 'FD': 1, 'FF': 9, 'FS': 12, 'G': 1, 'PC': 1, 'PI': 67}",86711,20,293,4,7,5.8,3.66,0.78,2.48,13,richard,Richard,Richard,Richard Cândido Coelho,https://s.glbimg.com/es/sde/f/2021/05/02/446647489f7e792de6ebac7290e136ec_FORMATO.png,Provável
14,"{'A': 1, 'CA': 2, 'DS': 25, 'FC': 18, 'FD': 3, 'FF': 2, 'FS': 24, 'PI': 29, 'PS': 1}",70986,20,293,4,6,0.0,5.84,0.0,2.03,16,leo-cittadini,Léo Cittadini,L. Cittadini,Leonardo Cittadini,https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png,Nulo
15,"{'DS': 1, 'FC': 4, 'FS': 2, 'I': 1, 'PI': 6}",97080,20,354,5,6,0.8,1.13,0.02,-0.18,6,yony-gonzalez,Yony González,Y. González,Jony Alexander González Copete,https://s.glbimg.com/es/sde/f/2021/03/11/1fdc76b6718e0047cc575c51cd3e182c_FORMATO.png,Nulo
16,"{'CA': 1, 'DS': 17, 'FC': 14, 'FD': 6, 'FF': 11, 'FS': 19, 'PI': 76}",90031,20,354,5,6,1.6,6.44,0.07,1.99,13,mendoza,Mendoza,Mendoza,John Stiven Mendoza Valencia,https://s.glbimg.com/es/sde/f/2021/03/11/adf62456aacb951931d4be8a2e6595ca_FORMATO.png,Nulo
17,"{'CA': 3, 'CV': 1, 'DS': 25, 'FC': 10, 'FF': 3, 'FS': 8, 'PC': 1, 'PI': 35, 'SG': 3}",87342,20,284,3,7,0.0,8.34,0.0,3.24,8,kannemann,Kannemann,Kannemann,Walter Kannemann,https://s.glbimg.com/es/sde/f/2021/04/29/aab069ddcc3f87f133a2d6ea07c4edd4_FORMATO.png,Provável
18,{},110506,20,275,6,7,2.14,11.61,-0.39,4.12,19,abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,https://s.glbimg.com/es/sde/f/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Provável
19,"{'CA': 2, 'DS': 15, 'FC': 10, 'FD': 4, 'FF': 2, 'FS': 26, 'I': 2, 'PI': 64}",82407,20,286,4,6,0.4,4.42,-0.28,0.95,19,chico,Chico,Chico,Francisco Hyun Sol Kim,https://s.glbimg.com/es/sde/f/2021/04/30/5638d9577d3da1016e551a5fcf125e7b_FORMATO.png,Nulo
20,"{'CA': 6, 'DS': 17, 'FC': 23, 'FD': 11, 'FF': 13, 'FS': 49, 'FT': 2, 'G': 4, 'I': 4, 'PI': 59, 'PP': 1, 'PS': 1}",68952,20,277,5,7,2.7,17.1,-0.76,5.73,12,marinho,Marinho,Marinho,Mário Sérgio Santos Costa,https://s.glbimg.com/es/sde/f/2021/05/04/ed157c234599d01c370049565c5fa3a8_FORMATO.png,Provável
21,"{'A': 2, 'CA': 1, 'DS': 48, 'FC': 15, 'FD': 1, 'FF': 2, 'FS': 10, 'I': 1, 'PI': 101, 'SG': 6}",38750,20,262,2,5,0.0,9.4,0.0,4.74,16,filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,https://s.glbimg.com/es/sde/f/2021/05/01/d86e6ac0aeabadf61f4625bb2f705863_FORMATO.png,Contundido
22,"{'CA': 1, 'DS': 4, 'FC': 5, 'FD': 2, 'FF': 8, 'FS': 5, 'G': 2, 'I': 3, 'PI': 30}",38279,20,356,5,6,0.2,5.9,0.13,1.85,12,wellington-paulista,Wellington Paulista,W. Paulista,Wellington Pereira do Nascimento,https://s.glbimg.com/es/sde/f/2021/05/05/61649405651455f860b80916f5c30bf0_FORMATO.png,Nulo
23,"{'A': 7, 'CA': 1, 'DS': 14, 'FC': 13, 'FD': 13, 'FF': 18, 'FS': 21, 'FT': 1, 'G': 3, 'I': 2, 'PI': 165}",87999,20,275,4,2,3.4,13.82,0.24,5.03,18,gustavo-scarpa,Gustavo Scarpa,G. Scarpa,Gustavo Henrique Furtado Scarpa,https://s.glbimg.com/es/sde/f/2021/04/30/e594285e6781941b0f08b58d66d6669e_FORMATO.png,Dúvida
