,clube,ranking_clube,fase
0,Atlético-MG,1,86.67
1,Flamengo,5,66.67
2,São Paulo,12,66.67
3,Corinthians,6,66.67
4,Grêmio,17,60.0
5,Atlético-GO,7,60.0
6,Cuiabá,14,53.33
7,Internacional,10,53.33
8,Fortaleza,3,53.33
9,Juventude,13,46.67
10,Bragantino,4,46.67
11,Ceará,8,40.0
12,América-MG,19,40.0
13,Santos,11,40.0
14,Sport,18,33.33
15,Palmeiras,2,26.67
16,Athlético-PR,9,20.0
17,Chapecoense,20,13.33
18,Fluminense,16,6.67
19,Bahia,15,6.67
