,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,América-MG,65.03666666666668,1,53.89166666666667,5,44.836666666666666,8
1,Atlético-MG,58.928333333333335,2,69.96166666666666,1,46.02,7
2,Internacional,57.583333333333336,3,60.218333333333334,2,63.11000000000001,1
3,Flamengo,57.23833333333334,4,58.303333333333335,3,52.83833333333334,2
4,Athlético-PR,52.45333333333334,5,41.76333333333333,9,31.818333333333328,17
5,Fluminense,47.54666666666666,6,40.01833333333334,11,34.63833333333333,15
6,Grêmio,47.328333333333326,7,50.528333333333336,6,36.20166666666666,14
7,Ceará,46.60166666666667,8,55.800000000000004,4,41.38333333333334,12
8,Corinthians,45.23666666666667,9,45.81833333333333,7,48.434999999999995,4
9,Atlético-GO,44.055,10,33.345,18,49.21666666666666,3
10,Palmeiras,41.800000000000004,11,33.818333333333335,17,47.03666666666667,5
11,Fortaleza,39.946666666666665,12,41.455000000000005,10,46.945,6
12,Sport,36.41833333333333,13,34.72833333333333,14,44.30833333333333,9
13,Juventude,36.001666666666665,14,43.14666666666667,8,26.399999999999995,19
14,Bahia,32.49666666666667,15,35.27166666666667,13,26.186666666666664,20
15,Cuiabá,31.691666666666666,16,31.27333333333333,19,42.6,10
16,Santos,31.146666666666665,17,38.51,12,37.83833333333334,13
17,Chapecoense,30.89,18,28.18166666666667,20,32.65333333333333,16
18,São Paulo,30.328333333333333,19,34.565000000000005,15,30.945000000000004,18
19,Bragantino,27.546666666666667,20,34.14666666666667,16,41.96333333333334,11
