,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Flamengo,70.82999999999998,1,62.048333333333325,4,65.455,1
1,Atlético-MG,63.85499999999999,2,65.94666666666666,1,49.52666666666667,2
2,Santos,53.97999999999999,3,59.56166666666666,8,48.635,3
3,Ceará,50.76166666666666,4,52.343333333333334,11,42.21666666666667,9
4,Bahia,49.345000000000006,5,63.071666666666665,3,42.94499999999999,7
5,Corinthians,48.126666666666665,6,61.41833333333333,5,25.36666666666667,18
6,América-MG,47.59833333333333,7,54.94499999999999,10,46.61833333333333,4
7,Sport,42.18333333333334,8,65.76333333333334,2,33.365,13
8,Juventude,41.276666666666664,9,50.56666666666667,14,34.785,11
9,Grêmio,41.255,10,55.61833333333333,9,25.473333333333333,17
10,Cuiabá,41.218333333333334,11,50.6,13,37.45333333333333,10
11,Fluminense,39.60166666666667,12,60.98333333333333,6,26.218333333333334,16
12,Bragantino,38.76333333333333,13,47.145,16,42.90833333333333,8
13,São Paulo,38.345000000000006,14,51.06833333333333,12,29.47333333333334,14
14,Athlético-PR,38.03666666666667,15,33.836666666666666,19,43.69166666666666,6
15,Atlético-GO,37.345,16,48.23500000000001,15,33.69166666666667,12
16,Palmeiras,32.96333333333333,17,60.434999999999995,7,45.89166666666667,5
17,Internacional,25.146666666666665,18,37.928333333333335,18,24.60166666666667,19
18,Chapecoense,21.528333333333332,19,24.183333333333334,20,29.146666666666665,15
19,Fortaleza,20.040000000000003,20,47.00333333333333,17,16.346666666666668,20
