,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,4,67.94875,1,55.0625,5,80.83500000000001,1
1,0,58.42625000000001,2,67.3225,1,49.53000000000001,4
2,6,55.93124999999999,3,51.88999999999999,7,59.9725,2
3,3,53.1125,4,55.28,4,50.945,3
4,5,49.85625,5,54.03,6,45.682500000000005,6
5,7,49.404999999999994,6,49.77499999999999,8,49.035,5
6,1,45.33666666666667,7,64.93,2,25.743333333333336,17
7,8,44.04541666666667,8,44.1275,9,43.96333333333333,8
8,11,41.50033333333333,9,42.894,12,40.10666666666666,10
9,15,37.93875,10,35.7025,16,40.175,9
10,10,37.4725,11,43.692499999999995,11,31.2525,13
11,9,37.319,12,43.767999999999994,10,30.870000000000005,15
12,18,37.29625,13,29.375,19,45.2175,7
13,2,37.02766666666667,14,56.403333333333336,3,17.651999999999997,20
14,14,32.96033333333333,15,36.72666666666667,15,29.194,16
15,17,32.90625,16,33.464999999999996,18,32.3475,12
16,16,32.379999999999995,17,33.7125,17,31.0475,14
17,13,32.32666666666667,18,39.416666666666664,14,25.236666666666668,18
18,12,31.997666666666667,19,42.833333333333336,13,21.162,19
19,19,31.652499999999996,20,25.697499999999998,20,37.607499999999995,11
