,clube,ranking_clube,fase
0,Fluminense,8,73.33
1,Internacional,7,73.33
2,Atlético-MG,1,60.0
3,Grêmio,18,60.0
4,Cuiabá,10,60.0
5,América-MG,15,60.0
6,Corinthians,6,60.0
7,Flamengo,4,53.33
8,Athlético-PR,9,46.67
9,São Paulo,13,40.0
10,Palmeiras,2,40.0
11,Bahia,17,33.33
12,Bragantino,5,33.33
13,Juventude,14,33.33
14,Ceará,11,33.33
15,Fortaleza,3,26.67
16,Atlético-GO,12,26.67
17,Chapecoense,20,26.67
18,Santos,16,13.33
19,Sport,19,13.33
