,clube,ranking_clube,fase
0,Atlético-MG,2,100.0
1,Palmeiras,1,86.67
2,Flamengo,5,80.0
3,Fortaleza,3,80.0
4,Ceará,7,60.0
5,Sport,15,53.33
6,Cuiabá,16,53.33
7,São Paulo,17,46.67
8,Santos,8,46.67
9,Fluminense,12,46.67
10,Corinthians,11,40.0
11,Bragantino,4,40.0
12,Grêmio,19,33.33
13,Internacional,14,33.33
14,Atlético-GO,9,33.33
15,Athlético-PR,6,26.67
16,Juventude,13,26.67
17,Bahia,10,20.0
18,América-MG,18,13.33
19,Chapecoense,20,0.0
