,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'CA': 3, 'DE': 73, 'DP': 2, 'DS': 1, 'FS': 2, 'GS': 20, 'SG': 11}",71571,26,373,1,7,7.0,17.98,0.44,5.13,23,fernando-miguel,Fernando Miguel,F. Miguel,Fernando Miguel Kaufmann,https://s.glbimg.com/es/sde/f/2021/04/20/88ab80496dcd025f8e23875c60ede171_FORMATO.png,Provável
1,"{'A': 3, 'CA': 2, 'DS': 3, 'FC': 6, 'FD': 6, 'FF': 9, 'FS': 7, 'G': 2, 'I': 3, 'PI': 29}",70360,26,282,5,2,0.2,5.68,0.0,2.37,17,eduardo-sasha,Eduardo Sasha,E. Sasha,Eduardo Colcenti Antunes,https://s.glbimg.com/es/sde/f/2021/04/23/c4219f6ceb958aef5f871e8ecf08b6a5_FORMATO.png,Dúvida
2,"{'CA': 3, 'DS': 73, 'FC': 24, 'FD': 6, 'FF': 3, 'FS': 29, 'I': 1, 'PI': 241, 'SG': 7}",42500,26,264,2,3,4.7,12.22,0.81,3.72,24,fagner,Fagner,Fagner,Fagner Conserva Lemos,https://s.glbimg.com/es/sde/f/2021/08/06/1dbfc9287c7d5ed6dcd220b9228fc055_FORMATO.png,Suspenso
3,"{'DE': 34, 'FS': 5, 'GS': 15, 'SG': 4}",71631,26,275,1,7,0.0,14.76,0.0,3.46,12,weverton,Weverton,Weverton,Weverton Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/30/33d63334ddcba3f0e0150bb2c5aadd75_FORMATO.png,Provável
4,"{'A': 2, 'CA': 4, 'DS': 12, 'FC': 36, 'FD': 10, 'FF': 23, 'FS': 28, 'G': 9, 'I': 6, 'PI': 88}",61188,26,265,5,7,-0.6,13.17,-2.09,4.37,23,gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza Júnior,https://s.glbimg.com/es/sde/f/2021/04/19/084597dfc92b63b3485d5ed7b75cdfa6_FORMATO.png,Provável
5,"{'CA': 7, 'DS': 13, 'FC': 40, 'FD': 4, 'FF': 11, 'FS': 38, 'FT': 1, 'G': 5, 'I': 13, 'PI': 103}",80076,26,373,5,7,-0.2,7.78,0.02,1.65,23,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,https://s.glbimg.com/es/sde/f/2021/04/20/c2fbbd910eaadd1b3c8bebd0f5fc57bb_FORMATO.png,Provável
6,"{'DE': 59, 'DS': 2, 'FS': 3, 'GS': 17, 'SG': 12}",72294,26,282,1,7,0.5,11.63,-0.3,4.22,25,everson,Everson,Everson,Everson Felipe Marques Pires,https://s.glbimg.com/es/sde/f/2021/05/02/2eff4cdfd58d4f859979ef83bbe1ad06_FORMATO.png,Provável
7,"{'CA': 3, 'CV': 1, 'DS': 21, 'FC': 11, 'FD': 2, 'FF': 5, 'FS': 11, 'G': 1, 'PI': 79, 'SG': 4}",38394,26,293,3,7,-1.6,8.3,-0.34,2.04,18,thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Provável
8,"{'A': 6, 'CA': 2, 'DS': 10, 'FC': 32, 'FD': 15, 'FF': 25, 'FS': 57, 'FT': 4, 'G': 10, 'I': 9, 'PC': 1, 'PI': 107, 'PS': 2}",39148,26,282,5,2,0.0,22.95,0.0,7.14,23,hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.glbimg.com/es/sde/f/2021/04/23/d9ed7fa34aa12e4ce8768c9c2a2b4560_FORMATO.png,Dúvida
9,"{'A': 4, 'CA': 4, 'DS': 32, 'FC': 17, 'FD': 9, 'FF': 11, 'FS': 23, 'FT': 2, 'I': 1, 'PC': 1, 'PI': 181, 'SG': 7}",86264,26,373,2,6,0.4,12.98,-0.71,4.63,19,natanael,Natanael,Natanael,Natanael Batista Pimenta,https://s.glbimg.com/es/sde/f/2021/05/01/8d7a42fcd53a8f290188c60783071a94_FORMATO.png,Nulo
10,"{'CA': 3, 'DS': 10, 'FC': 10, 'FD': 2, 'FF': 1, 'FS': 8, 'PI': 34, 'SG': 4}",89493,26,282,3,6,3.1,4.7,0.55,2.53,9,igor-rabello,Igor Rabello,I. Rabello,Igor Rabello da Costa,https://s.glbimg.com/es/sde/f/2021/05/02/a3c5d8522641cc6e0c6c72d9dbcc14fd_FORMATO.png,Nulo
11,"{'CA': 1, 'DS': 1, 'FC': 2, 'FD': 2, 'FS': 1, 'PI': 9}",38231,26,277,5,6,-0.2,4.54,0.5,0.0,4,diego-tardelli,Diego Tardelli,D. Tardelli,Diego Tardelli Martins,https://s.glbimg.com/es/sde/f/2021/08/27/3054f90a321ef60af993bdedc9f1338d_FORMATO.png,Nulo
12,{},37245,26,265,6,7,3.75,9.35,-0.34,3.73,20,guto-ferreira,Guto Ferreira,G. Ferreira,Augusto Sérgio Ferreira,https://s.glbimg.com/es/sde/f/2021/04/27/7b5d614f3eafc2e2e12922930cd3590e_FORMATO.png,Provável
13,{},42411,26,282,6,7,4.04,12.57,0.12,4.67,25,cuca,Cuca,Cuca,Alexi Stival,https://s.glbimg.com/es/sde/f/2021/04/27/0ea32497ac7f6b6b22649eecca984fec_FORMATO.png,Provável
14,"{'CA': 1, 'DE': 18, 'FS': 1, 'GS': 10, 'SG': 1}",78584,26,286,1,7,0.5,4.94,0.11,1.92,6,douglas-friedrich,Douglas Friedrich,D. Friedrich,Douglas Alan Schuck Friedrich,https://s.glbimg.com/es/sde/f/2021/07/01/4d71bac1913eb8c0a90d47f3cdcde3c8_FORMATO.png,Provável
15,"{'A': 1, 'CA': 1, 'DS': 7, 'FC': 22, 'FD': 5, 'FF': 5, 'FS': 15, 'G': 4, 'I': 2, 'PI': 34}",92696,26,293,5,6,-0.1,6.05,-0.31,2.0,22,renato-kayzer,Renato Kayzer,R. Kayzer,Renato Kayzer de Souza,https://s.glbimg.com/es/sde/f/2021/05/02/6f855c82dac6b57f92d9201fff45aef8_FORMATO.png,Nulo
16,"{'A': 2, 'CA': 2, 'DS': 58, 'FC': 19, 'FD': 1, 'FF': 2, 'FS': 12, 'I': 2, 'PI': 119, 'SG': 8}",38750,26,262,2,7,2.6,8.79,-0.32,4.77,19,filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,https://s.glbimg.com/es/sde/f/2021/05/01/d86e6ac0aeabadf61f4625bb2f705863_FORMATO.png,Provável
17,"{'A': 1, 'DS': 21, 'FC': 9, 'FD': 1, 'FF': 1, 'FS': 18, 'PC': 1, 'PI': 111, 'SG': 4}",87225,26,293,3,6,2.4,7.67,-0.03,2.12,19,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.glbimg.com/es/sde/f/2021/05/02/f5dd1bb01acb5eb9e0601cc31c8020f5_FORMATO.png,Nulo
18,"{'A': 1, 'DS': 10, 'FC': 7, 'FD': 1, 'FF': 3, 'FS': 6, 'G': 1, 'PI': 104, 'SG': 4}",71602,26,327,2,6,0.0,6.5,0.0,2.97,12,joao-paulo,João Paulo,J. Paulo,João Paulo Gomes da Costa,https://s.glbimg.com/es/sde/f/2021/06/04/71c98de1e3ed4f97ef1a68c10b697126_FORMATO.png,Nulo
19,{},82792,26,280,6,7,4.6,13.71,-0.09,4.24,24,mauricio-barbieri,Maurício Barbieri,M. Barbieri,Maurício Nogueira Barbieri,https://s.glbimg.com/es/sde/f/2021/04/27/1cc4a56a4aefc5902e503c4834666651_FORMATO.png,Provável
20,"{'A': 2, 'CA': 2, 'DS': 47, 'FC': 20, 'FD': 3, 'FF': 7, 'FS': 25, 'I': 2, 'PC': 1, 'PI': 203, 'SG': 5}",68808,26,265,2,7,6.2,8.93,0.04,3.56,19,nino-paraiba,Nino Paraíba,N. Paraíba,Severino do Ramo Clementino da Silva,https://s.glbimg.com/es/sde/f/2021/04/19/ca9f764ab6737639cb0b1773cb5cbc1c_FORMATO.png,Provável
21,"{'A': 6, 'CA': 2, 'CV': 1, 'DS': 19, 'FC': 13, 'FD': 14, 'FF': 21, 'FS': 31, 'G': 7, 'PI': 162}",95799,26,280,5,6,0.0,17.46,0.0,6.12,20,artur,Artur,Artur,Artur Victor Guimarães,https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png,Nulo
22,"{'A': 2, 'CA': 3, 'DS': 25, 'FC': 12, 'FD': 1, 'FF': 2, 'FS': 7, 'PI': 77, 'SG': 4}",97867,26,280,3,3,5.1,8.35,0.96,2.62,16,leo-ortiz,Léo Ortiz,L. Ortiz,Leonardo Rech Ortiz,https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png,Suspenso
23,"{'CA': 2, 'DE': 76, 'FS': 6, 'GS': 22, 'SG': 6}",93882,26,280,1,7,7.0,9.88,0.78,3.94,21,cleiton,Cleiton,Cleiton,Cleiton Schwengber,https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png,Provável
24,"{'A': 3, 'CA': 4, 'DS': 27, 'FC': 18, 'FD': 8, 'FF': 11, 'FS': 24, 'FT': 1, 'G': 3, 'I': 2, 'PI': 137, 'PS': 1}",102598,26,280,5,7,1.4,12.57,0.11,3.28,21,helinho,Helinho,Helinho,Hélio Júnio Nunes de Castro,https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png,Provável
25,"{'A': 5, 'CA': 7, 'DS': 15, 'FC': 20, 'FD': 7, 'FF': 5, 'FS': 44, 'FT': 2, 'G': 1, 'I': 8, 'PI': 220}",81798,26,265,5,5,0.0,10.33,0.0,2.26,17,rossi,Rossi,Rossi,Rosicley Pereira da Silva,https://s.glbimg.com/es/sde/f/2021/04/19/7d895a5c5d4a6d56fb3ce7566c6b0fd6_FORMATO.png,Contundido
26,"{'CA': 1, 'DE': 45, 'DP': 1, 'FS': 3, 'GS': 19, 'SG': 9}",78851,26,354,1,7,4.0,7.97,0.99,4.08,19,richard,Richard,Richard,Richard de Oliveira da Costa,https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png,Provável
27,"{'CA': 1, 'DS': 20, 'FC': 7, 'FD': 3, 'FF': 4, 'FS': 6, 'I': 1, 'PI': 31, 'PS': 1, 'SG': 4}",72359,26,354,3,2,0.5,6.48,-0.36,4.17,10,luiz-otavio,Luiz Otávio,L. Otávio,Luiz Otávio Anacleto Leandro,https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png,Dúvida
28,"{'A': 1, 'CA': 5, 'DS': 10, 'FC': 5, 'FD': 12, 'FF': 18, 'FS': 23, 'G': 2, 'I': 2, 'PI': 146}",71162,26,354,4,7,0.9,10.61,-0.2,1.96,22,vina,Vina,Vina,Vinícius Goes Barbosa de Souza,https://s.glbimg.com/es/sde/f/2021/06/02/03a9bd95b9964e9fa07bbf7412a7a03c_FORMATO.png,Provável
29,"{'CA': 1, 'DS': 18, 'FC': 15, 'FD': 6, 'FF': 12, 'FS': 23, 'PI': 82}",90031,26,354,5,7,2.8,6.44,0.55,1.9,15,mendoza,Mendoza,Mendoza,John Stiven Mendoza Valencia,https://s.glbimg.com/es/sde/f/2021/03/11/adf62456aacb951931d4be8a2e6595ca_FORMATO.png,Provável
