,clube,P
0,Atlético-MG,71.74832813404373
1,Flamengo,63.333946596003926
2,Palmeiras,61.98378202989251
3,Fortaleza,59.190263002219496
4,Bragantino,57.70761694956547
5,Corinthians,56.3589539940987
6,Internacional,52.545950204455
7,Fluminense,51.37602960112941
8,São Paulo,47.31591695574882
9,Atlético-GO,46.81614020452745
10,Athlético-PR,46.130386403576914
11,Ceará,45.5600562431163
12,América-MG,44.90774065724818
13,Santos,44.753511170066766
14,Cuiabá,43.1580618877023
15,Bahia,42.78521687026519
16,Sport,40.449743198980634
17,Juventude,38.090028536236424
18,Grêmio,35.838756090304265
19,Chapecoense,23.293322641782446
