,clube,ranking_clube,fase
0,Grêmio,18,80.0
1,Cuiabá,9,73.33
2,Fluminense,8,73.33
3,Internacional,7,73.33
4,Atlético-MG,1,73.33
5,Flamengo,3,66.67
6,Corinthians,6,60.0
7,São Paulo,12,53.33
8,América-MG,16,53.33
9,Atlético-GO,11,40.0
10,Palmeiras,2,40.0
11,Bahia,15,33.33
12,Bragantino,5,33.33
13,Chapecoense,20,33.33
14,Athlético-PR,10,26.67
15,Santos,14,20.0
16,Juventude,17,20.0
17,Sport,19,13.33
18,Fortaleza,4,13.33
19,Ceará,13,13.33
