,index,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,5,63.958999999999996,1,51.556,6,76.362,1
1,2,56.97699999999999,2,61.843999999999994,3,52.10999999999999,6
2,3,56.379,3,58.605999999999995,4,54.152,3
3,0,54.951,4,66.068,1,43.834,9
4,7,54.7225,5,49.4725,8,59.9725,2
5,4,52.821,6,52.14399999999999,5,53.498000000000005,4
6,13,46.33050000000001,7,39.31600000000001,14,53.345000000000006,5
7,9,46.02125,8,44.29,10,47.752500000000005,7
8,1,43.877500000000005,9,64.93,2,22.825000000000003,19
9,8,41.989000000000004,10,45.994,9,37.984,12
10,14,41.760999999999996,11,36.372,15,47.15,8
11,6,40.201666666666675,12,50.02000000000001,7,30.383333333333336,14
12,12,38.892,13,39.470000000000006,13,38.314,11
13,11,35.264,14,42.482000000000006,12,28.046,16
14,10,33.479,15,43.767999999999994,11,23.189999999999998,18
15,19,31.951666666666668,16,22.383333333333336,20,41.52,10
16,18,31.387999999999995,17,25.881999999999998,19,36.89399999999999,13
17,17,29.532000000000004,18,29.870000000000005,18,29.194,15
18,15,28.607083333333332,19,34.8525,16,22.361666666666665,20
19,16,27.6875,20,32.1375,17,23.2375,17
